,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,"2,21,16,3","2,22,16,3","2,23,16,3","2,24,16,3","2,25,16,3","2,27,16,3","2,28,16,3","2,29,16,3","2,31,16,3","2,33,16,3","2,34,16,3","2,35,16,3","2,36,16,3","2,37,16,3","2,38,16,3","2,39,16,3","2,40,16,3","2,41,16,3","2,25,6,3","2,30,6,3","2,26,6,3","2,26,9,3",42
148,17.0,2.0,1.0,2.0,53.0,236.35,0.13,7.92,29.85,1871.1,0.08,103.95,14.0,0.0,0.0,0.0,10.0,12.0,34.0,19.0,3.0,0.00020562736628977946,7.681840129932838e-05,0.0,7.681840129932838e-05,0.0002974172142639184,0.000274625,0.004403467221868682,0.013799021889202026,9.71901418824212e-05,0.00015257389491795482,0.0,0.0,0.0,0.03356718472021752,0.004096,0.00029804607306668036,0.0002962962962962963,3.688110666016046e-05,0.004455646568406626,6.353407310088001e-05,0.002043448202376399,1.0,0.0
149,6.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,4.0,0.0,0.0,0.0,5.0,3.0,6.0,3.0,1.0,9.0003835000616e-06,0.0,0.0,0.0,1.4563508748725225e-06,0.008000000000000002,0.00013849664378119962,0.0006535616546535203,1.898244958641039e-07,3.5585748085820368e-06,0.0,0.0,0.0,0.00419589809002719,6.4e-05,1.6379491090576774e-06,1.1663507799970842e-06,0.0,0.00012848251051653141,8.268376548009471e-08,2.666735538766371e-05,1.0,0.0
150,71.0,10.0,8.0,10.0,168.0,894.08,0.05,18.3,48.86,16361.74,0.3,908.99,61.0,0.0,8.0,0.0,15.0,25.0,107.0,61.0,18.0,0.014982917481428127,0.010963083271147008,0.04799474030243261,0.010963083271147008,0.00947253760154122,1.5625000000000004e-05,0.05432159238122962,0.06051676233378145,0.005125261388330805,0.012620763572293114,0.0,0.002624133830825372,0.0,0.11328924843073411,0.037037037037037035,0.00928962078892289,0.009805165422019192,0.008271297420592141,0.04476901699776028,0.0048581584473762094,0.02924187259231896,1.0,0.0
151,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,4.3151137033259926e-07,0.015625,7.09102816159742e-05,0.00024150181814602042,1.898244958641039e-07,4.448218510727546e-07,0.0,0.0,0.0,0.002148299822093921,1.8962962962962963e-05,4.853182545356081e-07,3.4558541629543234e-07,0.0,5.7103338007347296e-05,1.7462092635187387e-08,8.799865128658327e-06,0.9999999999999325,0.0
152,145.0,25.0,21.0,18.0,441.0,2811.39,0.02,44.04,63.84,123803.5,0.94,6877.97,81.0,3.0,58.0,0.0,28.0,55.0,268.0,173.0,49.0,0.12762225649996184,0.17145867170010096,0.8697285620362544,0.06398972828234055,0.17133822407787738,1e-06,0.757113785823738,0.1349876174941317,0.15766518907279087,0.02954957116949447,0.00031696093163035313,0.9999999999999999,0.0,0.7368668389782149,0.39437037037037037,0.14596577418889312,0.22366793561311712,0.16688417062902147,0.30848650775019193,0.27814966811934905,0.2891309690635749,1.0,1.0
153,34.0,2.0,1.0,2.0,56.0,245.97,0.09,11.0,22.36,2705.67,0.08,150.31,17.0,6.0,9.0,0.0,11.0,10.0,36.0,20.0,3.0,0.001645311966060098,7.681840129932838e-05,0.0,7.681840129932838e-05,0.0003508347259830081,9.112499999999999e-05,0.011797698103857708,0.005800036075240193,9.71901418824212e-05,0.00027317621929005544,0.002535687453042825,0.0037363155520931564,0.0,0.04467792286260951,0.0023703703703703703,0.0003537970075564583,0.00034558541629543235,3.688110666016046e-05,0.004974335221973364,0.000132850243088827,0.0022131798250685252,1.0,0.0
154,143.0,17.0,1.0,6.0,345.0,2046.1,0.04,26.47,77.31,54152.01,0.68,3008.45,98.0,19.0,21.0,3.0,17.0,44.0,208.0,137.0,33.0,0.12241383922409829,0.05390456959747158,0.0,0.0023594223256222287,0.08203435691932398,8e-06,0.16439213926998902,0.23972996223869303,0.05968689588354193,0.052332845956858505,0.08051981592787379,0.04746504571733158,0.015625,0.16491557853042865,0.2019176296296296,0.06823962913374279,0.1110777621184386,0.05097536342075102,0.188797911286792,0.053215955382085865,0.1531461668237084,1.0,0.0
155,21.0,2.0,1.0,2.0,41.0,185.47,0.14,7.33,25.29,1360.08,0.06,75.56,15.0,0.0,3.0,0.0,11.0,12.0,25.0,16.0,3.0,0.00038764442423521123,7.681840129932838e-05,0.0,7.681840129932838e-05,0.0001376860886791346,0.0003430000000000001,0.0034908496726610084,0.008391928697615826,4.1002091106646436e-05,0.00018765921842131835,0.0,0.0001383820574849317,0.0,0.04467792286260951,0.004096,0.00011848590198623245,0.00017693973314326136,3.688110666016046e-05,0.0026664086441764113,3.3569247769224195e-05,0.0012583451057112626,1.0,0.0
156,17.0,2.0,1.0,2.0,24.0,91.38,0.17,6.0,15.23,548.26,0.03,30.46,12.0,0.0,3.0,0.0,8.0,6.0,15.0,9.0,3.0,0.00020562736628977946,7.681840129932838e-05,0.0,7.681840129932838e-05,2.7616727701286353e-05,0.0006141250000000001,0.0019145776036313036,0.0018327997087779942,5.1252613883308045e-06,9.608151983171499e-05,0.0,0.0001383820574849317,0.0,0.017186398576751367,0.000512,2.559295482902621e-05,3.1491471059921275e-05,3.688110666016046e-05,0.0009136534081175567,5.454887827482714e-06,0.00030546026753082575,1.0,0.0
157,6.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,3.0,0.0,0.0,0.0,7.0,4.0,8.0,4.0,1.0,9.0003835000616e-06,0.0,0.0,0.0,3.452090962660794e-06,0.0030486249999999993,0.00038003479053561176,0.000865504567788654,1.898244958641039e-07,1.5012737473705467e-06,0.0,0.0,0.0,0.011513544359034608,0.0001517037037037037,3.882546036284865e-06,2.7646833303634587e-06,0.0,0.00022841335202938918,3.8312803256069205e-07,6.303153551181224e-05,1.0,0.0
158,2.0,2.0,1.0,2.0,9.0,27.0,0.14,7.0,3.86,189.0,0.01,10.5,0.0,0.0,0.0,0.0,7.0,1.0,7.0,2.0,3.0,2.930357418624707e-07,7.681840129932838e-05,0.0,7.681840129932838e-05,1.4563508748725225e-06,0.0003430000000000001,0.003040278324284894,2.9838515396017322e-05,1.898244958641039e-07,0.0,0.0,0.0,0.0,0.011513544359034608,2.3703703703703703e-06,2.601002520401775e-06,3.4558541629543234e-07,3.688110666016046e-05,0.00012848251051653141,6.482407213639425e-07,2.666735538766371e-05,1.0,0.0
159,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,4.448218510727546e-07,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
160,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,2.4971722820173566e-07,0.015625,7.09102816159742e-05,0.0001012276786779499,0.0,4.448218510727546e-07,0.0,0.0,0.0,0.002148299822093921,2.3703703703703703e-06,4.853182545356081e-07,4.319817703692904e-08,0.0,3.965509583843562e-05,9.784466071852486e-09,4.9307940111790186e-06,0.999999999835293,0.0
161,1.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
162,93.0,7.0,1.0,7.0,247.0,1498.32,0.05,21.91,68.37,32835.61,0.5,1824.2,69.0,6.0,16.0,0.0,20.0,47.0,144.0,103.0,13.0,0.03367215102593279,0.003753127606338615,0.0,0.003753127606338615,0.03010435678971075,1.5625000000000004e-05,0.09322799749853429,0.16581050303599676,0.02372806198301299,0.01826599768425744,0.002535687453042825,0.020993070646602975,0.0,0.26853747776174014,0.24609896296296296,0.022643008483613333,0.04720381439903236,0.0031150350086812453,0.09677270968028474,0.019566037355760322,0.08212238877508006,1.0,1.0
163,8.0,1.0,1.0,1.0,5.0,11.61,2.0,0.5,23.22,5.8,0.0,0.32,6.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,2.139160915596036e-05,0.0,0.0,0.0,2.4971722820173566e-07,1.0,1.107973150249597e-06,0.006495340809567178,0.0,1.2010189978964374e-05,0.0,0.0,0.0,3.3567184720217515e-05,0.0001517037037037037,7.583097727118877e-09,2.7646833303634587e-06,0.0,3.965509583843562e-05,6.10476130754543e-10,4.9307940111790186e-06,0.999999999835293,0.0
164,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,1.4563508748725225e-06,0.015625,7.09102816159742e-05,0.0012764876067451567,1.898244958641039e-07,4.448218510727546e-07,0.0,0.0,0.0,0.002148299822093921,0.0001517037037037037,9.478872158898596e-07,2.7646833303634587e-06,0.0,0.00012848251051653141,5.291760990726062e-08,2.666735538766371e-05,1.0,0.0
165,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,4.448218510727546e-07,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,1.0
166,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
167,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0884184697748912e-06,0.0,0.0,0.0,1.9977378256138854e-09,0.0,0.0,0.0,0.0,5.5602731384094325e-08,0.0,0.0,0.0,3.3567184720217515e-05,0.0,7.583097727118877e-09,0.0,0.0,1.5862038335374248e-06,0.0,0.0,0.0,0.0
168,52.0,7.0,1.0,7.0,119.0,610.38,0.04,26.13,23.36,15946.3,0.2,885.91,46.0,0.0,4.0,0.0,19.0,16.0,75.0,44.0,13.0,0.0058861252222937735,0.003753127606338615,0.0,0.003753127606338615,0.0033665058764736694,8e-06,0.15813844075633907,0.006613537379193944,0.0015185959669128317,0.0054121474620022056,0.0,0.0003280167288531715,0.0,0.23023731999597194,0.009709037037037037,0.0031991193536282762,0.0036797935127137636,0.0031150350086812453,0.022462232486723473,0.004614584058085252,0.01362865538610906,1.0,0.0
169,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
170,20.0,4.0,3.0,3.0,36.0,147.15,0.14,7.31,20.12,1076.02,0.05,59.78,14.0,0.0,3.0,0.0,9.0,8.0,23.0,13.0,7.0,0.00033485612845112904,0.0006913656116939555,0.002442002442002442,0.00028532549054036257,9.320645599184144e-05,0.0003430000000000001,0.0034623530818809886,0.004225705496274093,2.3728061983012995e-05,0.00015257389491795482,0.0,0.0001383820574849317,0.0,0.02447047766103857,0.0012136296296296296,9.226355004585537e-05,9.49063949501331e-05,0.00048512840299134145,0.0020557201682645026,2.101132247019411e-05,0.0007920871234020813,1.0,1.0
171,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
172,11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,1.0,5.567679095386943e-05,0.0,0.0,0.0,2.7616727701286353e-05,0.001331,0.0008077124265319562,0.0043465538785970575,5.1252613883308045e-06,1.2010189978964374e-05,0.0,0.0,0.0,0.011513544359034608,0.000813037037037037,2.559295482902621e-05,3.1491471059921275e-05,0.0,0.0009136534081175567,3.0682997825052824e-06,0.00030546026753082575,1.0,1.0
173,2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,5.393892129157491e-08,0.125,8.863785201996775e-06,5.560273138409433e-05,0.0,0.0,0.0,0.0,0.0,0.0002685374777617401,2.3703703703703703e-06,6.066478181695102e-08,4.319817703692904e-08,0.0,1.4275834501836824e-05,4.09449099291004e-10,8.253528202114711e-07,0.9998503075449787,0.0
174,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
175,14.0,3.0,3.0,3.0,40.0,169.92,0.11,8.94,19.01,1518.63,0.06,84.37,10.0,0.0,1.0,0.0,11.0,8.0,27.0,13.0,5.0,0.00011482814856125102,0.00028532549054036257,0.002442002442002442,0.00028532549054036257,0.00012785522083928866,0.000166375,0.006333325069354565,0.00356419656869458,4.1002091106646436e-05,5.560273138409433e-05,0.0,5.1252613883308045e-06,0.0,0.04467792286260951,0.0012136296296296296,0.00014925811256288085,9.49063949501331e-05,0.00017589450868691912,0.00253792613365988,4.185204183438108e-05,0.0010561884626996037,1.0,1.0
176,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,3.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,5.190918855849481e-06,0.0,0.0,0.0,6.852240741855627e-07,0.015625,7.09102816159742e-05,0.0004928058455205364,1.898244958641039e-07,1.5012737473705467e-06,0.0,0.0,0.0,0.002148299822093921,6.4e-05,4.853182545356081e-07,1.1663507799970842e-06,0.0,7.772398784333381e-05,2.8028367395632697e-08,1.4124644623694348e-05,1.0,0.0
177,38.0,4.0,3.0,4.0,94.0,489.69,0.09,11.57,42.34,5663.36,0.16,314.63,27.0,3.0,3.0,0.0,14.0,23.0,56.0,38.0,7.0,0.002297023455962233,0.0006913656116939555,0.002442002442002442,0.0006913656116939555,0.0016592890741496833,9.112499999999999e-05,0.013728380256776024,0.03937928787626004,0.0007775211350593696,0.0010944285618331286,0.00031696093163035313,0.0001383820574849317,0.0,0.09210835487227687,0.028840296296296294,0.0013317132904457087,0.0023703703703703703,0.00048512840299134145,0.014015697073136685,0.0005820509990535087,0.0087719246210482,1.0,0.0
178,48.0,4.0,1.0,4.0,132.0,692.73,0.05,20.7,33.47,14339.44,0.23,796.64,41.0,0.0,3.0,2.0,18.0,20.0,86.0,46.0,7.0,0.0046295879611874995,0.0006913656116939555,0.0,0.0006913656116939555,0.004594733071301517,1.5625000000000004e-05,0.07861949674891447,0.019452813998994165,0.0023095946411785524,0.003832195849723165,0.0,0.0001383820574849317,0.004629629629629629,0.19576382128830855,0.018962962962962963,0.004823274807920324,0.004204737760066525,0.00048512840299134145,0.02763801559555609,0.0037314453296609213,0.01755417454579855,1.0,1.0
179,12.0,3.0,1.0,3.0,38.0,158.46,0.09,11.0,14.41,1743.03,0.05,96.83,9.0,0.0,0.0,1.0,11.0,7.0,24.0,14.0,5.0,7.229610374235527e-05,0.00028532549054036257,0.0,0.00028532549054036257,0.00010961986996708511,9.112499999999999e-05,0.011797698103857708,0.0015524128881761192,2.3728061983012995e-05,4.0534391179004765e-05,0.0,0.0,0.0005787037037037037,0.04467792286260951,0.000813037037037037,0.00010482874297969135,0.0001185357977893333,0.00017589450868691912,0.0022904783356280413,5.513437106735705e-05,0.0009185265699440162,1.0,0.0
180,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,2.4971722820173566e-07,0.015625,7.09102816159742e-05,0.0001012276786779499,0.0,4.448218510727546e-07,0.0,0.0,0.0,0.002148299822093921,2.3703703703703703e-06,4.853182545356081e-07,4.319817703692904e-08,0.0,3.965509583843562e-05,9.784466071852486e-09,4.9307940111790186e-06,0.999999999835293,0.0
181,30.0,1.0,1.0,1.0,94.0,474.17,0.18,5.6,84.67,2655.37,0.16,147.52,23.0,1.0,2.0,1.0,8.0,25.0,59.0,35.0,1.0,0.0011302388563635495,0.0,0.0,0.0,0.0016592890741496833,0.0007289999999999999,0.0015566225020338653,0.3149227074379651,0.0007775211350593696,0.0006765184327502757,1.1739293764087153e-05,4.1002091106646436e-05,0.0005787037037037037,0.017186398576751367,0.037037037037037035,0.0015574090280979478,0.0018521218404583327,0.0,0.014015697073136685,0.00012795662882343392,0.008224709493497365,1.0,0.0
182,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0884184697748912e-06,0.0,0.0,0.0,1.9977378256138854e-09,0.0,0.0,0.0,0.0,5.5602731384094325e-08,0.0,0.0,0.0,3.3567184720217515e-05,0.0,7.583097727118877e-09,0.0,0.0,1.5862038335374248e-06,0.0,0.0,0.0,0.0
183,7.0,1.0,1.0,1.0,16.0,53.15,0.27,3.75,14.17,199.32,0.02,11.07,4.0,1.0,0.0,0.0,6.0,4.0,11.0,5.0,1.0,1.431688910242357e-05,0.0,0.0,0.0,8.182734133714474e-06,0.0024603750000000003,0.0004674261727615487,0.0014761308199439658,1.5185959669128312e-06,3.5585748085820368e-06,1.1739293764087153e-05,0.0,0.0,0.007250511899566983,0.0001517037037037037,1.0093103074795225e-05,5.3997721296161305e-06,0.0,0.00040606818138558075,7.209654579898734e-07,0.00010333773971208152,1.0,0.0
184,20.0,3.0,1.0,3.0,33.0,147.16,0.11,8.75,16.82,1287.66,0.05,71.54,13.0,1.0,2.0,2.0,14.0,8.0,23.0,10.0,5.0,0.00033485612845112904,0.00028532549054036257,0.0,0.00028532549054036257,7.17927042390862e-05,0.000166375,0.005938043602118933,0.00246884185527652,2.3728061983012995e-05,0.00012215920085085523,1.1739293764087153e-05,4.1002091106646436e-05,0.004629629629629629,0.09210835487227687,0.0012136296296296296,9.226355004585537e-05,4.3198177036929044e-05,0.00017589450868691912,0.0017273759747222556,3.008950967345854e-05,0.0007921947841615345,1.0,0.0
185,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
186,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
187,288.0,45.0,7.0,45.0,794.0,5228.46,0.02,44.9,116.45,234743.54,1.74,13041.31,262.0,9.0,15.0,0.0,23.0,73.0,509.0,285.0,89.0,0.9999999999999999,0.9999999999999999,0.032121724429416736,0.9999999999999999,1.0,1e-06,0.8023396342679805,0.8192826837733104,1.0,1.0,0.008557945154019534,0.017297757185616464,0.0,0.4084119364908865,0.9221143703703704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
189,45.0,6.0,5.0,6.0,100.0,504.44,0.08,12.89,39.12,6504.61,0.17,361.37,38.0,1.0,2.0,0.0,14.0,19.0,65.0,35.0,11.0,0.0038146555630679687,0.0023594223256222287,0.011646473184934723,0.0023594223256222287,0.0019977378256138853,6.4e-05,0.018983573810610273,0.031060742663437783,0.0009326077481803427,0.0030510330765080237,1.1739293764087153e-05,4.1002091106646436e-05,0.0,0.09210835487227687,0.01625837037037037,0.0020825082133100214,0.0018521218404583327,0.001886610456077439,0.015862038335374248,0.000767812584209136,0.009308323202214436,1.0,0.0
190,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.930357418624707e-07,0.0,0.0,0.0,2.4971722820173566e-07,0.03759537500000001,2.9915275056739118e-05,0.00024056817813211776,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,1.8962962962962963e-05,2.0474363863220968e-07,3.4558541629543234e-07,0.0,3.965509583843562e-05,5.500602261841887e-09,4.9307940111790186e-06,0.999999999835293,0.0
191,15.0,8.0,4.0,3.0,76.0,383.37,0.06,17.0,22.55,6517.36,0.13,362.08,12.0,0.0,1.0,0.0,17.0,16.0,44.0,32.0,15.0,0.0001412432275777109,0.005607743294850972,0.005917159763313609,0.00028532549054036257,0.0008769589597366809,2.6999999999999996e-05,0.04354777669741016,0.005949150227125275,0.0004170444174134363,9.608151983171499e-05,0.0,5.1252613883308045e-06,0.0,0.16491557853042865,0.009709037037037037,0.0006459585967868944,0.0014155178651460909,0.004786032841206976,0.009161913342512165,0.0007708255872923739,0.005376364070076716,1.0,1.0
192,14.0,3.0,1.0,2.0,42.0,197.42,0.1,9.92,19.91,1957.73,0.07,108.76,10.0,0.0,2.0,0.0,14.0,12.0,25.0,17.0,5.0,0.00011482814856125102,0.00028532549054036257,0.0,7.681840129932838e-05,0.00014800840002408155,0.00012500000000000003,0.008652751665649612,0.004094765893349668,6.510980208138767e-05,5.560273138409433e-05,0.0,4.1002091106646436e-05,0.0,0.09210835487227687,0.004096,0.00011848590198623245,0.0002122326437824324,0.00017589450868691912,0.0027980635623600174,6.955338849070155e-05,0.0014257215546376978,1.0,0.0
193,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,4.448218510727546e-07,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
194,8.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,3.0,0.0,1.0,0.0,5.0,3.0,5.0,3.0,1.0,2.139160915596036e-05,0.0,0.0,0.0,1.0228417667143093e-06,0.008000000000000002,0.00013849664378119962,0.00045901723893361084,1.898244958641039e-07,1.5012737473705467e-06,0.0,5.1252613883308045e-06,0.0,0.00419589809002719,6.4e-05,9.478872158898596e-07,1.1663507799970842e-06,0.0,0.00010151704534639519,6.533038260155631e-08,2.1070503022351572e-05,1.0,0.0
195,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0884184697748912e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,11.0,1.0,1.0,1.0,18.0,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6.0,3.0,0.0,0.0,5.0,4.0,12.0,6.0,1.0,5.567679095386943e-05,0.0,0.0,0.0,1.165080699898018e-05,0.0024603750000000003,0.0004674261727615487,0.0018291918363721332,1.5185959669128312e-06,1.2010189978964374e-05,0.00031696093163035313,0.0,0.0,0.00419589809002719,0.0001517037037037037,1.310359287246142e-05,9.330806239976674e-06,0.0,0.0005139300420661257,8.308420606404482e-07,0.00011910115002448616,1.0,0.0
197,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.637321676762236e-06,0.0,0.0,0.0,1.2785522083928866e-07,0.03759537500000001,2.9915275056739118e-05,7.855917685345892e-05,0.0,0.0,0.0,0.0,0.0,0.0009063139874458729,2.3703703703703703e-06,2.0474363863220968e-07,4.319817703692904e-08,0.0,2.5379261336598797e-05,2.613215304062253e-09,2.341167002483508e-06,0.9999997749296758,0.0
