,21,22,23,24,25,26,27,28,29,30,31,"2,27,16,3","2,21,18,27,3","2,22,18,27,3","2,23,18,27,3","2,24,18,27,3","2,25,18,27,3","2,28,18,27,3","2,29,18,27,3","2,30,18,27,3","2,31,18,27,3","2,2,27,16,3,18,27,3",32
596,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,0.009138734668091288,-84.5,-91.23,-91.8,-83.9,-91.902,-91.00108,-88.8,-91.42,-82.8,-91.99086126533192,5.0
597,6.1,0.16,0.37,1.1,0.031,37.0,97.0,0.9922,3.4,0.58,10.5,0.010711627931438218,-90.9,-96.84,-96.63,-95.9,-96.969,-96.0078,-93.6,-96.42,-86.5,-96.98928837206856,6.0
598,6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,0.027615831200924344,-126.5,-132.69,-132.86,-125.5,-132.956,-132.0045,-129.78,-132.5,-123.5,-132.97238416879907,5.0
599,7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,3.14,0.42,12.7,0.008273323476684247,-81.5,-88.65,-88.63,-86.5,-88.934,-88.01036,-85.86,-88.58,-76.3,-88.99172667652331,6.0
600,10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,0.00010618218134099325,-11.0,-20.58,-20.5,-17.6,-20.893,-20.0021,-17.740000000000002,-20.07,-9.2,-20.99989381781866,6.0
601,8.1,0.26,0.37,1.9,0.072,48.0,159.0,0.9949,3.37,0.7,10.9,0.04718577657926067,-150.9,-158.74,-158.63,-157.1,-158.928,-158.0051,-155.63,-158.3,-148.1,-158.95281422342075,6.0
602,8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.99158,3.09,0.32,11.2,0.016052527086610757,-103.0,-110.8,-110.56,-110.0,-110.943,-110.00842,-107.91,-110.68,-99.8,-110.98394747291339,6.0
603,6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,2.3255599915589563e-05,-6.5,-12.42,-13.0,-10.8,-12.904,-12.00443,-9.379999999999999,-12.38,-1.5,-12.999976744400085,4.0
604,6.9,0.14,0.38,1.0,0.041,22.0,81.0,0.99043,3.03,0.54,11.4,0.006236222142937439,-74.1,-80.86,-80.62,-80.0,-80.959,-80.00957,-77.97,-80.46,-69.6,-80.99376377785707,6.0
605,7.1,0.43,0.25,2.8,0.036,43.0,132.0,0.98975,3.21,0.47,13.4,0.026997532769852065,-124.9,-131.57,-131.75,-129.2,-131.964,-131.01025,-128.79,-131.53,-118.6,-131.97300246723015,6.0
606,7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,0.007206876369802965,-77.4,-84.51,-84.67,-83.1,-84.926,-84.00294,-81.59,-84.42,-76.0,-84.9927931236302,5.0
607,6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7,0.01738978864803658,-107.6,-113.76,-113.69,-111.2,-113.962,-113.00845,-110.63,-113.34,-102.3,-113.98261021135197,7.0
608,5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,0.03728769550786802,-141.6,-146.41,-146.93,-140.0,-146.955,-146.0056,-143.66,-146.43,-137.3,-146.96271230449213,6.0
609,6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,0.029527216118974006,-129.1,-135.79,-135.67,-134.2,-135.966,-135.0101,-132.75,-135.59,-123.4,-135.97047278388104,7.0
610,7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,0.010711627931438218,-89.9,-96.79,-96.67,-95.8,-96.961,-96.00888,-93.89,-96.25,-85.8,-96.98928837206856,6.0
611,7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,0.08308708145672421,-184.9,-191.54,-191.77,-178.3,-191.955,-191.0019,-188.89,-191.47,-182.6,-191.9169129185433,5.0
612,6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,0.022925830578270624,-118.4,-124.85,-124.66,-119.9,-124.945,-124.0058,-121.64,-124.58,-115.4,-124.97707416942173,5.0
613,6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,0.07432645866025392,-178.1,-184.84,-184.7,-175.4,-184.943,-184.0022,-181.61,-184.62,-175.4,-184.92567354133973,6.0
614,8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.9928,3.29,0.47,12.0,0.06620433767065337,-170.0,-177.68,-177.64,-173.4,-177.958,-177.0072,-174.71,-177.53,-166.0,-177.93379566232935,6.0
615,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,0.06399762659052573,-168.1,-175.67,-175.72,-144.4,-175.947,-174.9897,-172.85,-175.62,-167.2,-175.93600237340948,6.0
616,6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,3.35,0.46,10.0,0.06078035932284952,-166.9,-172.86,-172.75,-171.7,-172.953,-172.0075,-169.65,-172.54,-163.0,-172.93921964067715,6.0
617,6.1,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,0.057672760815603116,-163.9,-169.69,-169.63,-161.6,-169.969,-169.0066,-166.58,-169.6,-158.3,-169.9423272391844,8.0
618,7.8,0.2,0.28,10.2,0.054,78.0,186.0,0.997,3.14,0.46,10.0,0.07553832076771795,-178.2,-185.8,-185.72,-175.8,-185.946,-185.003,-182.86,-185.54,-176.0,-185.92446167923228,6.0
619,7.2,0.13,0.46,1.3,0.044,48.0,111.0,0.99127,2.97,0.45,11.1,0.016052527086610757,-103.8,-110.87,-110.54,-109.7,-110.956,-110.00873,-108.03,-110.55,-99.9,-110.98394747291339,5.0
620,6.9,0.38,0.38,13.1,0.112,14.0,94.0,0.99792,3.02,0.48,9.2,0.00974795860207384,-87.1,-93.62,-93.62,-80.9,-93.888,-93.00208,-90.98,-93.52,-84.8,-93.99025204139792,5.0
621,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,0.025788758104476787,-121.2,-129.36,-129.83,-127.1,-129.916,-129.00182,-126.77,-129.46,-120.4,-129.97421124189552,5.0
622,6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,0.028243497612174637,-128.0,-133.72,-133.73,-118.5,-133.964,-133.00592,-130.81,-133.56,-121.0,-133.97175650238782,7.0
623,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,0.04718577657926067,-151.8,-158.85,-158.61,-157.2,-158.957,-158.0052,-155.48,-158.53,-149.0,-158.95281422342075,5.0
624,7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,3.06,0.45,8.6,0.04808173349049626,-152.7,-159.69,-159.31,-149.8,-159.959,-159.0023,-156.94,-159.55,-151.4,-159.9519182665095,5.0
625,6.0,0.43,0.34,7.6,0.045,25.0,118.0,0.99222,3.03,0.37,11.0,0.019285548526466023,-112.0,-117.57,-117.66,-110.4,-117.955,-117.00778,-114.97,-117.63,-107.0,-117.98071445147353,6.0
626,6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,0.04718577657926067,-152.8,-158.73,-158.68,-152.7,-158.952,-158.00718,-155.79,-158.4,-148.0,-158.95281422342075,6.0
627,6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,0.1267100907374577,-214.4,-220.61,-220.61,-209.1,-220.943,-220.00149,-217.74,-220.49,-212.1,-220.87328990926255,6.0
628,10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,0.00010618218134099325,-10.4,-20.69,-20.51,-18.5,-20.933,-20.0013,-17.740000000000002,-20.14,-10.3,-20.99989381781866,6.0
629,6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,0.027615831200924344,-126.7,-132.81,-132.67,-122.9,-132.937,-132.00439,-130.14,-132.59,-123.9,-132.97238416879907,5.0
630,9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,7.798432621870848e-05,-9.3,-18.47,-18.4,-17.0,-18.961,-18.00415,-15.7,-18.14,-6.6,-18.999922015673782,6.0
631,7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,0.05369660497824327,-158.9,-165.8,-165.66,-150.0,-165.95,-165.0015,-162.79,-165.4,-156.8,-165.94630339502174,6.0
632,6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.99938,3.34,0.6,9.0,0.07432645866025392,-178.1,-184.68,-184.73,-169.0,-184.966,-184.00062,-181.66,-184.4,-176.0,-184.92567354133973,6.0
633,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,0.00012246462307896535,-11.6,-21.67,-21.37,-19.2,-21.916,-21.0002,-18.740000000000002,-21.26,-10.8,-21.99987753537692,7.0
634,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,0.02348052535445009,-117.9,-125.5,-125.53,-124.9,-125.963,-125.0062,-122.79,-125.58,-115.1,-125.97651947464556,5.0
635,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,0.003074857533917488,-56.7,-63.56,-63.8,-62.4,-63.951,-63.0065,-60.62,-63.43,-52.3,-63.99692514246608,6.0
636,7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,0.0020590773473974813,-48.7,-55.09,-55.9,-54.2,-55.926,-55.00328,-52.65,-55.44,-46.8,-55.9979409226526,5.0
637,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,0.015200228719588224,-100.4,-108.69,-108.7,-108.1,-108.955,-108.00751,-106.05,-108.61,-98.9,-108.98479977128041,5.0
638,6.4,0.21,0.21,5.1,0.097,21.0,105.0,0.9939,3.07,0.46,9.6,0.013587198709087634,-98.6,-104.79,-104.79,-99.9,-104.903,-104.0061,-101.93,-104.54,-95.4,-104.98641280129091,5.0
639,6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,0.011736787837459767,-93.3,-99.8,-99.76,-93.5,-99.956,-99.00652,-96.88,-99.67,-89.8,-99.98826321216254,6.0
640,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,7.798432621870848e-05,-11.1,-18.66,-18.58,-17.0,-18.914,-18.00454,-15.65,-18.4,-7.6,-18.999922015673782,6.0
641,12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,9.137889436797031e-05,-7.4,-19.61,-19.51,-17.5,-19.92,-19.0008,-16.93,-19.18,-9.7,-19.999908621105632,6.0
642,7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,0.11027585954622536,-203.9,-210.8,-210.69,-204.15,-210.947,-210.00413,-207.69,-210.41,-200.6,-210.88972414045378,6.0
643,6.4,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,3.12,0.42,10.5,0.015622503926334146,-103.6,-109.67,-109.72,-108.9,-109.962,-109.0083,-106.88,-109.58,-99.5,-109.98437749607366,6.0
644,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,0.0650947485497944,-170.0,-176.7,-176.72,-174.8,-176.958,-176.00834,-173.8,-176.43,-165.6,-176.9349052514502,5.0
645,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,0.09112269537122229,-191.1,-197.76,-197.6,-182.6,-197.948,-197.0014,-194.8,-197.31,-188.6,-197.9088773046288,5.0
646,6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,3.19,0.22,13.4,0.007464331474168839,-79.3,-85.79,-85.64,-77.45,-85.98,-85.00854,-82.81,-85.78,-72.6,-85.99253566852583,7.0
647,8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,0.012825340090550566,-95.0,-102.73,-102.67,-101.8,-102.95,-102.00998,-100.0,-102.55,-90.6,-102.98717465990946,6.0
648,7.1,0.27,0.24,12.6,0.044,48.0,118.0,0.99726,3.04,0.56,10.0,0.019285548526466023,-110.9,-117.73,-117.76,-105.4,-117.956,-117.00274,-114.96,-117.44,-108.0,-117.98071445147353,7.0
649,6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,0.0006416244669290577,-31.5,-37.48,-37.89,-36.2,-37.927,-37.0045,-34.66,-37.48,-28.7,-37.99935837553307,5.0
650,8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,0.00944007136381732,-84.8,-92.63,-92.64,-92.0,-92.966,-92.0094,-89.96,-92.68,-81.3,-92.99055992863619,8.0
651,7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,0.07800141867377011,-180.8,-187.8,-187.7,-186.0,-187.961,-187.0089,-184.7,-187.59,-176.0,-187.92199858132622,6.0
652,6.9,0.14,0.29,9.9,0.056,30.0,91.0,0.99512,3.19,0.33,9.9,0.008843878078954558,-84.1,-90.86,-90.71,-81.1,-90.944,-90.00488,-87.81,-90.67,-81.1,-90.99115612192105,6.0
653,6.9,0.2,0.37,6.2,0.027,24.0,97.0,0.992,3.38,0.49,12.2,0.010711627931438218,-90.1,-96.8,-96.63,-90.8,-96.973,-96.008,-93.62,-96.51,-84.8,-96.98928837206856,7.0
654,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,0.026388531883016608,-125.5,-130.88,-130.67,-130.0,-130.962,-130.00836,-127.75,-130.55,-121.2,-130.97361146811699,5.0
655,9.4,0.16,0.3,1.4,0.042,26.0,176.0,0.9954,3.15,0.46,9.1,0.06399762659052573,-166.6,-175.84,-175.7,-174.6,-175.958,-175.0046,-172.85,-175.54,-166.9,-175.93600237340948,5.0
656,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,0.06620433767065337,-170.8,-177.69,-177.65,-170.8,-177.954,-177.0045,-174.86,-177.47,-168.3,-177.93379566232935,5.0
657,6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,0.137313306016084,-220.1,-226.73,-226.6,-213.0,-226.95,-226.0021,-223.82,-226.42,-217.4,-226.8626866939839,6.0
658,6.1,1.1,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,0.015200228719588224,-102.9,-107.9,-108.84,-104.6,-108.967,-108.00942,-105.65,-108.53,-96.6,-108.98479977128041,4.0
659,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,9.137889436797031e-05,-12.8,-19.305,-19.87,-18.0,-19.924,-19.00454,-16.71,-19.46,-9.9,-19.999908621105632,5.0
660,7.8,0.88,0.0,2.6,0.098,25.0,67.0,0.9968,3.2,0.68,9.8,0.0035282184693744057,-59.2,-66.12,-67.0,-64.4,-66.902,-66.0032,-63.8,-66.32,-57.2,-66.99647178153063,5.0
661,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,0.0033724728640840843,-58.4,-65.57,-65.71,-63.9,-65.925,-65.00282,-62.6,-65.36,-56.5,-65.99662752713591,5.0
662,7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,3.25,0.54,10.4,0.1267100907374577,-214.0,-220.79,-220.72,-212.4,-220.955,-220.0046,-217.75,-220.46,-210.6,-220.87328990926255,6.0
663,7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.99296,3.2,0.55,10.8,0.03505089654152955,-136.7,-143.68,-143.71,-142.5,-143.962,-143.00704,-140.8,-143.45,-133.2,-143.96494910345848,5.0
664,12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,0.00015974871461450925,-11.6,-23.6,-23.49,-22.0,-23.941,-23.0006,-20.96,-23.4,-14.7,-23.999840251285384,6.0
665,6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,0.025788758104476787,-123.2,-129.69,-129.81,-126.5,-129.914,-129.007,-127.17,-129.56,-120.4,-129.97421124189552,5.0
666,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,0.016052527086610757,-105.0,-110.72,-110.76,-93.2,-110.953,-110.00104,-107.9,-110.55,-102.1,-110.98394747291339,6.0
667,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,3.474839765277391e-06,-1.2000000000000002,-7.64,-7.68,-6.2,-7.933,-7.0072,-4.640000000000001,-7.45,4.800000000000001,-7.999996525160235,7.0
668,6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.99579,3.2,0.5,9.4,0.07800141867377011,-181.2,-187.76,-187.63,-180.55,-187.957,-187.00421,-184.8,-187.5,-178.6,-187.92199858132622,6.0
669,6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,0.04718577657926067,-153.0,-158.67,-158.8,-157.2,-158.969,-158.0081,-155.59,-158.47,-148.0,-158.95281422342075,6.0
670,6.6,0.16,0.4,1.5,0.044,48.0,143.0,0.9912,3.54,0.52,12.4,0.0343256763517338,-136.4,-142.84,-142.6,-141.5,-142.956,-142.0088,-139.46,-142.48,-130.6,-142.96567432364827,7.0
671,5.9,0.18,0.28,5.1,0.039,50.0,139.0,0.99165,3.16,0.44,11.3,0.03152481462903785,-133.1,-138.82,-138.72,-133.9,-138.961,-138.00835,-135.84,-138.56,-127.7,-138.96847518537095,6.0
672,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,0.05566101642068401,-161.6,-167.82,-167.26,-156.1,-167.954,-167.0022,-164.42,-167.32,-157.9,-167.9443389835793,5.0
673,7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,0.007464331474168839,-78.3,-85.225,-85.58,-84.1,-85.908,-85.0041,-82.77,-85.41,-76.5,-85.99253566852583,5.0
674,9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,0.00010618218134099325,-11.3,-20.705,-20.6,-19.5,-20.927,-20.00444,-17.86,-20.49,-10.1,-20.99989381781866,6.0
675,10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,3.7084523035511074e-05,-5.0,-14.68,-14.41,-12.8,-14.923,-14.0006,-11.8,-14.22,-5.4,-14.999962915476965,5.0
676,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,0.028243497612174637,-127.2,-133.75,-133.66,-129.3,-133.969,-133.0073,-130.79,-133.62,-123.4,-133.97175650238782,6.0
677,6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,0.03961768122439829,-143.1,-149.75,-149.65,-140.8,-149.966,-149.0053,-146.79,-149.64,-138.5,-149.9603823187756,6.0
678,7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,0.016052527086610757,-103.6,-110.8,-110.64,-109.8,-110.962,-110.0074,-107.64,-110.66,-101.1,-110.98394747291339,6.0
679,6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,0.12843796655006542,-216.0,-221.72,-221.51,-215.2,-221.952,-221.0047,-218.81,-221.53,-212.7,-221.87156203344995,5.0
680,7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0,0.0029328469371588373,-56.0,-62.78,-62.7,-61.6,-62.96,-62.01015,-59.8,-62.67,-51.0,-62.997067153062844,6.0
681,7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,0.07432645866025392,-177.6,-184.36,-184.53,-170.85,-184.832,-184.0016,-182.1,-184.51,-175.7,-184.92567354133973,5.0
682,6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.99537,3.1,0.47,9.4,0.03961768122439829,-143.4,-149.65,-149.65,-144.0,-149.937,-149.00463,-146.9,-149.53,-140.6,-149.9603823187756,6.0
683,5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,0.005356852895851631,-71.8,-76.84,-76.66,-76.2,-76.971,-76.00845,-73.75,-76.49,-66.9,-76.99464314710414,6.0
684,7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,0.043713237721395425,-147.9,-154.63,-154.33,-144.5,-154.955,-154.0025,-151.84,-154.56,-146.3,-154.9562867622786,5.0
685,7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,0.0925103655878917,-191.4,-198.73,-198.75,-185.1,-198.95,-198.0016,-195.66,-198.5,-189.2,-198.90748963441212,6.0
686,7.1,0.16,0.36,10.7,0.044,20.0,90.0,0.9959,3.16,0.44,10.9,0.00855543116046594,-82.9,-89.84,-89.64,-79.3,-89.956,-89.0041,-86.84,-89.56,-79.1,-89.99144456883954,7.0
687,7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,0.0006416244669290577,-30.5,-37.48,-37.58,-35.7,-37.913,-37.0028,-34.42,-37.39,-27.5,-37.99935837553307,6.0
688,7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,0.05177896300075141,-156.5,-163.73,-163.64,-157.0,-163.964,-163.0061,-160.97,-163.67,-153.0,-163.94822103699926,5.0
689,6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,0.07553832076771795,-180.0,-185.68,-185.68,-181.2,-185.959,-185.00765,-182.78,-185.46,-175.0,-185.92446167923228,6.0
690,6.6,0.36,0.21,1.5,0.049,39.0,184.0,0.9928,3.18,0.41,9.9,0.0731276272019097,-177.4,-183.64,-183.79,-182.5,-183.951,-183.0072,-180.82,-183.59,-174.1,-183.9268723727981,6.0
691,8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,7.798432621870848e-05,-10.1,-18.68,-18.69,-17.0,-18.912,-18.0043,-15.83,-18.45,-8.6,-18.999922015673782,6.0
692,7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,0.003688683282724327,-60.9,-67.66,-67.72,-66.0,-67.918,-67.00306,-64.55,-67.52,-58.6,-67.99631131671728,5.0
693,8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,1.7749857179389916e-05,-3.6999999999999993,-11.72,-11.52,-9.9,-11.907,-11.00592,-8.74,-11.38,0.40000000000000036,-11.999982250142821,7.0
694,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6.59280409520197e-05,-9.2,-17.54,-17.55,-15.4,-17.935,-17.0053,-14.68,-17.21,-4.0,-17.999934071959046,6.0
695,4.7,0.455,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,0.013979186461122693,-101.3,-105.545,-105.82,-104.1,-105.964,-105.01254,-102.79,-105.17,-92.0,-105.98602081353887,7.0
696,6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,0.1319406989480533,-217.3,-223.7,-223.56,-205.25,-223.943,-223.00044,-220.89,-223.47,-214.9,-223.86805930105194,5.0
697,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,0.06732646438904381,-172.7,-178.76,-178.78,-167.1,-178.95,-178.00341,-175.94,-178.42,-169.7,-178.93267353561095,6.0
698,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,0.00015974871461450925,-13.5,-23.76,-23.53,-21.9,-23.934,-23.0022,-20.85,-23.1,-13.0,-23.999840251285384,7.0
699,6.6,0.19,0.35,1.5,0.037,37.0,107.0,0.99006,3.18,0.68,12.0,0.014378640422923685,-100.4,-106.81,-106.65,-105.5,-106.963,-106.00994,-103.82,-106.32,-95.0,-106.98562135957708,7.0
700,6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,0.01978009100887089,-112.1,-118.78,-118.68,-113.2,-118.959,-118.00704,-115.83,-118.45,-107.8,-118.98021990899113,6.0
701,6.9,0.17,0.22,4.6,0.064,55.0,152.0,0.9952,3.29,0.37,9.3,0.0412237145980742,-145.1,-151.83,-151.78,-147.4,-151.936,-151.0048,-148.71,-151.63,-142.7,-151.95877628540194,6.0
702,10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,0.003688683282724327,-57.4,-67.5,-67.55,-65.4,-67.881,-67.00292,-64.77,-67.28,-57.1,-67.99631131671728,6.0
703,7.7,0.275,0.3,1.0,0.039,19.0,75.0,0.992,3.01,0.56,10.7,0.004949991420902362,-67.3,-74.725,-74.7,-74.0,-74.961,-74.008,-71.99,-74.44,-64.3,-74.9950500085791,5.0
704,6.8,0.35,0.44,6.5,0.056,31.0,161.0,0.9952,3.14,0.44,9.5,0.048988960152321945,-154.2,-160.65,-160.56,-154.5,-160.944,-160.0048,-157.86,-160.56,-151.5,-160.95101103984769,5.0
705,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11.0,0.12078464810861184,-211.1,-217.27,-217.17,-216.35,-217.456,-216.508,-214.17,-217.06,-206.5,-217.3792153518914,6.0
706,6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,0.030849251777779675,-131.8,-137.61,-137.76,-133.2,-137.963,-137.00826,-134.77,-137.57,-126.8,-137.96915074822223,7.0
707,6.8,0.13,0.39,1.4,0.034,19.0,102.0,0.99121,3.23,0.6,11.3,0.012455328352166182,-95.2,-101.87,-101.61,-100.6,-101.966,-101.00879,-98.77,-101.4,-90.7,-101.98754467164784,7.0
708,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,0.04808173349049626,-152.4,-159.71,-159.74,-153.5,-159.958,-159.0056,-156.86,-159.53,-149.3,-159.9519182665095,5.0
709,6.6,0.295,0.24,1.6,0.039,29.0,140.0,0.99304,3.35,0.61,10.4,0.032210168076121155,-133.4,-139.705,-139.76,-138.4,-139.961,-139.00696,-136.65,-139.39,-129.6,-139.96778983192388,7.0
710,8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,0.032210168076121155,-131.8,-139.82,-139.72,-131.5,-139.965,-139.0048,-136.96,-139.63,-129.9,-139.96778983192388,7.0
711,8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5,10.5,0.002287947198964535,-49.5,-57.81,-57.52,-56.9,-57.974,-57.00816,-55.1,-57.5,-47.5,-57.997712052801035,6.0
712,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,0.015200228719588224,-101.5,-108.68,-108.51,-107.3,-108.969,-108.0094,-105.93,-108.54,-96.5,-108.98479977128041,6.0
713,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,0.043713237721395425,-147.3,-154.72,-154.67,-148.3,-154.963,-154.0049,-151.61,-154.38,-144.3,-154.9562867622786,7.0
714,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0.00018089123629445715,-18.0,-24.35,-24.98,-22.9,-24.934,-24.0028,-21.53,-24.33,-15.5,-24.999819108763706,6.0
