lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,target
3.0,2.0,2069.0,103.0,78.0,0.8,1.0,82489.0,18122.0,3.0,510.0,1757989.0,83.0
3.0,1.0,479.0,79.0,42.0,2.0,2.0,328600.0,271946.0,2.6,3477.0,1819364.0,85.0
1.0,1.0,197.0,14.0,30.0,0.2,0.2,6990.0,11710.0,1.0,6136.0,1856768.0,97.0
85.0,42.0,1373.0,97.0,89.0,8.0,8.2,126563.0,110550.0,2.4,6206.0,1835318.0,79.0
0.0,0.0,280.0,12.0,9.0,0.2,0.2,13785.0,3165.0,2.4,4581.0,1731592.0,97.0
3.0,3.0,245.0,14.0,18.0,0.6,0.6,7337.0,7968.0,1.2,7393.0,1865622.0,96.0
2.0,0.0,1275.0,91.0,65.0,1.8,1.8,263192.0,102294.0,1.8,6572.0,1856228.0,90.0
2.0,0.0,1382.0,145.0,116.0,2.4,2.79,359501.0,205647.0,2.4,6185.0,1839187.0,87.0
12.0,10.0,2363.0,121.0,99.0,1.0,2.8,44871.0,20145.0,2.2,1094.0,1457250.0,92.0
1.0,0.0,2163.0,249.0,147.0,0.4,0.2,8970.0,6914.0,3.2,161.0,1438344.0,93.0
50.0,2.0,4391.0,419.0,282.0,7.6,5.2,563240.0,22672.0,9.6,400.0,1289837.0,68.0
15.0,21.0,218.0,11.0,17.0,0.2,0.2,10365.0,48741.0,1.0,7379.0,1859400.0,98.0
51.0,2.0,2437.0,116.0,67.0,12.77,35.93,100642.0,41200.0,3.4,240.0,1093632.0,62.0
4.0,1.0,2143.0,125.0,85.0,0.8,1.8,194743.0,48969.0,2.6,3062.0,1655947.0,92.0
4.0,1.0,720.0,104.0,58.0,3.0,10.0,428343.0,242223.0,3.8,3709.0,1807547.0,82.0
6.0,4.0,1932.0,66.0,85.0,1.0,0.8,67203.0,79964.0,3.5,165.0,1128728.0,90.0
43.0,53.0,9172.0,1684.0,1499.0,6.2,3.6,1318504.0,1127032.0,1.7,615.0,1094611.0,59.0
10.0,5.0,2074.0,339.0,203.0,0.4,1.0,107949.0,28309.0,226.0,88.0,12.0,0.0
1.0,0.0,2183.0,187.0,125.0,0.4,0.4,9210.0,25126.0,1.0,2133.0,1075083.0,92.0
3.0,3.0,1941.0,427.0,173.0,0.8,0.8,658879.0,844732.0,1.8,635.0,1045738.0,88.0
2.0,0.0,366.0,30.0,24.0,2.19,2.19,65134.0,22674.0,1.2,8010.0,1863272.0,91.0
5.0,1.0,1997.0,141.0,134.0,1.6,3.8,274369.0,54368.0,1.5,547.0,1043448.0,86.0
0.0,0.0,2586.0,66.0,117.0,0.2,0.2,33772.0,92800.0,1.4,207.0,1749677.0,96.0
1.0,1.0,326.0,25.0,66.0,0.2,0.2,4291.0,72522.0,1.0,492.0,1727034.0,97.0
8.0,1.0,1652.0,93.0,90.0,1.8,3.2,16587.0,70546.0,2.8,4961.0,1671862.0,91.0
4.0,1.0,1150.0,86.0,39.0,2.2,7.8,394576.0,273556.0,3.2,5631.0,1836403.0,93.0
59.0,54.0,6294.0,593.0,342.0,6.39,2.79,897218.0,60330.0,4.4,134.0,1525084.0,60.0
13.0,6.0,2243.0,161.0,116.0,1.6,3.39,194591.0,52749.0,2.5,141.0,1105448.0,85.0
12.0,10.0,1783.0,102.0,78.0,1.4,0.8,118290.0,25482.0,3.2,512.0,989838.0,90.0
5.0,2.0,929.0,64.0,109.0,1.2,2.8,21100.0,80970.0,1.0,381.0,1059995.0,90.0
14.0,2.0,2325.0,171.0,119.0,1.0,1.8,257196.0,112717.0,2.6,1264.0,1548634.0,89.0
15.0,7.0,3196.0,280.0,216.0,8.0,22.4,222937.0,137527.0,1.8,181.0,1076869.0,70.0
0.0,0.0,189.0,12.0,15.0,0.4,1.2,435.0,6804.0,1.0,7918.0,1880896.0,98.0
8.0,6.0,3491.0,263.0,112.0,0.2,0.2,364523.0,28094.0,193.0,92.0,8.0,0.0
2.0,0.0,1962.0,118.0,103.0,1.0,1.0,42992.0,11098.0,3.2,1212.0,1723749.0,96.0
0.0,0.0,815.0,60.0,47.0,0.2,0.2,1633.0,20397.0,1.2,2987.0,1014693.0,96.0
95.0,111.0,1137.0,136.0,93.0,1.0,0.8,70872.0,33897.0,2.0,859.0,998858.0,92.0
7.0,4.0,4185.0,179.0,120.0,0.6,0.8,272263.0,138962.0,3.6,573.0,1541683.0,87.0
9.0,6.0,7811.0,245.0,195.0,2.4,9.4,86551.0,20758.0,4.6,1932.0,1386678.0,73.0
43.0,0.0,3443.0,274.0,98.0,11.62,34.87,685449.0,55666.0,3.5,254.0,1091921.0,63.0
14.0,8.0,4553.0,630.0,444.0,7.2,5.8,369317.0,58485.0,2.2,208.0,1010824.0,69.0
3.0,1.0,1370.0,113.0,64.0,0.4,1.8,5521.0,6620.0,2.0,6131.0,1729808.0,97.0
12.0,5.0,745.0,82.0,83.0,1.2,0.8,56291.0,47669.0,1556.0,92.0,8.0,0.0
11.0,14.0,1313.0,67.0,55.0,0.2,0.2,1909.0,8969.0,1.8,4097.0,1776888.0,90.0
5.0,3.0,2167.0,168.0,103.0,1.6,3.4,278291.0,37904.0,3.0,169.0,1128174.0,83.0
4.0,1.0,638.0,112.0,46.0,2.0,2.0,326272.0,92143.0,1.8,8024.0,1864548.0,81.0
158.0,52.0,2354.0,331.0,248.0,4.0,3.8,343227.0,191826.0,1.0,222.0,986966.0,81.0
17.0,3.0,6510.0,389.0,349.0,4.2,2.0,348289.0,117345.0,2.7,190.0,1010160.0,72.0
15.0,2.0,4507.0,476.0,484.0,0.8,0.8,252332.0,133646.0,1.5,132.0,1022917.0,83.0
12.0,1.0,5169.0,561.0,498.0,8.4,6.4,308532.0,189057.0,2.0,643.0,1013078.0,72.0
65.0,39.0,3797.0,1477.0,133.0,2.4,2.8,505808.0,85412.0,2.4,128.0,1128730.0,76.0
5.0,0.0,3091.0,316.0,355.0,3.6,6.6,264451.0,45752.0,5.6,1651.0,1698152.0,85.0
7.0,2.0,1474.0,146.0,112.0,0.6,2.8,90868.0,28777.0,1.7,1005.0,1133701.0,92.0
26.0,34.0,906.0,74.0,50.0,1.6,1.8,178551.0,25205.0,2.2,4532.0,1840355.0,91.0
0.0,0.0,238.0,43.0,18.0,0.2,0.2,137058.0,35477.0,1.0,6640.0,1848682.0,97.0
3.0,1.0,630.0,84.0,14.0,2.2,10.2,513593.0,6359.0,2.2,3714.0,1821429.0,92.0
1.0,0.0,670.0,70.0,35.0,0.2,0.2,97203.0,17815.0,131.0,96.0,4.0,0.0
20.0,7.0,4531.0,397.0,305.0,3.59,1.8,408514.0,24179.0,1.8,1962.0,964972.0,82.0
14.0,3.0,3117.0,457.0,400.0,5.21,2.0,143833.0,30140.0,3.0,291.0,969090.0,79.0
18.0,28.0,187.0,15.0,14.0,0.2,0.2,546.0,5216.0,2.0,578.0,1710862.0,98.0
12.0,2.0,4312.0,266.0,131.0,0.8,0.8,367000.0,37658.0,1.0,127.0,1075939.0,82.0
1.0,1.0,263.0,25.0,43.0,0.2,0.2,9874.0,7485.0,1.2,7697.0,1871520.0,98.0
1.0,0.0,632.0,101.0,49.0,0.2,0.2,195165.0,31251.0,1.0,148.0,1037008.0,95.0
11.0,8.0,3549.0,168.0,140.0,0.4,0.4,13296.0,40833.0,1.2,1524.0,971326.0,92.0
2.0,2.0,1668.0,73.0,61.0,0.2,0.2,7043.0,12137.0,2.0,2083.0,1720422.0,96.0
35.0,17.0,3406.0,251.0,176.0,1.2,1.6,300935.0,29767.0,1.0,517.0,1014586.0,90.0
68.0,61.0,2899.0,279.0,179.0,4.39,4.79,327686.0,125390.0,2.0,829.0,971586.0,78.0
31.0,3.0,3748.0,343.0,276.0,5.6,5.2,161126.0,93390.0,2.2,534.0,1073170.0,81.0
1.0,0.0,1430.0,161.0,174.0,0.6,1.8,362978.0,364675.0,1.0,220.0,1117581.0,81.0
27.0,37.0,882.0,92.0,71.0,0.4,0.4,38612.0,31518.0,1.0,148.0,1011275.0,94.0
45.0,59.0,1734.0,124.0,100.0,0.6,1.4,19784.0,25273.0,2.0,187.0,1085952.0,90.0
4.0,0.0,2366.0,338.0,203.0,3.8,1.2,329195.0,208622.0,2.8,1961.0,1759778.0,87.0
3.0,2.0,1042.0,93.0,71.0,0.4,0.4,85904.0,36139.0,2.2,1566.0,1538107.0,94.0
1.0,0.0,1723.0,125.0,56.0,0.4,0.4,176002.0,15941.0,1.0,733.0,1055425.0,91.0
0.0,0.0,578.0,54.0,52.0,0.2,0.2,5599.0,11969.0,3.0,2422.0,1772094.0,92.0
10.0,0.0,3003.0,447.0,383.0,9.0,2.8,273594.0,10059.0,3.4,8659.0,1865656.0,79.0
5.0,0.0,2005.0,207.0,132.0,3.61,2.2,97715.0,17133.0,2.4,7847.0,1866225.0,88.0
5.0,2.0,528.0,49.0,37.0,3.0,2.6,152840.0,82964.0,1.4,5774.0,1847291.0,88.0
20.0,5.0,3061.0,368.0,193.0,2.2,9.22,327102.0,303753.0,2.2,538.0,1038554.0,83.0
162.0,176.0,7560.0,506.0,410.0,9.6,12.8,242465.0,86281.0,7.4,1351.0,1634653.0,55.0
9.0,7.0,4001.0,282.0,162.0,2.2,7.8,227990.0,194705.0,5.2,1145.0,1598792.0,69.0
3.0,0.0,830.0,113.0,99.0,2.0,1.0,167001.0,95606.0,2.6,743.0,1715010.0,92.0
6.0,1.0,2533.0,105.0,128.0,1.4,1.2,56544.0,236441.0,2.0,534.0,1524600.0,93.0
37.0,52.0,2153.0,158.0,62.0,0.4,0.6,154124.0,29953.0,2.5,494.0,981554.0,93.0
12.0,1.0,3494.0,331.0,375.0,3.21,1.8,118999.0,498678.0,2.8,687.0,1019367.0,74.0
19.0,28.0,488.0,138.0,34.0,0.2,0.2,178356.0,159984.0,2.2,5481.0,1817940.0,98.0
1.0,1.0,1800.0,174.0,95.0,1.2,1.2,235774.0,31673.0,2.0,2559.0,1051687.0,90.0
17.0,24.0,917.0,168.0,61.0,0.8,0.8,561752.0,238652.0,2.8,1022.0,1756295.0,93.0
43.0,51.0,3645.0,150.0,101.0,2.2,1.8,281255.0,69111.0,3.0,708.0,1528086.0,85.0
5.0,2.0,1796.0,157.0,99.0,0.6,0.4,351476.0,114187.0,2.4,1649.0,1541882.0,92.0
0.0,0.0,3119.0,172.0,178.0,0.4,0.4,287429.0,357693.0,2.8,1340.0,1376870.0,93.0
6.0,1.0,2650.0,190.0,129.0,0.6,0.6,121239.0,67627.0,4.6,276.0,1504933.0,77.0
3.0,0.0,921.0,46.0,20.0,2.6,2.8,113745.0,20790.0,1.0,8829.0,1872480.0,89.0
14.0,6.0,2878.0,169.0,125.0,1.4,2.0,218353.0,208284.0,5.6,2650.0,1564030.0,87.0
39.0,2.0,3204.0,353.0,221.0,0.6,0.6,136586.0,197932.0,2.2,128.0,1026091.0,81.0
4.0,0.0,1723.0,81.0,55.0,0.8,0.8,141172.0,28012.0,2.8,517.0,1068305.0,90.0
25.0,27.0,3011.0,324.0,269.0,4.38,1.59,140574.0,47566.0,1.2,462.0,1057825.0,84.0
0.0,0.0,193.0,44.0,22.0,0.2,0.2,301404.0,256088.0,2.2,3652.0,1819909.0,97.0
11.0,3.0,1770.0,422.0,149.0,1.2,1.2,534102.0,488437.0,3.4,362.0,1032634.0,85.0
28.0,40.0,2957.0,261.0,164.0,0.2,0.2,201445.0,80840.0,4.4,167.0,1014187.0,88.0
2.0,0.0,2115.0,125.0,85.0,0.2,0.2,29926.0,24886.0,2.4,188.0,1087811.0,92.0
6.0,0.0,894.0,89.0,57.0,1.6,1.8,85340.0,31182.0,1.0,560.0,1036755.0,94.0
15.0,2.0,6214.0,509.0,460.0,9.4,5.6,340370.0,267867.0,4.2,315.0,1511987.0,63.0
90.0,70.0,3394.0,357.0,359.0,2.99,2.99,524815.0,628705.0,3.2,361.0,1020385.0,63.0
44.0,35.0,2235.0,395.0,377.0,2.2,2.6,685440.0,404981.0,99.0,73.0,27.0,0.0
43.0,48.0,5537.0,438.0,394.0,2.4,2.0,304814.0,237643.0,4.0,2487.0,1645728.0,76.0
38.0,56.0,2924.0,397.0,166.0,0.6,2.2,280716.0,261622.0,4.0,235.0,1025885.0,85.0
4.0,0.0,631.0,33.0,75.0,0.6,0.8,36707.0,84581.0,1.0,481.0,1065304.0,96.0
3.0,0.0,2883.0,310.0,228.0,0.8,0.8,75734.0,43575.0,1.4,169.0,1064008.0,88.0
6.0,0.0,2525.0,312.0,208.0,3.8,1.4,153878.0,59652.0,1.0,623.0,1066800.0,86.0
7.0,0.0,3135.0,282.0,202.0,2.79,1.0,163206.0,12979.0,3.8,233.0,1388909.0,87.0
3.0,1.0,597.0,59.0,42.0,2.2,2.2,196705.0,159142.0,1.4,5263.0,1842539.0,87.0
12.0,6.0,1676.0,479.0,199.0,1.2,2.6,469921.0,25152.0,1.4,131.0,960402.0,87.0
0.0,0.0,1002.0,51.0,60.0,0.2,0.2,13574.0,49364.0,1.8,1013.0,1758144.0,92.0
28.0,18.0,4804.0,305.0,193.0,2.19,3.19,187500.0,56726.0,4.0,1279.0,1012456.0,78.0
98.0,93.0,2793.0,310.0,376.0,2.58,1.19,276631.0,63186.0,2.3,908.0,1000204.0,83.0
2.0,1.0,3503.0,268.0,139.0,1.0,3.79,15539.0,23163.0,4.8,613.0,1093443.0,89.0
23.0,34.0,315.0,92.0,40.0,0.2,0.2,111809.0,115758.0,3.6,719.0,1741602.0,96.0
41.0,47.0,2048.0,147.0,108.0,11.22,23.85,130729.0,19466.0,2.5,172.0,1116617.0,68.0
18.0,2.0,6671.0,1381.0,1345.0,5.4,2.2,1066971.0,1049237.0,1.0,899.0,1057339.0,63.0
11.0,9.0,2393.0,210.0,158.0,0.8,0.8,92784.0,64280.0,1.0,579.0,1060939.0,87.0
4.0,3.0,4246.0,493.0,167.0,0.4,0.4,1654907.0,138898.0,1.0,422.0,984907.0,81.0
36.0,15.0,2306.0,208.0,225.0,4.2,14.6,307712.0,145811.0,6.0,200.0,1538973.0,82.0
44.0,43.0,2576.0,299.0,230.0,0.4,0.2,301574.0,199914.0,1.0,144.0,974434.0,81.0
2.0,2.0,279.0,73.0,39.0,0.2,0.2,267659.0,255630.0,3.0,4057.0,1827102.0,92.0
7.0,1.0,2041.0,114.0,70.0,1.8,1.8,213673.0,25915.0,1.8,242.0,1076898.0,90.0
75.0,99.0,1292.0,75.0,67.0,0.6,0.8,16586.0,38494.0,1.0,2488.0,1094443.0,91.0
6.0,3.0,4453.0,294.0,224.0,2.6,0.8,92293.0,49961.0,2.2,368.0,1016914.0,86.0
1.0,1.0,1630.0,59.0,92.0,0.2,0.2,22811.0,383465.0,1.2,8358.0,1864774.0,94.0
1.0,0.0,3083.0,219.0,152.0,0.2,0.2,107127.0,81287.0,147.0,83.0,16.0,0.0
5.0,0.0,2628.0,152.0,133.0,1.6,1.4,208287.0,177679.0,2.6,2657.0,1648291.0,94.0
0.0,0.0,935.0,93.0,55.0,0.4,1.8,101335.0,21527.0,1.4,1542.0,998768.0,94.0
18.0,27.0,141.0,8.0,10.0,0.2,0.2,1028.0,9290.0,1.0,11972.0,1884990.0,98.0
220.0,3.0,2368.0,183.0,66.0,2.79,4.59,478318.0,47522.0,3.8,1403.0,1539388.0,81.0
2.0,1.0,2161.0,208.0,121.0,0.0,0.0,8981.0,30912.0,2.2,287.0,1537754.0,95.0
68.0,85.0,3048.0,288.0,160.0,0.4,0.6,236299.0,104846.0,1.0,415.0,987549.0,88.0
1.0,0.0,941.0,88.0,71.0,0.8,1.0,180557.0,96584.0,1.0,133.0,990742.0,90.0
15.0,14.0,2238.0,204.0,113.0,0.2,0.2,183180.0,180325.0,4.0,1230.0,1598811.0,94.0
2.0,0.0,2186.0,281.0,120.0,0.8,1.0,169234.0,41731.0,1.5,188.0,1127333.0,89.0
6.0,4.0,2763.0,249.0,112.0,1.6,3.2,132672.0,25607.0,1.0,320.0,1123400.0,86.0
4.0,1.0,4174.0,435.0,389.0,2.6,3.0,241550.0,220264.0,2.4,252.0,1130003.0,80.0
23.0,14.0,3718.0,424.0,149.0,4.79,7.98,101003.0,39227.0,1.0,328.0,1065656.0,78.0
21.0,2.0,3681.0,466.0,391.0,8.17,2.99,209980.0,21093.0,2.8,156.0,958183.0,70.0
6.0,0.0,2066.0,156.0,106.0,1.2,1.4,64065.0,39743.0,1.0,698.0,1089169.0,87.0
2.0,0.0,2818.0,212.0,230.0,1.2,3.2,35176.0,39424.0,1.0,499.0,1045558.0,87.0
10.0,2.0,2195.0,198.0,162.0,0.2,0.2,55757.0,45611.0,3.0,964.0,1398045.0,96.0
4.0,1.0,863.0,226.0,78.0,1.8,2.0,454550.0,221890.0,3.6,7015.0,1835541.0,87.0
3.0,2.0,1710.0,131.0,122.0,0.6,1.0,68306.0,103547.0,3.2,493.0,1063110.0,91.0
6.0,5.0,2936.0,175.0,120.0,0.2,0.2,153155.0,75782.0,6.0,1580.0,1309763.0,88.0
1.0,0.0,224.0,15.0,20.0,0.4,0.4,624.0,6824.0,1.0,1660.0,1785451.0,98.0
28.0,41.0,821.0,238.0,214.0,0.4,0.4,409144.0,158958.0,3.2,134.0,1735840.0,91.0
2.0,0.0,1977.0,229.0,179.0,0.6,0.6,401623.0,145101.0,3.5,152.0,1035016.0,88.0
54.0,9.0,3984.0,164.0,100.0,10.8,20.8,391435.0,512821.0,6.2,166.0,1525998.0,59.0
6.0,1.0,5610.0,273.0,232.0,1.0,0.4,81512.0,61935.0,5.0,2599.0,1379610.0,87.0
0.0,0.0,296.0,31.0,30.0,0.2,0.2,9917.0,12080.0,1.0,187.0,1739875.0,98.0
7.0,0.0,1660.0,259.0,206.0,1.6,8.0,34805.0,30923.0,3.0,136.0,1688477.0,86.0
55.0,67.0,5296.0,695.0,423.0,6.8,2.4,270206.0,78483.0,2.0,228.0,1114467.0,72.0
2.0,0.0,488.0,55.0,47.0,2.2,2.2,105707.0,47856.0,2.2,11158.0,1877659.0,88.0
1.0,0.0,1086.0,222.0,94.0,0.2,0.2,254286.0,276011.0,127.0,92.0,8.0,0.0
22.0,2.0,3538.0,415.0,392.0,7.2,2.0,239000.0,55448.0,4.0,2003.0,1530184.0,79.0
29.0,40.0,1906.0,118.0,90.0,0.8,2.0,8175.0,27313.0,3.6,166.0,1107088.0,88.0
1.0,0.0,529.0,34.0,68.0,0.2,0.2,5877.0,70884.0,1.0,713.0,1062614.0,96.0
9.0,2.0,3750.0,280.0,226.0,1.2,4.0,194798.0,362338.0,2.8,402.0,984866.0,79.0
2.0,0.0,2491.0,322.0,135.0,1.6,0.4,1125937.0,89220.0,3.0,455.0,1753202.0,83.0
44.0,63.0,2898.0,201.0,169.0,2.2,2.4,159332.0,217054.0,4.4,1800.0,1004824.0,80.0
0.0,0.0,411.0,61.0,30.0,0.4,0.2,101420.0,12926.0,1.2,7219.0,1874861.0,98.0
19.0,9.0,4223.0,412.0,393.0,6.6,2.6,173798.0,95760.0,1.7,1119.0,1058566.0,76.0
7.0,2.0,3244.0,182.0,137.0,1.0,5.8,130854.0,23562.0,5.6,217.0,1309640.0,83.0
6.0,4.0,3739.0,386.0,266.0,1.2,2.0,67930.0,55275.0,1.0,1144.0,984715.0,85.0
1.0,0.0,2542.0,138.0,98.0,0.2,0.2,8835.0,17943.0,618.0,93.0,7.0,0.0
11.0,5.0,2477.0,255.0,143.0,5.41,5.21,772599.0,68306.0,1.0,551.0,1033986.0,77.0
0.0,0.0,363.0,52.0,52.0,0.2,0.2,51528.0,70717.0,1.2,2064.0,1767435.0,91.0
59.0,66.0,3486.0,459.0,227.0,1.0,0.4,821073.0,703274.0,634.0,85.0,15.0,0.0
1.0,0.0,843.0,83.0,56.0,0.4,0.6,73773.0,21665.0,4.0,625.0,1032739.0,96.0
16.0,23.0,970.0,139.0,83.0,0.2,0.2,129190.0,133167.0,3.2,1448.0,1756176.0,93.0
26.0,6.0,7952.0,555.0,470.0,9.2,8.8,417622.0,41813.0,6.4,259.0,1331227.0,60.0
1.0,0.0,1225.0,43.0,51.0,0.2,0.2,2708.0,55540.0,2.0,5233.0,1674902.0,98.0
6.0,1.0,2745.0,152.0,117.0,1.0,3.8,12744.0,32916.0,1.0,1343.0,1113069.0,89.0
1.0,0.0,3178.0,247.0,157.0,0.2,0.2,347219.0,175897.0,3.6,3999.0,1334674.0,91.0
11.0,7.0,3256.0,186.0,94.0,3.8,4.6,191672.0,93934.0,5.4,2532.0,1601099.0,82.0
4.0,0.0,2921.0,248.0,205.0,3.8,1.4,140416.0,21712.0,3.0,177.0,1437750.0,86.0
1.0,0.0,4489.0,288.0,216.0,0.2,0.2,22982.0,44999.0,2.5,297.0,1015237.0,89.0
3.0,0.0,1872.0,153.0,101.0,0.4,0.2,573316.0,5466.0,5.0,1146.0,1366662.0,85.0
131.0,104.0,3404.0,382.0,217.0,4.8,7.2,420341.0,175225.0,1.0,1354.0,1006933.0,77.0
8.0,7.0,1847.0,135.0,122.0,0.6,0.6,8556.0,22519.0,3.3,540.0,981954.0,93.0
2.0,1.0,3977.0,286.0,171.0,0.2,0.8,286399.0,215557.0,3.2,3701.0,1332736.0,90.0
10.0,1.0,3107.0,446.0,377.0,9.2,3.0,352305.0,10765.0,1.6,8647.0,1866547.0,77.0
1.0,0.0,1493.0,47.0,64.0,0.2,0.2,18589.0,12370.0,2.4,165.0,1709802.0,96.0
22.0,1.0,2421.0,430.0,418.0,0.4,0.4,49677.0,29489.0,2.8,167.0,1044270.0,89.0
0.0,0.0,645.0,76.0,49.0,0.6,0.6,62260.0,16899.0,2.0,1055.0,1765843.0,90.0
53.0,1.0,4919.0,189.0,149.0,0.99,2.58,333491.0,64310.0,3.2,150.0,1504125.0,86.0
14.0,3.0,1883.0,81.0,83.0,7.4,19.6,22186.0,20651.0,1.0,277.0,1104808.0,77.0
3.0,2.0,4103.0,272.0,245.0,0.6,1.0,63344.0,456656.0,2.0,436.0,1002681.0,80.0
21.0,7.0,5216.0,178.0,117.0,3.6,22.6,246084.0,178063.0,5.0,2172.0,1558706.0,81.0
47.0,1.0,5782.0,249.0,218.0,11.18,33.13,144335.0,64720.0,4.0,243.0,1094050.0,60.0
1.0,0.0,801.0,67.0,72.0,0.2,0.2,4584.0,19779.0,1.0,314.0,1016016.0,97.0
28.0,1.0,2993.0,395.0,210.0,0.2,0.2,383988.0,75354.0,1.6,466.0,1025397.0,82.0
6.0,6.0,1143.0,100.0,67.0,0.4,1.0,92840.0,29857.0,1.0,676.0,991750.0,95.0
90.0,110.0,3933.0,262.0,171.0,2.8,3.4,272345.0,12135.0,7.0,333.0,1298203.0,81.0
2.0,0.0,768.0,82.0,33.0,1.6,1.2,419416.0,19101.0,1.0,1074.0,1061965.0,92.0
5.0,2.0,2073.0,73.0,62.0,0.2,0.2,9212.0,28959.0,2.0,278.0,1014352.0,95.0
9.0,0.0,1731.0,246.0,188.0,6.39,4.39,163671.0,33692.0,1.8,3659.0,1815918.0,74.0
7.0,0.0,4182.0,542.0,268.0,5.2,3.0,2007279.0,22593.0,4.0,118.0,1373266.0,69.0
19.0,15.0,1764.0,250.0,121.0,5.0,3.2,143132.0,72794.0,7.6,3524.0,1594530.0,82.0
44.0,7.0,3759.0,368.0,214.0,6.0,16.2,209860.0,82570.0,5.2,147.0,1099771.0,71.0
11.0,3.0,401.0,33.0,34.0,0.4,0.4,53412.0,5808.0,1.6,5628.0,1857780.0,97.0
1.0,0.0,659.0,146.0,65.0,0.4,1.0,174169.0,173437.0,3.6,797.0,1746192.0,96.0
0.0,0.0,327.0,44.0,44.0,0.2,0.2,187661.0,39582.0,1.6,2025.0,1763776.0,88.0
2.0,2.0,3958.0,527.0,226.0,0.6,1.8,290157.0,135926.0,2.2,132.0,1125998.0,82.0
21.0,31.0,1622.0,104.0,58.0,0.6,2.2,366070.0,61248.0,2.8,6658.0,1825005.0,91.0
5.0,1.0,3584.0,133.0,157.0,0.2,0.2,7705.0,88398.0,1.0,686.0,1058842.0,90.0
22.0,6.0,6243.0,410.0,347.0,1.2,1.6,248374.0,39425.0,4.2,131.0,1393301.0,77.0
1.0,1.0,1533.0,39.0,37.0,0.2,0.2,12691.0,25273.0,1.2,8243.0,1863248.0,98.0
49.0,34.0,3932.0,302.0,148.0,9.16,20.52,706527.0,105716.0,3.0,170.0,1088679.0,63.0
20.0,13.0,5833.0,1237.0,1078.0,3.81,3.01,908980.0,796528.0,2.0,915.0,1082158.0,73.0
61.0,81.0,3280.0,154.0,134.0,0.6,0.6,147416.0,194494.0,3.4,1046.0,1549746.0,87.0
3.0,1.0,487.0,46.0,41.0,2.0,2.0,76727.0,82479.0,1.2,6294.0,1850770.0,89.0
2.0,1.0,4259.0,223.0,161.0,0.4,1.0,19185.0,99520.0,6.2,337.0,975016.0,90.0
14.0,3.0,2883.0,277.0,162.0,2.2,2.6,354424.0,36094.0,1.0,143.0,1100986.0,84.0
1.0,0.0,280.0,12.0,15.0,0.6,0.6,1076.0,5271.0,1.0,7425.0,1869494.0,98.0
8.0,1.0,2340.0,221.0,99.0,5.99,7.39,282634.0,28684.0,3.2,127.0,1036955.0,75.0
0.0,0.0,1327.0,62.0,68.0,0.2,0.2,69648.0,264439.0,1.2,6924.0,1879024.0,94.0
1.0,1.0,1811.0,226.0,132.0,0.6,0.6,314015.0,45517.0,1.0,486.0,1115851.0,90.0
39.0,65.0,310.0,44.0,46.0,0.2,0.2,890.0,24584.0,1.0,592.0,1730664.0,95.0
2.0,0.0,985.0,55.0,46.0,1.6,4.8,111111.0,22256.0,2.2,659.0,1756514.0,94.0
10.0,0.0,4065.0,279.0,142.0,9.8,37.6,224594.0,29644.0,1.7,244.0,1034034.0,60.0
3.0,0.0,3089.0,196.0,200.0,0.4,0.6,33992.0,134141.0,3.0,583.0,1063442.0,88.0
3.0,0.0,1193.0,145.0,152.0,0.8,2.6,217173.0,106950.0,1.0,576.0,1066038.0,90.0
7.0,6.0,593.0,57.0,47.0,0.2,0.2,3953.0,16665.0,2.4,886.0,978309.0,96.0
13.0,1.0,3501.0,353.0,147.0,5.99,6.79,251468.0,31489.0,1.0,125.0,1084677.0,69.0
21.0,13.0,3825.0,177.0,157.0,0.6,0.6,133084.0,145454.0,3.4,566.0,1628328.0,92.0
2.0,1.0,534.0,110.0,50.0,1.0,0.4,450000.0,9302.0,1.6,6789.0,1840803.0,96.0
1.0,1.0,195.0,16.0,17.0,0.2,0.2,7032.0,5022.0,1.0,7321.0,1867607.0,97.0
4.0,2.0,3492.0,130.0,102.0,1.4,2.4,101255.0,28790.0,2.6,709.0,990150.0,91.0
5.0,0.0,2763.0,165.0,162.0,0.8,0.4,148059.0,122088.0,2.0,1113.0,1050733.0,88.0
41.0,64.0,3201.0,214.0,140.0,0.6,0.6,44587.0,48536.0,2.0,2445.0,1406579.0,91.0
25.0,1.0,5077.0,284.0,227.0,5.8,16.4,157608.0,68914.0,4.0,273.0,1102235.0,74.0
4.0,1.0,1636.0,132.0,188.0,0.6,2.0,454609.0,491193.0,1.4,144.0,1071767.0,78.0
29.0,12.0,862.0,135.0,91.0,0.4,0.4,131306.0,52089.0,1.0,693.0,990952.0,96.0
35.0,17.0,6334.0,365.0,246.0,5.6,10.2,447472.0,85784.0,7.2,727.0,1290646.0,62.0
20.0,1.0,5777.0,677.0,569.0,11.8,5.8,500122.0,41626.0,1.2,152.0,1024738.0,59.0
64.0,82.0,5008.0,576.0,140.0,0.4,0.4,286004.0,42582.0,2.2,447.0,1001501.0,86.0
31.0,51.0,1162.0,84.0,103.0,0.6,0.6,40639.0,145846.0,2.2,4670.0,1726842.0,93.0
2.0,1.0,1140.0,113.0,116.0,0.6,0.6,7927.0,47988.0,2.0,698.0,1062855.0,94.0
