checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
0,48.0,3,4,8487.0,4,1,1.0,0,2,2.0,0,24.0,1,1,1.0,1,1.0,0,1,1
3,14.0,2,4,802.0,2,0,4.0,3,2,2.0,0,27.0,1,1,2.0,3,1.0,0,1,1
0,24.0,3,9,2760.0,4,3,4.0,3,2,4.0,2,36.0,0,0,1.0,1,1.0,1,1,1
0,39.0,2,2,11760.0,0,1,2.0,3,2,3.0,2,32.0,1,2,1.0,1,1.0,1,1,1
0,24.0,1,4,3878.0,0,2,4.0,1,2,2.0,0,37.0,1,1,1.0,1,1.0,1,1,1
0,6.0,0,2,433.0,3,2,4.0,0,2,2.0,1,24.0,0,2,1.0,1,2.0,0,1,0
1,24.0,3,6,2439.0,2,2,4.0,0,2,4.0,3,35.0,1,1,1.0,1,1.0,1,1,0
2,24.0,1,6,3148.0,4,0,3.0,3,2,2.0,0,31.0,1,1,2.0,1,1.0,1,1,1
1,24.0,3,9,2910.0,2,1,2.0,3,2,1.0,2,34.0,1,0,1.0,0,1.0,1,1,1
0,24.0,4,0,4241.0,2,0,1.0,3,2,4.0,3,36.0,1,1,3.0,3,1.0,1,1,0
3,48.0,3,0,4844.0,2,4,3.0,3,2,2.0,0,33.0,0,2,1.0,0,1.0,1,1,0
3,48.0,3,0,3914.0,4,0,4.0,1,2,2.0,3,38.0,0,1,1.0,1,1.0,0,1,0
3,48.0,1,9,11590.0,0,0,2.0,0,2,4.0,0,24.0,0,2,2.0,3,1.0,0,1,0
0,30.0,3,3,3441.0,0,0,2.0,0,0,4.0,0,21.0,1,2,1.0,1,1.0,0,1,0
0,30.0,1,3,8386.0,2,1,2.0,3,2,2.0,1,49.0,1,1,1.0,1,1.0,0,1,0
3,24.0,3,6,1901.0,0,0,4.0,3,2,4.0,0,29.0,1,2,1.0,0,1.0,1,1,1
0,18.0,3,0,2622.0,0,0,4.0,3,2,4.0,0,34.0,1,1,1.0,1,1.0,0,1,1
3,24.0,3,6,1278.0,2,3,4.0,3,2,1.0,3,36.0,1,1,1.0,0,1.0,1,1,1
3,24.0,1,3,3777.0,3,0,4.0,3,2,4.0,3,50.0,1,1,1.0,1,1.0,1,1,1
3,15.0,1,3,2788.0,2,1,2.0,0,0,3.0,0,24.0,0,1,2.0,1,1.0,0,1,1
3,12.0,1,4,1495.0,2,3,4.0,3,2,1.0,3,38.0,1,1,2.0,3,2.0,0,1,1
3,12.0,1,4,926.0,2,4,1.0,0,2,2.0,1,38.0,1,1,1.0,2,1.0,0,1,1
0,12.0,1,1,1424.0,2,1,4.0,3,2,3.0,1,26.0,1,1,1.0,1,1.0,0,1,1
1,48.0,4,3,7119.0,2,0,3.0,3,2,4.0,2,53.0,1,0,2.0,1,2.0,0,1,0
1,18.0,3,6,2389.0,2,2,4.0,0,2,1.0,0,27.0,2,1,1.0,1,1.0,0,1,1
0,18.0,1,0,1887.0,4,0,4.0,2,2,4.0,3,28.0,0,1,2.0,1,1.0,0,1,1
3,18.0,3,6,433.0,2,4,3.0,0,0,4.0,3,22.0,1,2,1.0,1,1.0,0,1,0
0,30.0,4,0,4221.0,2,0,2.0,0,2,1.0,0,28.0,1,1,2.0,1,1.0,0,1,1
3,36.0,3,2,9055.0,4,0,2.0,3,2,4.0,2,35.0,1,0,1.0,3,2.0,1,1,1
0,48.0,3,6,5951.0,2,0,2.0,0,2,2.0,3,22.0,1,1,1.0,1,1.0,0,1,0
1,42.0,2,6,4370.0,2,1,3.0,3,2,2.0,1,26.0,0,1,2.0,1,2.0,1,1,0
1,24.0,3,3,3234.0,2,2,4.0,0,2,4.0,3,23.0,1,2,1.0,3,1.0,1,1,0
1,36.0,3,6,2302.0,2,0,4.0,1,2,4.0,0,31.0,1,2,1.0,1,1.0,0,1,0
1,12.0,3,3,1858.0,2,2,4.0,0,2,1.0,0,22.0,1,2,1.0,1,1.0,0,1,1
0,6.0,0,4,931.0,0,2,1.0,0,2,1.0,1,32.0,2,1,1.0,3,1.0,0,1,0
1,36.0,3,3,2712.0,2,3,2.0,3,2,2.0,1,41.0,0,1,1.0,1,2.0,0,1,0
1,36.0,3,3,5179.0,2,1,4.0,3,2,2.0,1,29.0,1,1,1.0,1,1.0,0,1,0
3,22.0,3,6,2675.0,1,3,3.0,3,2,4.0,0,40.0,1,1,1.0,1,1.0,0,1,1
3,18.0,3,6,2051.0,2,2,4.0,3,2,1.0,3,33.0,1,1,1.0,1,1.0,0,1,1
3,24.0,1,2,1927.0,4,0,3.0,0,2,2.0,0,33.0,1,1,2.0,1,1.0,1,1,1
3,24.0,1,7,2058.0,2,0,4.0,1,2,2.0,3,33.0,1,1,2.0,1,1.0,1,1,1
2,6.0,1,4,1299.0,2,0,1.0,3,2,1.0,3,74.0,1,1,3.0,2,2.0,0,0,1
3,12.0,1,0,1185.0,2,0,3.0,0,2,2.0,3,27.0,1,1,2.0,1,1.0,0,1,1
3,24.0,2,4,2538.0,2,3,4.0,3,2,4.0,0,47.0,1,1,2.0,3,2.0,0,1,0
2,24.0,3,6,5152.0,2,1,4.0,3,2,2.0,0,25.0,0,1,1.0,1,1.0,0,1,1
3,48.0,3,6,10222.0,4,1,4.0,3,2,3.0,0,37.0,2,1,1.0,1,1.0,1,1,1
3,24.0,3,6,1376.0,1,1,4.0,0,2,1.0,0,28.0,1,1,1.0,1,1.0,0,1,1
3,12.0,1,3,3331.0,2,3,2.0,3,2,4.0,1,42.0,2,1,1.0,1,1.0,0,1,1
1,24.0,0,3,6872.0,2,2,2.0,1,2,1.0,1,55.0,0,1,1.0,1,1.0,1,1,0
1,24.0,3,6,3660.0,2,0,2.0,0,2,4.0,0,28.0,1,1,1.0,1,1.0,0,1,1
0,18.0,4,4,2278.0,0,2,3.0,0,2,3.0,0,28.0,1,1,2.0,1,1.0,0,1,0
1,18.0,3,4,1216.0,2,2,4.0,0,2,3.0,0,23.0,1,2,1.0,1,1.0,1,1,0
3,15.0,2,3,960.0,3,1,3.0,0,2,2.0,1,30.0,1,1,2.0,1,1.0,0,1,1
0,60.0,3,4,14027.0,2,1,4.0,3,2,2.0,2,27.0,1,1,1.0,0,1.0,1,1,0
0,36.0,0,1,3990.0,4,2,3.0,0,2,2.0,2,29.0,0,1,1.0,2,1.0,0,1,1
3,24.0,1,9,5804.0,3,0,4.0,3,2,2.0,3,27.0,1,1,2.0,1,1.0,0,1,1
1,12.0,0,6,626.0,2,0,4.0,0,2,4.0,3,24.0,0,1,1.0,3,1.0,0,1,0
1,15.0,3,4,3959.0,2,0,3.0,0,2,2.0,1,29.0,1,1,1.0,1,1.0,1,1,0
1,30.0,4,0,8072.0,4,2,2.0,3,2,3.0,0,25.0,0,1,3.0,1,1.0,0,1,1
0,30.0,3,6,2991.0,4,3,2.0,0,2,4.0,0,25.0,1,1,1.0,1,1.0,0,1,1
3,24.0,1,6,1516.0,3,0,4.0,0,2,1.0,3,43.0,1,1,2.0,3,1.0,0,1,1
1,12.0,3,3,3590.0,2,0,2.0,3,0,2.0,1,29.0,1,1,1.0,3,2.0,0,1,1
1,24.0,0,5,1358.0,4,3,4.0,3,2,3.0,0,40.0,2,1,1.0,0,1.0,1,1,0
3,18.0,3,7,1943.0,2,2,4.0,0,2,4.0,3,23.0,1,1,1.0,1,1.0,0,1,0
3,12.0,1,6,1934.0,2,3,2.0,3,2,2.0,2,26.0,1,1,2.0,1,1.0,0,1,1
3,24.0,1,5,6314.0,2,4,4.0,3,0,2.0,2,27.0,0,1,2.0,0,1.0,1,1,1
1,18.0,3,6,3190.0,2,0,2.0,0,2,2.0,3,24.0,1,1,1.0,1,1.0,0,1,0
1,6.0,3,6,2647.0,1,0,2.0,3,2,3.0,3,44.0,1,2,1.0,1,2.0,0,1,1
2,24.0,3,4,947.0,2,1,4.0,3,2,3.0,2,38.0,0,0,1.0,1,2.0,0,1,0
0,24.0,3,6,2039.0,2,2,1.0,2,2,1.0,1,22.0,1,1,1.0,1,1.0,1,1,0
0,11.0,1,4,1322.0,3,0,4.0,0,2,4.0,0,40.0,1,1,2.0,1,1.0,0,1,1
3,10.0,3,9,2848.0,0,0,1.0,3,0,2.0,3,32.0,1,1,1.0,1,2.0,0,1,1
1,8.0,1,4,3398.0,2,1,1.0,3,2,4.0,3,39.0,1,1,2.0,3,1.0,0,0,1
1,48.0,3,9,10297.0,2,1,4.0,3,2,4.0,2,39.0,2,0,3.0,1,2.0,1,1,0
3,24.0,3,6,1413.0,2,0,4.0,2,2,2.0,1,28.0,1,1,1.0,1,1.0,0,1,1
1,15.0,3,0,806.0,2,0,4.0,0,2,4.0,1,22.0,1,1,1.0,3,1.0,0,1,1
0,15.0,1,6,1537.0,4,3,4.0,3,1,4.0,3,50.0,1,1,2.0,1,1.0,1,1,1
0,72.0,3,6,5595.0,0,0,2.0,2,2,2.0,0,24.0,1,1,1.0,1,1.0,0,1,0
3,30.0,3,6,2333.0,1,3,4.0,3,2,2.0,0,30.0,0,1,1.0,0,1.0,0,1,1
3,24.0,3,9,2603.0,3,0,2.0,0,2,4.0,0,28.0,1,2,1.0,1,1.0,1,1,1
1,24.0,4,3,4110.0,2,3,3.0,3,2,4.0,2,23.0,0,2,2.0,1,2.0,0,1,0
0,24.0,1,6,1743.0,2,3,4.0,3,2,2.0,1,48.0,1,1,2.0,3,1.0,0,1,1
3,12.0,1,6,717.0,2,3,4.0,3,2,4.0,3,52.0,1,1,3.0,1,1.0,0,1,1
0,12.0,3,0,841.0,0,1,2.0,0,2,4.0,3,23.0,1,2,1.0,3,1.0,0,1,1
3,24.0,3,4,1469.0,0,3,4.0,2,2,4.0,3,41.0,1,2,1.0,3,1.0,0,1,1
0,7.0,3,6,2415.0,2,0,3.0,3,1,2.0,3,34.0,1,1,1.0,1,1.0,0,1,1
3,24.0,1,4,1287.0,3,3,4.0,0,2,4.0,3,37.0,1,1,2.0,1,1.0,1,1,1
3,27.0,2,9,8613.0,3,0,2.0,3,2,2.0,0,27.0,1,1,2.0,1,1.0,0,1,1
3,15.0,1,6,1316.0,1,0,2.0,2,2,2.0,1,47.0,1,1,2.0,3,1.0,0,1,1
0,24.0,3,4,3512.0,0,1,2.0,3,2,3.0,0,38.0,0,1,2.0,1,1.0,1,1,1
3,12.0,1,3,1592.0,3,1,3.0,0,2,2.0,1,35.0,1,1,1.0,1,1.0,0,0,1
0,6.0,1,8,932.0,4,1,1.0,0,2,3.0,1,39.0,1,1,2.0,3,1.0,0,1,1
3,6.0,3,3,1543.0,3,0,4.0,1,2,2.0,3,33.0,1,1,1.0,1,1.0,0,1,1
3,28.0,0,9,7824.0,4,2,3.0,3,1,4.0,3,40.0,0,2,2.0,1,2.0,1,1,1
3,60.0,1,4,13756.0,4,3,2.0,3,2,4.0,2,63.0,0,0,1.0,0,1.0,1,1,1
1,60.0,2,0,6836.0,2,3,3.0,3,2,4.0,2,63.0,1,1,2.0,1,1.0,1,1,0
0,12.0,3,4,685.0,2,1,2.0,2,2,3.0,0,25.0,0,1,1.0,3,1.0,0,1,0
1,18.0,4,0,3104.0,2,1,3.0,3,2,1.0,1,31.0,0,1,1.0,1,1.0,1,1,1
3,24.0,1,3,1585.0,2,1,4.0,3,2,3.0,1,40.0,1,1,2.0,1,1.0,0,1,1
1,36.0,3,4,1842.0,2,2,4.0,0,2,4.0,0,34.0,1,1,1.0,1,1.0,1,1,0
0,30.0,2,6,1919.0,0,2,4.0,3,2,3.0,2,30.0,2,1,2.0,0,1.0,0,1,0
0,12.0,1,6,3573.0,2,0,1.0,0,2,1.0,3,23.0,1,1,1.0,3,1.0,0,1,1
3,10.0,1,4,1231.0,2,3,3.0,3,2,4.0,3,32.0,1,1,2.0,3,2.0,0,0,1
0,18.0,1,4,1056.0,2,3,3.0,3,1,3.0,3,30.0,0,1,2.0,1,1.0,0,1,0
1,12.0,1,3,2246.0,2,3,3.0,3,2,3.0,1,60.0,1,1,2.0,1,1.0,0,1,0
3,12.0,3,6,804.0,2,3,4.0,3,2,4.0,0,38.0,1,1,1.0,1,1.0,0,1,1
0,24.0,2,0,6967.0,0,1,4.0,3,2,4.0,0,36.0,1,2,1.0,0,1.0,1,1,1
3,5.0,3,0,3448.0,2,1,1.0,3,2,4.0,3,74.0,1,1,1.0,3,1.0,0,1,1
0,48.0,3,6,3060.0,2,1,4.0,3,2,4.0,3,28.0,1,1,2.0,1,1.0,0,1,0
3,9.0,3,6,1478.0,2,1,4.0,3,2,2.0,0,22.0,1,1,1.0,1,1.0,0,1,0
0,36.0,3,4,14318.0,2,3,4.0,3,2,2.0,2,57.0,1,0,1.0,0,1.0,1,1,0
3,9.0,1,2,936.0,1,3,4.0,3,2,2.0,0,52.0,1,1,2.0,1,1.0,1,1,1
3,48.0,0,0,3609.0,2,0,1.0,0,2,1.0,3,27.0,2,1,1.0,1,1.0,0,1,1
2,30.0,1,6,3017.0,2,3,4.0,3,2,4.0,1,47.0,1,1,1.0,1,1.0,0,1,1
0,24.0,3,6,3092.0,0,2,3.0,2,2,2.0,0,22.0,1,2,1.0,1,1.0,1,1,0
3,12.0,3,9,4675.0,4,2,1.0,0,2,4.0,0,20.0,1,2,1.0,1,1.0,0,1,1
3,6.0,1,4,2080.0,1,0,1.0,2,2,2.0,0,24.0,1,1,1.0,1,1.0,0,1,1
0,20.0,3,9,6468.0,4,4,1.0,1,2,4.0,3,60.0,1,1,1.0,0,1.0,1,1,1
1,24.0,3,4,1285.0,4,1,4.0,0,2,4.0,2,32.0,1,2,1.0,1,1.0,0,1,0
2,6.0,3,4,709.0,3,2,2.0,2,2,2.0,3,27.0,1,1,1.0,2,1.0,0,0,1
3,18.0,2,3,1808.0,2,1,4.0,0,2,1.0,3,22.0,1,1,1.0,1,1.0,0,1,0
0,10.0,3,3,1521.0,2,0,4.0,1,2,2.0,0,31.0,1,1,1.0,3,1.0,0,1,1
1,12.0,3,8,902.0,2,1,4.0,2,2,4.0,1,21.0,1,2,1.0,1,1.0,0,1,0
1,28.0,3,4,4006.0,2,0,3.0,3,2,2.0,0,45.0,1,1,1.0,3,1.0,0,1,0
2,15.0,1,9,2360.0,1,0,2.0,3,2,2.0,0,36.0,1,1,1.0,1,1.0,1,1,1
2,42.0,1,9,4796.0,2,3,4.0,3,2,4.0,2,56.0,1,0,1.0,1,1.0,0,1,1
3,48.0,2,6,7238.0,4,3,3.0,3,2,3.0,0,32.0,0,1,2.0,1,2.0,0,1,1
1,12.0,4,6,6199.0,2,0,4.0,3,2,2.0,1,28.0,1,2,2.0,1,1.0,1,1,0
3,24.0,3,4,7393.0,2,0,1.0,3,2,4.0,1,43.0,1,1,1.0,3,2.0,0,1,1
0,11.0,3,3,1577.0,3,2,4.0,0,2,1.0,3,20.0,1,1,1.0,1,1.0,0,1,1
2,10.0,3,4,3949.0,2,2,1.0,3,1,1.0,1,37.0,1,1,1.0,3,2.0,0,1,1
3,24.0,3,6,3181.0,2,2,4.0,0,2,4.0,1,26.0,1,1,1.0,1,1.0,1,1,1
2,15.0,1,6,1271.0,4,0,3.0,3,2,4.0,2,39.0,1,0,2.0,1,1.0,1,1,0
3,36.0,1,3,7127.0,2,2,2.0,0,2,4.0,1,23.0,1,2,2.0,1,1.0,1,1,0
3,24.0,1,9,3868.0,2,3,4.0,0,2,2.0,0,41.0,1,2,2.0,0,1.0,1,1,1
1,21.0,0,4,1647.0,4,0,4.0,3,2,2.0,1,40.0,1,1,2.0,3,2.0,0,1,0
0,48.0,2,5,7582.0,0,4,2.0,3,2,4.0,2,31.0,1,0,1.0,0,1.0,1,1,1
1,21.0,3,4,3763.0,4,1,2.0,3,0,2.0,3,24.0,1,1,1.0,3,1.0,0,0,1
3,30.0,1,6,6742.0,4,1,2.0,3,2,3.0,1,36.0,1,1,2.0,1,1.0,0,1,1
3,9.0,3,6,2753.0,0,3,3.0,3,0,4.0,0,35.0,1,1,1.0,1,1.0,1,1,1
0,9.0,3,3,918.0,2,0,4.0,0,2,1.0,1,30.0,1,1,1.0,1,1.0,0,1,0
3,21.0,3,9,5248.0,4,0,1.0,3,2,3.0,0,26.0,1,1,1.0,1,1.0,0,1,1
0,36.0,3,6,4795.0,2,2,4.0,0,2,1.0,2,30.0,1,1,1.0,0,1.0,1,1,1
1,24.0,3,6,2384.0,2,3,4.0,3,2,4.0,3,64.0,0,2,1.0,3,1.0,0,1,1
2,18.0,3,6,2100.0,2,0,4.0,3,0,2.0,3,37.0,2,1,1.0,1,1.0,0,1,0
3,6.0,1,6,700.0,4,3,4.0,3,2,4.0,2,36.0,1,0,2.0,1,1.0,0,1,1
3,9.0,1,3,2406.0,2,4,2.0,3,2,3.0,0,31.0,1,1,1.0,0,1.0,0,1,1
1,18.0,3,4,976.0,2,2,1.0,0,2,2.0,0,23.0,1,1,1.0,3,1.0,0,1,0
1,12.0,3,3,1657.0,2,0,2.0,3,2,2.0,3,27.0,1,1,1.0,1,1.0,0,1,1
3,15.0,3,4,3556.0,4,0,3.0,3,2,2.0,2,29.0,1,1,1.0,1,1.0,0,1,1
1,18.0,3,1,1217.0,2,0,4.0,2,2,3.0,3,47.0,1,1,1.0,3,1.0,1,1,0
3,18.0,1,4,1028.0,2,0,4.0,0,2,3.0,3,36.0,1,1,2.0,1,1.0,0,1,1
3,24.0,1,4,2022.0,2,0,4.0,0,2,4.0,0,37.0,1,1,1.0,1,1.0,1,1,1
1,21.0,3,6,2606.0,2,2,4.0,0,2,4.0,1,28.0,1,2,1.0,0,1.0,1,1,1
0,60.0,3,4,7408.0,0,2,4.0,0,2,2.0,1,24.0,1,1,1.0,0,1.0,0,1,0
0,18.0,2,7,6204.0,2,0,2.0,3,2,4.0,3,44.0,1,1,1.0,3,2.0,1,1,1
1,24.0,3,6,1823.0,2,4,4.0,3,2,2.0,0,30.0,2,1,1.0,0,2.0,0,1,0
0,18.0,2,4,2899.0,4,3,4.0,3,2,4.0,0,43.0,1,1,1.0,1,2.0,0,1,1
3,24.0,1,6,2684.0,2,0,4.0,3,2,2.0,3,35.0,1,1,2.0,3,1.0,0,1,1
1,12.0,0,8,339.0,2,3,4.0,2,2,1.0,0,45.0,0,1,1.0,3,1.0,0,1,1
1,24.0,0,3,3552.0,2,1,3.0,3,2,4.0,0,27.0,0,1,1.0,1,1.0,0,1,0
1,48.0,1,9,6331.0,2,3,4.0,3,2,4.0,2,46.0,1,0,2.0,1,1.0,1,1,0
1,15.0,3,3,1845.0,2,2,4.0,0,1,1.0,1,46.0,1,2,1.0,1,1.0,0,1,1
0,48.0,4,0,14421.0,2,0,2.0,3,2,2.0,0,25.0,1,1,1.0,1,1.0,1,1,0
1,18.0,0,3,1553.0,2,0,4.0,3,2,3.0,0,44.0,0,1,1.0,1,1.0,0,1,0
0,7.0,3,6,2576.0,2,0,2.0,3,1,2.0,3,35.0,1,1,1.0,1,1.0,0,1,1
3,12.0,3,6,3077.0,2,0,2.0,3,2,4.0,0,52.0,1,1,1.0,1,1.0,1,1,1
1,30.0,3,3,6350.0,4,3,4.0,3,2,4.0,1,31.0,1,1,1.0,1,1.0,0,1,0
0,12.0,3,6,1331.0,2,2,2.0,3,2,1.0,0,22.0,2,1,1.0,1,1.0,0,1,0
0,12.0,3,4,1318.0,3,3,4.0,3,2,4.0,3,54.0,1,1,1.0,1,1.0,1,1,1
0,12.0,4,8,1410.0,2,0,2.0,3,2,2.0,3,31.0,1,1,1.0,3,1.0,1,1,1
3,9.0,1,4,2134.0,2,0,4.0,3,2,4.0,0,48.0,1,1,3.0,1,1.0,1,1,1
1,36.0,1,3,2348.0,2,0,3.0,2,2,2.0,1,46.0,1,1,2.0,1,1.0,1,1,1
0,36.0,3,2,12612.0,0,0,1.0,3,2,4.0,2,47.0,1,0,1.0,1,2.0,1,1,0
1,12.0,3,3,1620.0,2,0,2.0,0,0,3.0,1,30.0,1,1,1.0,1,1.0,0,1,1
3,9.0,3,6,2697.0,2,0,1.0,3,2,2.0,3,32.0,1,1,1.0,1,2.0,0,1,1
1,15.0,1,3,1478.0,2,3,4.0,3,2,4.0,0,44.0,1,1,2.0,1,2.0,1,1,1
0,24.0,1,9,7758.0,3,3,2.0,0,2,4.0,2,29.0,1,2,1.0,1,1.0,0,1,1
0,30.0,0,3,3496.0,3,0,4.0,3,2,2.0,0,34.0,2,1,1.0,1,2.0,1,1,1
0,24.0,2,0,4712.0,4,0,4.0,3,2,2.0,1,37.0,0,1,2.0,0,1.0,1,1,1
0,12.0,3,4,2002.0,2,1,3.0,3,2,4.0,1,30.0,1,2,1.0,1,2.0,1,1,1
3,24.0,1,6,2578.0,3,3,2.0,3,2,2.0,0,34.0,1,1,1.0,1,1.0,0,1,1
0,6.0,3,7,454.0,2,2,3.0,2,2,1.0,1,22.0,1,1,1.0,3,1.0,0,1,1
3,12.0,1,3,1935.0,2,3,4.0,3,2,4.0,3,43.0,1,1,3.0,1,1.0,1,1,1
0,6.0,3,6,753.0,2,0,2.0,0,1,3.0,3,64.0,1,1,1.0,1,1.0,0,1,1
3,12.0,1,4,1255.0,2,3,4.0,3,2,4.0,3,61.0,1,1,2.0,3,1.0,0,1,1
3,36.0,2,4,10875.0,2,3,2.0,3,2,2.0,0,45.0,1,1,2.0,1,2.0,1,1,1
0,9.0,3,6,1670.0,2,2,4.0,0,2,2.0,0,22.0,1,1,1.0,1,1.0,1,1,0
3,24.0,3,6,3105.0,4,2,4.0,3,2,2.0,0,25.0,1,1,2.0,1,1.0,0,1,1
2,36.0,3,6,5848.0,2,0,4.0,3,2,1.0,0,24.0,1,1,1.0,1,1.0,0,1,1
3,6.0,3,8,1238.0,4,4,4.0,3,2,4.0,1,36.0,1,1,1.0,0,2.0,1,1,1
3,15.0,3,3,2708.0,2,2,2.0,3,2,3.0,1,27.0,0,1,2.0,3,1.0,0,1,1
1,12.0,3,3,1262.0,4,3,2.0,1,2,4.0,1,49.0,1,1,1.0,3,1.0,1,1,1
3,18.0,3,0,1950.0,2,1,4.0,3,2,1.0,0,34.0,2,1,2.0,1,1.0,1,1,1
3,24.0,3,4,1474.0,0,2,4.0,2,2,3.0,3,33.0,1,1,1.0,1,1.0,1,1,1
0,15.0,1,0,2326.0,1,0,2.0,3,2,4.0,0,27.0,0,1,1.0,1,1.0,0,1,1
0,24.0,1,2,5743.0,2,2,2.0,0,2,4.0,2,24.0,1,0,2.0,1,1.0,1,1,1
1,12.0,3,3,2578.0,2,4,3.0,0,2,4.0,2,55.0,1,0,1.0,0,1.0,0,1,1
3,18.0,3,3,1533.0,2,2,4.0,2,0,1.0,1,43.0,1,1,1.0,3,2.0,0,1,0
3,30.0,1,6,5954.0,2,1,3.0,3,0,2.0,0,38.0,1,1,1.0,1,1.0,0,1,1
3,18.0,1,6,1149.0,3,0,4.0,3,2,3.0,3,46.0,1,1,2.0,1,1.0,0,1,1
0,36.0,1,4,2820.0,2,2,4.0,1,2,4.0,0,27.0,1,1,2.0,1,1.0,0,1,0
3,12.0,3,4,2859.0,4,4,4.0,3,2,4.0,2,38.0,1,1,1.0,0,1.0,1,1,1
1,24.0,3,4,2303.0,2,3,4.0,3,0,1.0,3,45.0,1,1,1.0,1,1.0,0,1,0
3,18.0,1,6,2404.0,2,0,2.0,0,2,2.0,0,26.0,1,1,2.0,1,1.0,0,1,1
3,11.0,1,4,7228.0,2,0,1.0,3,2,4.0,1,39.0,1,1,2.0,3,1.0,0,1,1
0,6.0,2,3,1050.0,2,4,4.0,3,2,1.0,1,35.0,2,1,2.0,0,1.0,1,1,1
3,12.0,4,3,2759.0,2,3,2.0,3,2,4.0,1,34.0,1,1,2.0,1,1.0,0,1,1
3,18.0,1,4,2775.0,2,1,2.0,3,2,2.0,1,31.0,0,1,2.0,1,1.0,0,1,0
0,12.0,3,4,1223.0,2,3,1.0,1,2,1.0,3,46.0,1,2,2.0,1,1.0,0,1,0
3,21.0,3,4,2782.0,1,1,1.0,0,2,2.0,0,31.0,0,1,1.0,0,1.0,0,1,1
3,27.0,1,3,4526.0,3,2,4.0,3,2,2.0,3,32.0,2,1,2.0,3,2.0,1,1,1
3,12.0,3,4,3527.0,4,2,2.0,3,2,3.0,1,45.0,1,1,1.0,0,2.0,1,1,1
3,15.0,1,6,1829.0,2,3,4.0,3,2,4.0,0,46.0,1,1,2.0,1,1.0,1,1,1
0,6.0,3,6,368.0,4,3,4.0,3,2,4.0,1,38.0,1,1,1.0,1,1.0,0,1,1
0,18.0,1,3,7374.0,2,4,4.0,3,2,4.0,1,40.0,2,1,2.0,0,1.0,1,1,1
1,9.0,3,6,1364.0,2,1,3.0,3,2,4.0,3,59.0,1,1,1.0,1,1.0,0,1,1
0,36.0,3,3,9034.0,0,2,4.0,3,0,1.0,2,29.0,1,2,1.0,0,1.0,1,1,0
0,11.0,2,6,4771.0,2,1,2.0,3,2,4.0,1,51.0,1,1,1.0,1,1.0,0,1,1
1,12.0,0,4,697.0,2,2,4.0,3,2,2.0,0,46.0,0,1,2.0,1,1.0,1,1,0
3,24.0,1,3,2028.0,2,1,2.0,3,2,2.0,1,30.0,1,1,2.0,3,1.0,0,1,1
3,18.0,3,4,1820.0,2,0,2.0,2,2,2.0,1,30.0,1,1,1.0,0,1.0,1,1,1
3,12.0,1,2,701.0,2,0,4.0,3,2,2.0,0,32.0,1,1,2.0,1,1.0,0,1,1
3,24.0,2,0,2978.0,4,0,4.0,3,2,4.0,3,32.0,1,1,2.0,1,2.0,1,1,1
1,48.0,3,6,6999.0,2,1,1.0,2,1,1.0,3,34.0,1,1,2.0,1,1.0,1,1,0
0,24.0,3,6,2896.0,0,2,2.0,3,2,1.0,0,29.0,1,1,1.0,1,1.0,0,1,1
0,12.0,3,4,7472.0,4,4,1.0,0,2,2.0,3,24.0,1,2,1.0,2,1.0,0,1,1
1,12.0,3,6,1680.0,1,3,3.0,2,2,1.0,3,35.0,1,1,1.0,1,1.0,0,1,1
0,21.0,1,3,2745.0,3,1,3.0,3,2,2.0,0,32.0,1,1,2.0,1,1.0,1,1,1
3,18.0,2,6,2320.0,2,4,2.0,2,2,3.0,3,34.0,1,1,2.0,1,1.0,0,1,1
1,24.0,3,3,2359.0,0,4,1.0,1,2,1.0,1,33.0,1,1,1.0,1,1.0,0,1,0
2,24.0,3,3,1925.0,2,0,2.0,3,2,2.0,3,26.0,1,1,1.0,1,1.0,0,1,1
0,12.0,3,6,6468.0,4,4,2.0,3,2,1.0,2,52.0,1,1,1.0,0,1.0,1,1,0
0,12.0,3,3,1922.0,2,0,4.0,3,2,2.0,1,37.0,1,1,1.0,3,1.0,0,1,0
3,12.0,1,6,618.0,2,3,4.0,3,2,4.0,3,56.0,1,1,1.0,1,1.0,0,1,1
3,12.0,0,8,3447.0,1,0,4.0,0,2,3.0,3,35.0,1,1,1.0,3,2.0,0,1,1
3,18.0,3,6,4594.0,2,2,3.0,3,2,2.0,0,32.0,1,1,1.0,1,1.0,1,1,1
1,33.0,1,3,4281.0,1,0,1.0,0,2,4.0,0,23.0,1,1,2.0,1,1.0,0,1,0
1,21.0,3,6,1835.0,2,0,3.0,0,2,2.0,3,25.0,1,1,2.0,1,1.0,1,1,0
2,30.0,1,6,3656.0,4,3,4.0,3,2,4.0,1,49.0,2,1,2.0,3,1.0,0,1,1
0,24.0,2,3,2333.0,4,2,4.0,3,2,2.0,1,29.0,0,1,1.0,3,1.0,0,1,1
1,6.0,1,6,1169.0,4,3,4.0,3,2,4.0,3,67.0,1,1,2.0,1,1.0,1,1,1
1,24.0,1,6,1231.0,3,3,4.0,0,2,4.0,1,57.0,1,2,2.0,0,1.0,1,1,1
1,18.0,3,2,750.0,2,4,4.0,0,2,1.0,3,27.0,1,1,1.0,2,1.0,0,1,0
