SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,target
5.646,4.6399,6.0,0.0,0.0,2.0,0.0,25.0,2.0,0.0,0.0,0.0,3.827,0.811,10.505,0.0,1.199,1.114,0.0,0.0,2.0,1.392,0.0,0.0,0.0,0.0,2.303,-0.086,0.0,0.0,1.411,0.0,0.0,0.0,0.0,4.444,3.396,0.0,9.531,0.0,6.0,0
5.206,3.3847,0.0,0.0,1.0,0.0,0.0,30.8,1.0,2.0,1.0,-0.947,3.713,2.9,10.416,0.0,0.979,1.145,0.0,0.0,0.0,1.187,0.0,0.0,0.0,0.0,2.218,0.0,0.0,10.57,6.77,0.0,0.0,2.0,0.0,3.47,2.167,1.0,8.295,0.0,0.0,1
4.733,1.7208,1.0,0.0,0.0,0.0,2.0,37.9,1.0,3.0,0.0,0.0,4.248,2.513,10.593,11.0,0.981,1.125,0.0,0.0,0.0,1.261,2.0,0.0,0.0,0.0,2.259,0.0,0.0,0.0,7.746,0.0,2.0,0.0,0.0,3.999,1.893,0.0,9.225,0.0,0.0,0
4.783,3.3094,0.0,0.0,0.0,0.0,2.0,41.2,0.0,2.0,0.0,0.0,3.118,1.187,9.668,4.0,1.011,1.122,0.0,0.0,0.0,1.216,1.0,0.0,0.0,0.0,2.222,-0.026,0.0,0.0,1.358,0.0,2.0,0.0,1.0,3.674,2.537,0.0,8.062,0.0,0.0,1
4.0,2.1902,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.605,0.0,8.623,0.0,0.984,1.166,0.0,0.0,0.0,1.107,1.0,0.0,0.0,0.0,2.0,0.121,0.0,0.0,0.667,0.0,0.0,4.0,2.0,3.061,1.833,2.0,6.883,0.0,0.0,0
5.158,1.6914,2.0,0.0,36.0,0.0,9.0,56.1,0.0,0.0,44.0,0.0,4.902,0.257,11.817,0.0,1.007,1.093,0.0,0.0,0.0,1.41,147.0,0.0,1.0,2.0,2.622,0.0,0.0,0.0,1.535,0.0,1.0,16.0,0.0,5.808,2.055,8.0,11.055,0.0,1.0,0
4.393,3.6458,0.0,0.0,0.0,0.0,0.0,37.0,3.0,1.0,0.0,2.487,3.233,2.187,9.562,1.0,0.978,1.131,0.0,0.0,0.0,1.259,0.0,0.0,0.0,0.0,2.048,0.013,0.0,10.02,3.684,0.0,0.0,0.0,0.0,3.39,2.303,0.0,8.029,0.0,0.0,1
6.496,4.6405,0.0,0.0,0.0,8.0,0.0,33.3,2.0,0.0,0.0,0.0,4.224,0.88,12.028,0.0,1.303,1.365,0.0,0.0,2.0,0.898,1.0,0.0,0.0,0.0,2.798,0.0,0.0,0.0,1.166,2.0,0.0,0.0,0.0,4.055,5.75,0.0,9.257,0.0,16.0,0
5.271,5.431,1.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,0.0,0.0,4.187,2.826,10.853,15.0,0.978,1.142,0.0,0.0,0.0,1.194,0.0,0.0,0.0,0.0,2.298,0.0,0.0,13.429,3.847,0.0,0.0,0.0,0.0,4.416,1.959,0.0,9.317,0.0,0.0,0
4.923,2.7189,1.0,0.0,2.0,0.0,2.0,46.7,0.0,1.0,2.0,0.014,3.395,0.664,10.037,2.0,1.018,1.097,0.0,0.0,0.0,1.327,3.0,0.0,0.0,0.0,2.376,-0.008,0.0,10.934,1.057,0.0,1.0,2.0,1.0,4.009,2.433,1.0,8.695,0.0,0.0,0
5.006,3.7647,0.0,0.0,3.0,0.0,3.0,33.3,0.0,4.0,6.0,0.0,3.583,1.23,10.309,8.0,1.083,1.153,0.0,2.0,0.0,1.194,1.0,0.0,0.0,0.0,2.338,-0.003,0.0,41.057,1.873,0.0,3.0,6.0,2.0,3.938,3.615,3.0,8.92,0.0,0.0,0
4.842,3.2355,0.0,0.0,0.0,0.0,0.0,41.2,0.0,4.0,2.0,-2.3,3.459,1.258,10.136,6.0,1.069,1.127,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,2.278,0.005,0.0,20.567,2.113,0.0,0.0,3.0,2.0,3.771,3.472,1.0,8.551,0.0,0.0,0
4.476,3.7418,0.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,0.0,-0.195,2.917,1.5,9.345,2.0,0.998,1.146,0.0,0.0,0.0,1.153,0.0,0.0,0.0,0.0,2.042,-0.079,0.0,10.191,2.34,0.0,0.0,0.0,0.0,3.389,2.625,0.0,7.628,0.0,0.0,1
4.17,3.2655,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,2.488,0.971,8.597,2.0,1.007,1.163,0.0,0.0,0.0,1.161,0.0,0.0,0.0,0.0,1.848,0.397,0.0,9.431,1.542,0.0,0.0,0.0,0.0,3.232,3.0,1.0,7.151,0.0,0.0,0
5.352,2.412,1.0,0.0,0.0,0.0,5.0,58.3,0.0,2.0,0.0,-0.321,3.898,0.682,10.784,8.0,1.021,1.084,0.0,0.0,0.0,1.327,6.0,0.0,1.0,0.0,2.518,0.0,0.0,24.433,1.322,0.0,1.0,0.0,0.0,4.041,2.575,0.0,9.177,0.0,1.0,0
4.732,2.9426,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,0.417,2.767,0.959,9.464,1.0,1.042,1.125,0.0,0.0,0.0,1.208,1.0,0.0,0.0,0.0,2.236,0.145,0.0,9.827,1.138,0.0,0.0,0.0,0.0,3.603,3.056,0.0,7.829,0.0,0.0,1
3.0,2.7098,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.1,0.918,6.594,0.0,1.108,1.167,0.0,0.0,0.0,1.024,0.0,0.0,0.0,0.0,1.414,1.073,0.0,8.361,1.333,0.0,0.0,0.0,1.0,3.046,5.0,0.0,6.69,0.0,0.0,1
5.399,3.4164,0.0,0.0,0.0,1.0,4.0,38.7,5.0,1.0,0.0,0.0,3.424,1.084,10.644,4.0,0.977,1.127,0.0,0.0,0.0,1.271,1.0,0.0,0.0,0.0,2.403,-0.002,0.0,0.0,1.65,0.0,1.0,0.0,1.0,3.818,2.147,0.0,8.453,0.0,0.0,0
3.732,2.5972,0.0,0.0,0.0,0.0,0.0,23.5,1.0,1.0,1.0,0.0,2.575,1.585,8.16,1.0,0.991,1.164,0.0,0.0,0.0,1.105,0.0,0.0,0.0,0.0,1.802,-0.226,0.0,0.0,2.488,0.0,0.0,1.0,2.0,2.93,2.333,1.0,6.762,0.0,0.0,0
4.499,3.0314,0.0,0.0,0.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,3.027,1.125,9.311,2.0,0.998,1.104,0.0,0.0,0.0,1.291,1.0,0.0,0.0,0.0,2.136,0.045,0.0,10.006,1.481,0.0,0.0,0.0,0.0,3.592,2.583,0.0,7.979,0.0,0.0,1
4.963,2.736,0.0,0.0,0.0,0.0,3.0,52.4,0.0,2.0,0.0,-0.884,3.532,0.985,10.277,4.0,1.009,1.099,0.0,0.0,0.0,1.296,3.0,0.0,0.0,0.0,2.359,0.001,0.0,10.645,1.762,0.0,0.0,0.0,1.0,3.881,2.59,0.0,8.68,0.0,0.0,1
5.31,3.4316,1.0,0.0,2.0,0.0,1.0,35.3,0.0,2.0,2.0,0.0,3.415,1.185,10.25,4.0,1.028,1.123,0.0,0.0,0.0,1.261,1.0,0.0,0.0,0.0,2.288,0.014,0.0,21.221,1.726,0.0,1.0,1.0,2.0,4.725,3.058,1.0,9.463,0.0,0.0,0
5.511,3.4572,0.0,0.0,0.0,4.0,0.0,30.9,9.0,4.0,0.0,0.0,3.844,1.702,11.324,14.0,0.988,1.144,0.0,0.0,0.0,1.185,1.0,0.0,0.0,0.0,2.455,0.0,0.0,0.0,2.753,1.0,0.0,0.0,0.0,3.582,2.04,0.0,8.624,0.0,0.0,0
4.856,3.0549,1.0,0.0,0.0,0.0,3.0,40.9,1.0,3.0,0.0,-0.991,3.613,1.662,10.15,3.0,1.033,1.12,0.0,0.0,0.0,1.234,1.0,0.0,1.0,0.0,2.281,-0.002,0.0,10.2,2.83,0.0,2.0,0.0,1.0,3.904,2.829,0.0,8.804,0.0,1.0,0
4.91,2.8789,0.0,0.0,0.0,0.0,3.0,52.6,0.0,1.0,0.0,0.0,3.357,0.629,10.06,2.0,0.993,1.098,0.0,0.0,0.0,1.319,3.0,0.0,0.0,0.0,2.333,0.004,0.0,0.0,1.207,0.0,1.0,0.0,1.0,3.86,2.273,0.0,8.487,0.0,0.0,1
4.412,3.3381,0.0,0.0,4.0,0.0,0.0,32.2,2.0,2.0,2.0,0.253,4.479,4.297,10.675,4.0,0.971,1.142,0.0,0.0,0.0,1.198,0.0,0.0,0.0,0.0,2.086,0.0,0.0,24.053,15.507,0.0,0.0,4.0,2.0,3.374,1.841,2.0,8.904,0.0,0.0,0
4.214,2.9483,0.0,0.0,0.0,0.0,0.0,23.5,1.0,1.0,0.0,0.0,2.587,1.459,8.755,0.0,0.991,1.164,0.0,0.0,0.0,1.127,0.0,0.0,0.0,0.0,1.902,-0.223,0.0,0.0,2.052,0.0,0.0,1.0,1.0,3.077,2.5,1.0,6.954,0.0,0.0,1
5.164,2.9809,1.0,0.0,0.0,0.0,0.0,26.7,0.0,2.0,0.0,0.0,3.083,0.917,9.968,4.0,1.018,1.133,0.0,0.0,0.0,1.245,1.0,0.0,0.0,0.0,2.256,-0.072,0.0,20.861,0.939,0.0,0.0,0.0,0.0,4.66,2.988,0.0,9.26,0.0,0.0,0
4.263,3.1913,1.0,0.0,0.0,0.0,0.0,28.6,0.0,4.0,0.0,-1.68,3.41,2.187,9.533,4.0,1.038,1.135,0.0,0.0,0.0,1.159,0.0,0.0,0.0,0.0,2.0,0.015,0.0,19.933,4.143,0.0,0.0,0.0,2.0,3.643,3.379,0.0,8.478,0.0,0.0,1
4.802,3.136,0.0,2.0,4.0,0.0,2.0,42.9,0.0,0.0,6.0,0.0,3.196,0.0,9.805,0.0,1.014,1.136,0.0,0.0,0.0,1.31,3.0,0.0,0.0,1.0,2.323,0.014,0.0,0.0,0.95,0.0,0.0,6.0,1.0,3.901,2.204,3.0,8.414,0.0,0.0,0
4.588,4.0275,0.0,0.0,0.0,0.0,0.0,32.0,3.0,3.0,0.0,-0.579,3.256,1.859,9.768,5.0,1.007,1.141,0.0,0.0,0.0,1.174,0.0,0.0,0.0,0.0,2.12,0.014,0.0,21.203,3.114,0.0,0.0,0.0,0.0,3.48,2.833,0.0,8.066,0.0,0.0,1
5.12,3.2785,0.0,0.0,0.0,0.0,3.0,36.8,3.0,6.0,0.0,-1.775,4.156,2.419,10.778,18.0,1.004,1.131,0.0,0.0,0.0,1.195,1.0,0.0,0.0,0.0,2.4,0.0,0.0,36.905,3.368,0.0,0.0,0.0,0.0,3.852,2.481,0.0,9.032,3.0,0.0,1
4.91,2.843,1.0,0.0,0.0,0.0,3.0,52.6,0.0,0.0,0.0,0.0,3.468,0.629,10.06,0.0,0.98,1.083,0.0,0.0,0.0,1.409,3.0,0.0,0.0,0.0,2.333,0.004,0.0,0.0,1.207,0.0,1.0,0.0,0.0,3.921,2.02,0.0,8.704,0.0,0.0,0
4.732,3.2896,1.0,0.0,0.0,0.0,2.0,46.2,0.0,1.0,0.0,0.0,3.796,0.875,9.579,2.0,1.016,1.1,0.0,0.0,0.0,1.351,1.0,1.0,0.0,0.0,2.194,0.045,1.0,0.0,0.854,0.0,2.0,0.0,1.0,6.88,2.51,0.0,11.593,0.0,1.0,0
4.214,3.0057,0.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,0.0,0.0,2.608,1.459,8.755,1.0,1.005,1.156,0.0,0.0,0.0,1.104,0.0,0.0,0.0,0.0,1.902,-0.236,0.0,0.0,2.052,0.0,0.0,0.0,1.0,3.087,2.722,0.0,6.989,0.0,0.0,1
5.188,3.1467,5.0,0.0,0.0,1.0,4.0,40.0,2.0,1.0,0.0,0.0,5.069,1.781,10.7,4.0,1.026,1.093,0.0,0.0,0.0,1.461,1.0,1.0,0.0,0.0,2.35,0.0,1.0,0.0,3.228,0.0,4.0,0.0,0.0,6.914,2.135,0.0,13.183,0.0,5.0,0
5.775,1.9708,0.0,0.0,8.0,2.0,0.0,36.7,5.0,2.0,4.0,0.232,4.057,1.81,11.419,8.0,0.98,1.133,0.0,0.0,0.0,1.234,6.0,0.0,0.0,0.0,2.678,0.0,0.0,26.695,3.151,2.0,0.0,3.0,0.0,3.855,2.067,1.0,8.917,0.0,0.0,0
4.414,4.3883,0.0,1.0,0.0,0.0,0.0,9.1,0.0,2.0,0.0,-0.662,2.946,1.379,9.222,2.0,1.097,1.219,0.0,0.0,0.0,1.074,0.0,0.0,0.0,0.0,2.0,0.171,0.0,18.567,2.133,0.0,0.0,1.0,4.0,3.689,4.167,4.0,8.139,0.0,0.0,0
5.0,2.039,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,3.196,0.0,10.284,0.0,0.968,1.113,0.0,0.0,0.0,1.35,6.0,0.0,0.0,0.0,2.518,0.003,0.0,0.0,0.912,4.0,0.0,0.0,0.0,3.633,1.633,0.0,8.066,0.0,0.0,0
5.541,3.7298,4.0,0.0,4.0,1.0,1.0,31.0,0.0,2.0,5.0,0.0,4.127,1.698,10.987,6.0,1.051,1.137,0.0,0.0,0.0,1.28,1.0,0.0,0.0,0.0,2.424,0.0,0.0,24.111,2.051,0.0,1.0,3.0,0.0,4.747,2.994,2.0,9.951,0.0,3.0,0
4.236,3.3944,0.0,0.0,0.0,0.0,0.0,29.4,2.0,4.0,0.0,-0.271,3.449,2.753,9.528,2.0,1.004,1.147,0.0,0.0,0.0,1.137,0.0,0.0,0.0,0.0,1.985,-0.002,0.0,10.348,5.588,0.0,0.0,0.0,0.0,3.351,2.405,0.0,8.003,0.0,0.0,1
5.0,3.756,4.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,3.4,0.722,9.657,0.0,1.212,1.121,0.0,0.0,0.0,1.407,0.0,0.0,0.0,0.0,2.0,0.42,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.385,3.539,0.0,9.115,0.0,4.0,0
5.236,2.9421,6.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,4.006,0.799,10.434,0.0,1.069,1.12,0.0,0.0,0.0,1.347,1.0,0.0,1.0,0.0,2.414,0.004,0.0,0.0,0.873,0.0,0.0,0.0,0.0,4.085,2.722,0.0,9.504,0.0,6.0,0
4.544,3.9936,0.0,0.0,0.0,0.0,0.0,30.4,2.0,4.0,0.0,-1.072,3.272,2.187,9.59,6.0,1.027,1.145,0.0,0.0,0.0,1.142,0.0,0.0,0.0,0.0,2.101,0.015,0.0,21.21,3.207,0.0,0.0,0.0,0.0,3.486,2.985,0.0,8.051,0.0,0.0,1
4.732,3.6508,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,3.146,0.881,9.803,0.0,1.041,1.199,0.0,0.0,0.0,1.146,1.0,0.0,0.0,0.0,2.236,-0.028,0.0,0.0,0.95,0.0,0.0,0.0,6.0,3.775,2.889,6.0,8.228,0.0,0.0,0
4.414,3.0463,0.0,0.0,0.0,0.0,0.0,38.5,1.0,2.0,0.0,0.0,2.895,1.203,9.209,1.0,1.023,1.128,0.0,0.0,0.0,1.241,1.0,0.0,0.0,0.0,2.152,-0.083,0.0,0.0,1.496,0.0,0.0,0.0,1.0,3.637,2.667,0.0,7.872,0.0,0.0,1
5.451,2.5976,4.0,0.0,0.0,0.0,4.0,42.4,1.0,2.0,0.0,0.0,4.191,1.113,10.865,8.0,1.013,1.099,0.0,0.0,0.0,1.36,2.0,0.0,1.0,0.0,2.409,0.0,0.0,0.0,3.05,0.0,4.0,0.0,0.0,4.72,2.293,0.0,9.912,0.0,2.0,0
4.732,3.2078,0.0,0.0,3.0,0.0,3.0,40.0,2.0,0.0,2.0,0.0,3.087,0.881,9.803,0.0,0.976,1.129,0.0,0.0,0.0,1.298,1.0,0.0,0.0,0.0,2.236,-0.024,0.0,0.0,0.95,0.0,1.0,2.0,2.0,3.695,2.111,1.0,8.095,0.0,0.0,0
4.414,2.2808,0.0,0.0,0.0,0.0,0.0,35.3,0.0,1.0,0.0,0.464,2.801,0.802,9.183,2.0,0.985,1.134,0.0,0.0,0.0,1.197,1.0,0.0,0.0,0.0,2.101,-0.069,0.0,10.463,0.975,0.0,0.0,0.0,0.0,3.344,2.31,0.0,7.446,0.0,0.0,1
3.802,2.7037,0.0,0.0,1.0,0.0,0.0,21.1,2.0,1.0,0.0,0.0,2.734,1.95,8.394,0.0,0.997,1.173,0.0,0.0,0.0,1.071,0.0,0.0,0.0,0.0,1.848,0.136,0.0,0.0,2.885,0.0,0.0,3.0,4.0,2.946,2.643,2.0,6.907,0.0,0.0,0
5.284,5.2824,3.0,0.0,0.0,0.0,0.0,26.3,2.0,6.0,0.0,-1.009,4.028,2.187,10.651,10.0,1.024,1.131,0.0,0.0,0.0,1.244,0.0,0.0,0.0,0.0,2.314,0.0,0.0,23.28,2.965,0.0,0.0,0.0,0.0,4.823,2.709,0.0,9.752,0.0,0.0,0
4.876,3.0864,0.0,0.0,0.0,0.0,2.0,41.7,0.0,4.0,0.0,-0.858,3.571,1.59,10.236,10.0,1.03,1.121,0.0,0.0,0.0,1.203,1.0,0.0,0.0,0.0,2.297,0.001,0.0,22.051,2.573,0.0,0.0,0.0,0.0,3.755,2.833,0.0,8.591,2.0,0.0,1
4.644,3.9071,0.0,0.0,0.0,0.0,0.0,31.6,2.0,3.0,0.0,-0.104,3.082,1.837,9.467,5.0,1.021,1.142,0.0,0.0,0.0,1.149,0.0,0.0,0.0,0.0,2.084,0.049,0.0,10.469,2.732,0.0,0.0,0.0,1.0,3.525,3.093,0.0,7.886,0.0,0.0,1
5.313,3.4571,1.0,0.0,0.0,0.0,2.0,35.3,0.0,4.0,0.0,0.0,3.509,1.16,10.388,8.0,1.061,1.118,0.0,0.0,0.0,1.219,1.0,0.0,0.0,0.0,2.311,-0.008,0.0,20.836,1.833,0.0,2.0,0.0,2.0,4.735,3.477,0.0,9.513,0.0,0.0,1
5.313,2.7782,0.0,0.0,0.0,1.0,2.0,40.0,4.0,1.0,0.0,0.0,3.564,1.697,10.592,2.0,0.976,1.125,0.0,0.0,0.0,1.274,1.0,0.0,0.0,0.0,2.329,-0.001,0.0,10.535,2.986,0.0,0.0,0.0,0.0,3.692,2.161,0.0,8.482,0.0,0.0,0
4.619,2.6198,2.0,0.0,0.0,0.0,2.0,45.5,0.0,2.0,0.0,0.0,4.594,2.305,9.896,5.0,1.021,1.098,0.0,0.0,0.0,1.412,1.0,0.0,1.0,0.0,2.208,0.001,0.0,0.0,4.243,0.0,2.0,0.0,0.0,10.695,2.326,0.0,14.223,0.0,2.0,0
5.665,2.2521,1.0,0.0,0.0,1.0,3.0,54.3,0.0,0.0,0.0,0.0,4.0,0.432,10.89,0.0,0.983,1.093,0.0,0.0,0.0,1.345,3.0,0.0,1.0,0.0,2.49,0.0,0.0,0.0,1.839,0.0,0.0,0.0,0.0,4.0,2.018,0.0,9.166,0.0,1.0,0
4.971,2.3195,2.0,0.0,0.0,0.0,3.0,52.0,0.0,0.0,0.0,0.0,3.837,0.648,10.338,0.0,0.998,1.095,0.0,0.0,0.0,1.352,2.0,0.0,1.0,0.0,2.322,0.0,0.0,0.0,2.758,0.0,1.0,0.0,0.0,3.926,2.17,0.0,9.118,0.0,2.0,0
5.493,2.107,0.0,0.0,0.0,6.0,18.0,40.0,21.0,3.0,0.0,0.0,4.889,0.97,12.308,12.0,0.974,1.125,0.0,0.0,0.0,1.283,4.0,0.0,0.0,0.0,2.525,0.0,0.0,0.0,3.898,0.0,3.0,0.0,3.0,3.956,2.0,0.0,9.962,0.0,0.0,0
4.377,2.8894,1.0,0.0,0.0,0.0,0.0,28.6,2.0,1.0,0.0,0.0,4.312,2.246,9.253,2.0,0.968,1.129,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,2.029,-0.02,0.0,11.241,3.316,0.0,0.0,0.0,0.0,10.355,2.055,0.0,14.025,0.0,0.0,0
4.675,1.7703,0.0,0.0,2.0,0.0,0.0,33.3,0.0,0.0,4.0,0.0,3.343,0.0,9.971,0.0,0.967,1.141,0.0,0.0,0.0,1.185,2.0,0.0,0.0,0.0,2.236,0.001,0.0,0.0,2.829,0.0,0.0,4.0,1.0,3.269,1.551,1.0,7.764,0.0,0.0,1
4.843,3.0136,2.0,0.0,1.0,0.0,3.0,40.9,1.0,1.0,3.0,-0.043,3.715,1.662,10.166,2.0,1.022,1.121,0.0,0.0,0.0,1.285,1.0,0.0,1.0,0.0,2.283,-0.002,0.0,10.99,2.652,0.0,3.0,3.0,1.0,4.05,2.607,1.0,9.03,0.0,2.0,0
4.343,3.3851,0.0,0.0,0.0,0.0,0.0,28.6,0.0,4.0,0.0,-2.153,3.013,1.5,9.309,4.0,1.069,1.149,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,2.0,-0.092,0.0,19.281,2.682,0.0,0.0,0.0,2.0,3.408,4.042,0.0,7.893,0.0,0.0,1
5.408,2.3533,0.0,0.0,6.0,0.0,6.0,43.5,4.0,2.0,6.0,-0.202,4.087,1.289,11.084,8.0,0.993,1.121,0.0,0.0,0.0,1.276,6.0,0.0,0.0,0.0,2.553,0.0,0.0,26.148,1.71,0.0,2.0,8.0,2.0,3.991,2.292,2.0,9.158,0.0,0.0,0
4.982,2.8025,0.0,0.0,2.0,0.0,2.0,50.0,0.0,2.0,2.0,-0.601,3.38,0.762,10.226,6.0,1.033,1.109,0.0,0.0,0.0,1.261,3.0,0.0,0.0,0.0,2.424,0.004,0.0,21.888,1.027,0.0,0.0,2.0,1.0,3.853,2.833,1.0,8.508,0.0,0.0,1
4.931,2.9714,0.0,0.0,3.0,0.0,3.0,41.2,0.0,2.0,6.0,0.0,3.507,1.028,10.239,4.0,1.05,1.137,0.0,1.0,0.0,1.273,3.0,0.0,0.0,1.0,2.375,-0.002,0.0,20.668,1.723,0.0,1.0,6.0,1.0,3.966,2.875,3.0,8.841,0.0,0.0,0
4.235,3.0785,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,2.975,1.975,9.118,2.0,0.989,1.15,0.0,0.0,0.0,1.137,0.0,0.0,0.0,0.0,1.962,0.043,0.0,0.0,3.449,0.0,0.0,0.0,1.0,3.112,2.315,0.0,7.316,0.0,0.0,1
4.543,2.7023,0.0,0.0,0.0,0.0,1.0,42.9,1.0,2.0,0.0,-0.242,3.309,1.705,9.722,3.0,1.003,1.119,0.0,0.0,0.0,1.241,1.0,0.0,0.0,0.0,2.166,-0.008,0.0,10.395,2.905,0.0,0.0,0.0,0.0,3.573,2.485,0.0,8.245,0.0,0.0,1
4.651,3.0402,2.0,0.0,0.0,0.0,0.0,33.3,0.0,1.0,0.0,0.498,3.349,0.906,9.773,2.0,1.05,1.117,0.0,0.0,0.0,1.331,1.0,0.0,1.0,0.0,2.278,0.046,0.0,10.529,1.017,0.0,0.0,2.0,0.0,4.116,2.785,1.0,8.818,0.0,1.0,0
4.782,3.3148,0.0,0.0,1.0,0.0,2.0,38.9,0.0,3.0,2.0,0.0,3.37,1.273,9.947,6.0,1.041,1.132,0.0,1.0,0.0,1.211,1.0,0.0,0.0,0.0,2.251,-0.008,0.0,20.331,1.951,0.0,2.0,2.0,0.0,3.834,2.985,1.0,8.549,0.0,0.0,0
4.562,3.1562,1.0,0.0,1.0,0.0,2.0,42.9,0.0,0.0,2.0,0.0,3.202,0.875,9.54,0.0,1.005,1.121,0.0,0.0,0.0,1.308,1.0,0.0,1.0,0.0,2.17,0.045,0.0,0.0,1.14,0.0,2.0,2.0,2.0,3.87,2.431,1.0,8.463,0.0,1.0,0
4.77,3.3541,0.0,0.0,2.0,0.0,2.0,37.5,0.0,2.0,4.0,0.0,3.288,1.185,9.882,4.0,1.039,1.14,0.0,1.0,0.0,1.224,1.0,0.0,0.0,0.0,2.236,0.015,0.0,20.154,1.74,0.0,2.0,4.0,2.0,3.832,3.133,2.0,8.506,0.0,0.0,0
4.0,2.1142,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,1.0,0.0,2.585,0.0,8.623,0.0,0.972,1.151,0.0,0.0,0.0,1.138,1.0,0.0,0.0,0.0,2.0,0.112,0.0,0.0,0.667,0.0,0.0,2.0,1.0,3.033,1.667,1.0,6.823,0.0,0.0,1
5.125,3.3889,0.0,0.0,0.0,1.0,0.0,30.8,5.0,0.0,0.0,0.0,2.821,1.299,10.01,0.0,0.96,1.144,0.0,0.0,0.0,1.246,0.0,0.0,0.0,0.0,2.149,-0.062,0.0,0.0,2.097,0.0,0.0,0.0,0.0,3.283,1.76,0.0,7.401,0.0,0.0,0
4.414,2.1543,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,2.736,0.802,9.183,0.0,0.97,1.149,0.0,0.0,0.0,1.165,1.0,0.0,0.0,0.0,2.101,-0.064,0.0,0.0,0.975,0.0,0.0,2.0,2.0,3.143,1.833,1.0,7.083,0.0,0.0,1
4.675,2.4203,0.0,0.0,0.0,0.0,2.0,52.2,0.0,1.0,0.0,0.0,3.495,0.0,9.971,4.0,0.989,1.099,0.0,0.0,0.0,1.306,2.0,0.0,0.0,0.0,2.236,0.001,0.0,0.0,2.829,0.0,2.0,0.0,0.0,3.664,2.064,0.0,8.488,0.0,0.0,0
4.732,2.9815,0.0,0.0,0.0,0.0,1.0,47.4,1.0,0.0,0.0,1.121,3.102,1.187,9.642,0.0,0.969,1.109,0.0,0.0,0.0,1.324,1.0,0.0,0.0,0.0,2.194,-0.024,0.0,0.0,1.659,0.0,0.0,0.0,0.0,3.632,2.037,0.0,8.078,0.0,0.0,0
4.869,3.2685,0.0,0.0,0.0,0.0,3.0,40.9,1.0,3.0,0.0,0.0,3.404,1.528,10.009,6.0,1.018,1.123,0.0,0.0,0.0,1.22,1.0,0.0,0.0,0.0,2.29,0.004,0.0,10.337,1.945,0.0,2.0,0.0,1.0,3.743,2.75,0.0,8.362,0.0,0.0,1
4.334,3.1387,0.0,0.0,0.0,0.0,0.0,26.3,2.0,2.0,0.0,0.0,2.746,1.557,8.944,2.0,0.998,1.153,0.0,0.0,0.0,1.099,0.0,0.0,0.0,0.0,1.97,0.135,0.0,0.0,2.195,0.0,0.0,0.0,1.0,3.114,2.548,0.0,7.098,0.0,0.0,1
5.391,3.7046,1.0,0.0,0.0,0.0,0.0,26.7,8.0,4.0,0.0,0.0,3.838,1.735,10.648,12.0,0.979,1.139,0.0,0.0,0.0,1.532,0.0,0.0,0.0,0.0,2.358,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,5.127,2.108,0.0,9.921,0.0,0.0,1
4.17,2.2197,0.0,0.0,0.0,0.0,0.0,27.3,1.0,2.0,0.0,0.0,2.507,1.393,8.723,1.0,1.028,1.151,0.0,0.0,0.0,1.018,1.0,0.0,0.0,0.0,2.214,-0.228,0.0,0.0,1.542,0.0,0.0,0.0,1.0,3.325,2.767,0.0,7.303,0.0,0.0,1
4.527,3.7942,0.0,0.0,0.0,0.0,0.0,32.5,4.0,4.0,0.0,-0.117,4.14,3.427,10.56,10.0,0.981,1.14,0.0,0.0,0.0,1.184,0.0,0.0,0.0,0.0,2.13,0.0,0.0,23.699,9.594,0.0,0.0,0.0,0.0,3.393,2.086,0.0,8.693,0.0,0.0,1
