checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
0,18.0,3,4,6260.0,2,1,3.0,3,2,3.0,3,28.0,1,2,1.0,3,1.0,0,1,1
3,60.0,3,6,10144.0,0,1,2.0,0,2,4.0,3,21.0,1,1,1.0,1,1.0,1,1,1
0,36.0,1,9,5800.0,2,0,3.0,3,2,4.0,0,34.0,1,1,2.0,1,1.0,1,1,1
3,24.0,2,4,717.0,4,3,4.0,2,2,4.0,0,54.0,1,1,2.0,1,1.0,1,1,1
1,48.0,3,6,6758.0,2,0,3.0,0,2,2.0,0,31.0,1,1,1.0,1,1.0,1,1,0
1,48.0,1,9,6331.0,2,3,4.0,3,2,4.0,2,46.0,1,0,2.0,1,1.0,1,1,0
1,21.0,3,6,1835.0,2,0,3.0,0,2,2.0,3,25.0,1,1,2.0,1,1.0,1,1,0
3,12.0,3,4,2390.0,4,3,4.0,3,2,3.0,0,50.0,1,1,1.0,1,1.0,1,1,1
2,6.0,2,6,683.0,2,2,2.0,0,2,1.0,1,29.0,0,1,1.0,1,1.0,0,1,1
3,24.0,1,4,2022.0,2,0,4.0,0,2,4.0,0,37.0,1,1,1.0,1,1.0,1,1,1
3,15.0,1,6,1829.0,2,3,4.0,3,2,4.0,0,46.0,1,1,2.0,1,1.0,1,1,1
3,22.0,3,6,2675.0,1,3,3.0,3,2,4.0,0,40.0,1,1,1.0,1,1.0,0,1,1
3,12.0,1,3,1402.0,1,1,3.0,0,2,4.0,0,37.0,1,2,1.0,1,1.0,1,1,1
1,24.0,3,4,1285.0,4,1,4.0,0,2,4.0,2,32.0,1,2,1.0,1,1.0,0,1,0
3,24.0,1,6,2684.0,2,0,4.0,3,2,2.0,3,35.0,1,1,2.0,3,1.0,0,1,1
3,24.0,2,0,2978.0,4,0,4.0,3,2,4.0,3,32.0,1,1,2.0,1,2.0,1,1,1
3,27.0,3,4,2570.0,2,0,3.0,0,2,3.0,3,21.0,1,2,1.0,1,1.0,0,1,0
0,12.0,3,7,639.0,2,0,4.0,3,2,2.0,0,30.0,1,1,1.0,1,1.0,0,1,0
3,6.0,3,8,1238.0,4,4,4.0,3,2,4.0,1,36.0,1,1,1.0,0,2.0,1,1,1
0,18.0,1,0,3590.0,2,4,3.0,2,2,3.0,0,40.0,1,1,3.0,2,2.0,1,1,1
3,24.0,3,6,3105.0,4,2,4.0,3,2,2.0,0,25.0,1,1,2.0,1,1.0,0,1,1
3,24.0,1,9,5804.0,3,0,4.0,3,2,2.0,3,27.0,1,1,2.0,1,1.0,0,1,1
0,6.0,3,6,753.0,2,0,2.0,0,1,3.0,3,64.0,1,1,1.0,1,1.0,0,1,1
3,21.0,3,3,2241.0,2,3,4.0,3,2,2.0,3,50.0,1,1,2.0,1,1.0,0,1,1
3,14.0,2,4,802.0,2,0,4.0,3,2,2.0,0,27.0,1,1,2.0,3,1.0,0,1,1
3,24.0,3,4,3757.0,2,3,4.0,0,0,4.0,2,62.0,1,0,1.0,1,1.0,1,1,1
0,9.0,1,6,1154.0,2,3,2.0,3,2,4.0,3,37.0,1,1,3.0,3,1.0,0,1,1
0,36.0,2,4,2225.0,2,3,4.0,3,2,4.0,2,57.0,0,0,2.0,1,1.0,1,1,0
1,9.0,3,4,1422.0,2,2,3.0,3,2,2.0,2,27.0,1,0,1.0,0,1.0,1,1,0
0,24.0,3,6,2896.0,0,2,2.0,3,2,1.0,0,29.0,1,1,1.0,1,1.0,0,1,1
3,24.0,1,9,2346.0,2,1,4.0,3,2,3.0,0,35.0,1,1,2.0,1,1.0,1,1,1
0,20.0,3,9,6468.0,4,4,1.0,1,2,4.0,3,60.0,1,1,1.0,0,1.0,1,1,1
0,12.0,3,6,1567.0,2,0,1.0,0,2,1.0,0,22.0,1,1,1.0,1,1.0,1,1,1
3,12.0,1,0,1185.0,2,0,3.0,0,2,2.0,3,27.0,1,1,2.0,1,1.0,0,1,1
0,30.0,4,0,4221.0,2,0,2.0,0,2,1.0,0,28.0,1,1,2.0,1,1.0,0,1,1
3,11.0,3,0,2142.0,3,3,1.0,1,2,2.0,3,28.0,1,1,1.0,1,1.0,1,1,1
3,24.0,1,6,5103.0,2,2,3.0,2,2,3.0,2,47.0,1,0,3.0,1,1.0,1,1,1
1,21.0,1,4,571.0,2,3,4.0,3,2,4.0,3,65.0,1,1,2.0,1,1.0,0,1,1
0,36.0,3,6,2323.0,2,1,4.0,3,2,4.0,0,24.0,1,2,1.0,1,1.0,0,1,1
1,6.0,1,4,1361.0,2,2,2.0,3,2,4.0,3,40.0,1,1,1.0,3,2.0,0,0,1
1,18.0,3,6,2600.0,2,0,4.0,3,2,4.0,2,65.0,1,0,2.0,1,1.0,0,1,0
0,24.0,1,3,4736.0,2,2,2.0,0,2,4.0,0,25.0,0,1,1.0,3,1.0,0,1,0
3,13.0,3,6,1409.0,0,4,2.0,0,2,4.0,3,64.0,1,1,1.0,1,1.0,0,1,1
0,24.0,3,4,1355.0,2,2,3.0,0,2,4.0,0,25.0,1,1,1.0,3,1.0,1,1,0
1,15.0,2,3,3643.0,2,3,1.0,0,2,4.0,1,27.0,1,1,2.0,3,1.0,0,1,1
0,36.0,3,3,9034.0,0,2,4.0,3,0,1.0,2,29.0,1,2,1.0,0,1.0,1,1,0
3,27.0,3,7,5190.0,4,3,4.0,3,2,4.0,1,48.0,1,1,4.0,1,2.0,1,1,1
1,12.0,3,1,741.0,0,4,4.0,0,2,3.0,1,22.0,1,1,1.0,1,1.0,0,1,0
0,12.0,1,3,3617.0,2,3,1.0,3,2,4.0,0,28.0,1,2,3.0,1,1.0,1,1,1
3,12.0,3,4,3527.0,4,2,2.0,3,2,3.0,1,45.0,1,1,1.0,0,2.0,1,1,1
0,18.0,3,6,3213.0,1,2,1.0,2,2,3.0,3,25.0,1,2,1.0,1,1.0,0,1,1
0,18.0,2,3,4297.0,2,3,4.0,1,2,3.0,2,40.0,1,1,1.0,0,1.0,1,1,0
0,36.0,3,9,6948.0,2,0,2.0,3,2,2.0,0,35.0,1,2,1.0,0,1.0,1,1,1
0,20.0,4,9,6148.0,0,3,3.0,2,2,4.0,0,31.0,0,1,2.0,1,1.0,1,1,1
1,36.0,1,9,9629.0,2,1,4.0,3,2,4.0,0,24.0,1,1,2.0,1,1.0,1,1,0
1,24.0,4,3,4110.0,2,3,3.0,3,2,4.0,2,23.0,0,2,2.0,1,2.0,0,1,0
1,18.0,3,6,1345.0,2,0,4.0,2,2,3.0,3,26.0,0,1,1.0,1,1.0,0,1,0
3,24.0,2,0,8648.0,2,2,2.0,3,2,2.0,0,27.0,0,1,2.0,1,1.0,1,1,0
1,18.0,3,6,2389.0,2,2,4.0,0,2,1.0,0,27.0,2,1,1.0,1,1.0,0,1,1
3,6.0,1,6,1237.0,0,0,1.0,0,2,1.0,1,27.0,1,1,2.0,1,1.0,0,1,1
1,45.0,4,0,11816.0,2,3,2.0,3,2,4.0,0,29.0,1,2,2.0,1,1.0,0,1,0
1,30.0,1,9,6187.0,0,1,1.0,2,2,4.0,0,24.0,1,2,2.0,1,1.0,0,1,1
0,42.0,1,0,5954.0,2,1,2.0,0,2,1.0,3,41.0,0,1,2.0,3,1.0,0,1,1
0,45.0,3,6,3031.0,0,0,4.0,3,1,4.0,1,21.0,1,2,1.0,1,1.0,0,1,0
0,48.0,4,0,14421.0,2,0,2.0,3,2,2.0,0,25.0,1,1,1.0,1,1.0,1,1,0
0,36.0,2,0,9857.0,0,1,1.0,3,2,3.0,1,31.0,1,1,2.0,3,2.0,1,1,1
1,6.0,3,4,14896.0,2,3,1.0,3,2,4.0,2,68.0,0,1,1.0,0,1.0,1,1,0
3,36.0,3,2,9055.0,4,0,2.0,3,2,4.0,2,35.0,1,0,1.0,3,2.0,1,1,1
1,24.0,3,9,2964.0,4,3,4.0,3,2,4.0,2,49.0,0,0,1.0,1,2.0,1,1,1
1,6.0,1,3,1872.0,2,4,4.0,3,2,4.0,2,36.0,1,0,3.0,0,1.0,1,1,1
3,33.0,2,0,2764.0,2,0,2.0,0,2,2.0,0,26.0,1,1,2.0,1,1.0,1,1,1
3,10.0,3,2,727.0,1,3,4.0,3,2,4.0,2,46.0,1,0,1.0,1,1.0,1,1,1
3,60.0,3,4,6527.0,4,0,4.0,3,2,4.0,2,34.0,1,0,1.0,1,2.0,1,1,1
3,12.0,3,4,640.0,2,0,4.0,1,2,2.0,3,49.0,1,1,1.0,3,1.0,0,1,1
1,15.0,3,1,1275.0,4,0,4.0,0,2,2.0,0,24.0,1,2,1.0,1,1.0,0,1,0
0,27.0,1,6,2520.0,1,0,4.0,3,2,2.0,1,23.0,1,1,2.0,3,1.0,0,1,0
3,18.0,2,6,2320.0,2,4,2.0,2,2,3.0,3,34.0,1,1,2.0,1,1.0,0,1,1
3,36.0,1,3,7127.0,2,2,2.0,0,2,4.0,1,23.0,1,2,2.0,1,1.0,1,1,0
0,15.0,1,6,2728.0,4,1,4.0,3,1,2.0,3,35.0,0,1,3.0,1,1.0,1,1,1
0,18.0,3,0,4439.0,2,3,1.0,3,0,1.0,3,33.0,0,1,1.0,0,1.0,1,1,1
3,21.0,3,4,2782.0,1,1,1.0,0,2,2.0,0,31.0,0,1,1.0,0,1.0,0,1,1
3,36.0,1,9,11054.0,4,0,4.0,3,2,2.0,0,30.0,1,1,1.0,0,1.0,1,1,1
1,21.0,3,4,3763.0,4,1,2.0,3,0,2.0,3,24.0,1,1,1.0,3,1.0,0,0,1
3,12.0,3,6,2279.0,4,0,4.0,3,2,4.0,2,37.0,1,0,1.0,1,1.0,1,1,1
0,24.0,3,3,4351.0,4,0,1.0,0,2,4.0,1,48.0,1,1,1.0,3,1.0,1,1,1
3,18.0,3,6,4594.0,2,2,3.0,3,2,2.0,0,32.0,1,1,1.0,1,1.0,1,1,1
3,24.0,3,3,5511.0,0,0,4.0,3,2,1.0,0,25.0,2,1,1.0,1,1.0,0,1,1
1,24.0,1,9,2957.0,2,3,4.0,3,2,4.0,1,63.0,1,1,2.0,1,1.0,1,1,1
1,6.0,1,6,1169.0,4,3,4.0,3,2,4.0,3,67.0,1,1,2.0,1,1.0,1,1,1
3,48.0,3,0,3914.0,4,0,4.0,1,2,2.0,3,38.0,0,1,1.0,1,1.0,0,1,0
3,15.0,2,3,960.0,3,1,3.0,0,2,2.0,1,30.0,1,1,2.0,1,1.0,0,1,1
1,12.0,0,6,626.0,2,0,4.0,0,2,4.0,3,24.0,0,1,1.0,3,1.0,0,1,0
1,18.0,2,2,8471.0,4,0,1.0,0,2,2.0,0,23.0,1,2,2.0,1,1.0,1,1,1
0,8.0,3,6,1414.0,2,0,4.0,3,1,2.0,3,33.0,1,1,1.0,1,1.0,0,0,1
1,6.0,3,4,1374.0,4,4,4.0,0,2,3.0,1,75.0,1,1,1.0,0,1.0,1,1,1
0,36.0,3,4,12389.0,4,0,1.0,3,2,4.0,2,37.0,1,0,1.0,1,1.0,1,1,0
0,12.0,3,6,2930.0,2,1,2.0,0,2,1.0,3,27.0,1,1,1.0,1,1.0,0,1,1
3,24.0,3,9,6313.0,4,3,3.0,3,2,4.0,0,41.0,1,1,1.0,0,2.0,1,1,1
2,9.0,3,6,745.0,2,0,3.0,0,2,2.0,3,28.0,1,1,1.0,3,1.0,0,1,0
0,11.0,2,6,4771.0,2,1,2.0,3,2,4.0,1,51.0,1,1,1.0,1,1.0,0,1,1
1,6.0,3,2,448.0,2,2,4.0,0,2,4.0,1,23.0,1,1,1.0,1,1.0,0,1,0
3,9.0,3,6,1478.0,2,1,4.0,3,2,2.0,0,22.0,1,1,1.0,1,1.0,0,1,0
3,12.0,3,6,1493.0,2,2,4.0,0,2,3.0,0,34.0,1,1,1.0,1,2.0,0,1,1
2,6.0,3,3,2116.0,2,0,2.0,3,2,2.0,3,41.0,1,1,1.0,1,1.0,1,1,1
0,8.0,3,6,760.0,2,1,4.0,0,1,2.0,3,44.0,1,1,1.0,3,1.0,0,1,1
3,12.0,3,6,2073.0,0,0,4.0,0,0,2.0,3,28.0,1,1,1.0,1,1.0,0,1,1
3,12.0,1,6,1934.0,2,3,2.0,3,2,2.0,2,26.0,1,1,2.0,1,1.0,0,1,1
3,36.0,3,0,7409.0,4,3,3.0,3,2,2.0,1,37.0,1,1,2.0,1,1.0,0,1,1
0,12.0,3,6,625.0,2,2,4.0,2,1,1.0,3,26.0,0,1,1.0,3,1.0,0,1,1
1,24.0,3,9,2910.0,2,1,2.0,3,2,1.0,2,34.0,1,0,1.0,0,1.0,1,1,1
1,12.0,3,8,902.0,2,1,4.0,2,2,4.0,1,21.0,1,2,1.0,1,1.0,0,1,0
1,18.0,1,7,1190.0,2,4,2.0,0,2,4.0,2,55.0,1,0,3.0,2,2.0,0,1,0
0,24.0,2,4,1965.0,4,0,4.0,0,2,4.0,0,42.0,1,2,2.0,1,1.0,1,1,1
1,27.0,1,0,2442.0,2,3,4.0,3,2,4.0,0,43.0,2,1,4.0,0,2.0,1,1,1
1,6.0,3,4,662.0,2,2,3.0,3,2,4.0,3,41.0,1,1,1.0,3,2.0,1,1,1
0,6.0,3,7,454.0,2,2,3.0,2,2,1.0,1,22.0,1,1,1.0,3,1.0,0,1,1
1,18.0,3,2,750.0,2,4,4.0,0,2,1.0,3,27.0,1,1,1.0,2,1.0,0,1,0
3,9.0,1,4,1224.0,2,0,3.0,3,2,1.0,3,30.0,1,1,2.0,1,1.0,0,1,1
3,24.0,3,6,3430.0,1,3,3.0,3,2,2.0,0,31.0,1,1,1.0,1,2.0,1,1,1
1,48.0,3,4,3931.0,2,1,4.0,3,2,4.0,2,46.0,1,0,1.0,1,2.0,0,1,0
3,18.0,1,4,1055.0,2,2,4.0,0,2,1.0,1,30.0,1,1,2.0,1,1.0,0,1,1
3,12.0,1,6,618.0,2,3,4.0,3,2,4.0,3,56.0,1,1,1.0,1,1.0,0,1,1
0,24.0,2,3,2333.0,4,2,4.0,3,2,2.0,1,29.0,0,1,1.0,3,1.0,0,1,1
0,12.0,3,6,766.0,1,0,4.0,3,2,3.0,3,66.0,1,1,1.0,3,1.0,0,1,0
3,10.0,3,8,894.0,4,1,4.0,0,2,3.0,1,40.0,1,1,1.0,1,1.0,1,1,1
3,21.0,3,6,3160.0,4,3,4.0,3,2,3.0,1,41.0,1,1,1.0,1,1.0,1,1,1
2,12.0,0,6,409.0,3,0,3.0,0,2,3.0,3,42.0,1,2,2.0,1,1.0,0,1,1
2,24.0,1,4,1344.0,4,1,4.0,3,2,2.0,3,37.0,0,1,2.0,3,2.0,0,1,0
3,6.0,1,6,1740.0,2,3,2.0,2,2,2.0,3,30.0,1,2,2.0,1,1.0,0,1,1
0,18.0,1,3,1928.0,2,2,2.0,3,2,2.0,3,31.0,1,1,2.0,3,1.0,0,1,0
3,24.0,1,4,2463.0,0,1,4.0,2,2,3.0,1,27.0,1,1,2.0,1,1.0,1,1,1
0,20.0,2,5,2629.0,2,0,2.0,3,2,3.0,0,29.0,0,1,2.0,1,1.0,1,1,1
3,12.0,1,6,2331.0,4,3,1.0,3,0,4.0,3,49.0,1,1,1.0,1,1.0,1,1,1
3,9.0,1,6,3074.0,4,0,1.0,3,2,2.0,3,33.0,1,1,2.0,1,2.0,0,1,1
1,36.0,3,4,9271.0,2,1,2.0,3,2,1.0,0,24.0,1,1,1.0,1,1.0,1,1,0
1,12.0,0,6,2149.0,2,0,4.0,1,2,1.0,2,29.0,1,0,1.0,1,1.0,0,1,0
2,10.0,1,6,1347.0,4,1,4.0,3,2,2.0,1,27.0,1,1,2.0,1,1.0,1,1,1
3,12.0,2,7,1555.0,3,3,4.0,3,2,4.0,2,55.0,1,0,2.0,1,2.0,0,1,0
0,48.0,0,0,6416.0,2,3,4.0,0,2,3.0,2,59.0,1,2,1.0,1,1.0,0,1,0
1,15.0,1,3,1433.0,2,0,4.0,0,2,3.0,1,25.0,1,2,2.0,1,1.0,0,1,1
3,12.0,3,4,1884.0,2,3,4.0,3,2,4.0,0,39.0,1,1,1.0,0,1.0,1,1,1
0,24.0,3,4,1246.0,2,2,4.0,3,2,2.0,3,23.0,2,1,1.0,3,1.0,0,1,0
0,48.0,4,0,12204.0,4,0,2.0,3,2,2.0,0,48.0,0,1,1.0,0,1.0,1,1,1
0,36.0,3,6,4795.0,2,2,4.0,0,2,1.0,2,30.0,1,1,1.0,0,1.0,1,1,1
3,36.0,2,0,9572.0,2,2,1.0,1,2,1.0,0,28.0,1,1,2.0,1,1.0,0,1,0
3,48.0,0,0,3609.0,2,0,1.0,0,2,1.0,3,27.0,2,1,1.0,1,1.0,0,1,1
1,48.0,3,0,4308.0,2,2,3.0,0,2,4.0,1,24.0,1,2,1.0,1,1.0,0,1,0
0,6.0,1,8,932.0,4,1,1.0,0,2,3.0,1,39.0,1,1,2.0,3,1.0,0,1,1
2,12.0,2,4,2247.0,2,0,2.0,0,2,2.0,0,36.0,2,1,2.0,1,1.0,1,1,1
2,36.0,3,6,5848.0,2,0,4.0,3,2,1.0,0,24.0,1,1,1.0,1,1.0,0,1,1
3,12.0,0,8,3447.0,1,0,4.0,0,2,3.0,3,35.0,1,1,1.0,3,2.0,0,1,1
3,12.0,3,9,1413.0,3,1,3.0,3,2,2.0,1,55.0,1,1,1.0,1,1.0,0,0,1
0,12.0,3,0,841.0,0,1,2.0,0,2,4.0,3,23.0,1,2,1.0,3,1.0,0,1,1
3,24.0,2,0,2375.0,1,0,4.0,3,2,2.0,0,44.0,1,1,2.0,1,2.0,1,1,1
1,24.0,0,4,2325.0,0,1,2.0,3,2,3.0,0,32.0,0,1,1.0,1,1.0,0,1,1
2,12.0,3,6,1297.0,2,0,3.0,2,2,4.0,3,23.0,1,2,1.0,1,1.0,0,1,1
0,11.0,1,4,1322.0,3,0,4.0,0,2,4.0,0,40.0,1,1,2.0,1,1.0,0,1,1
3,4.0,1,4,3380.0,2,1,1.0,0,2,1.0,3,37.0,1,1,1.0,1,2.0,0,1,1
1,36.0,2,0,2145.0,2,1,2.0,3,2,1.0,0,24.0,1,1,2.0,1,1.0,1,1,0
3,12.0,3,4,1101.0,2,0,3.0,2,2,2.0,3,27.0,1,1,2.0,1,1.0,1,1,1
3,24.0,3,4,1469.0,0,3,4.0,2,2,4.0,3,41.0,1,2,1.0,3,1.0,0,1,1
0,9.0,1,3,1919.0,2,1,4.0,3,2,3.0,0,35.0,1,2,1.0,1,1.0,1,1,1
3,12.0,1,6,717.0,2,3,4.0,3,2,4.0,3,52.0,1,1,3.0,1,1.0,0,1,1
3,12.0,1,6,930.0,4,3,4.0,3,2,4.0,3,65.0,1,1,4.0,1,1.0,0,1,1
3,36.0,3,3,10974.0,2,4,4.0,0,2,2.0,0,26.0,1,1,2.0,0,1.0,1,1,0
0,30.0,3,3,3832.0,2,2,2.0,2,2,1.0,1,22.0,1,1,1.0,1,1.0,0,1,1
1,15.0,3,6,1053.0,2,2,4.0,2,2,2.0,3,27.0,1,1,1.0,1,1.0,0,0,1
2,12.0,3,6,3016.0,2,0,3.0,2,2,1.0,0,24.0,1,1,1.0,1,1.0,0,1,1
0,10.0,3,3,1521.0,2,0,4.0,1,2,2.0,0,31.0,1,1,1.0,3,1.0,0,1,1
2,18.0,3,6,2100.0,2,0,4.0,3,0,2.0,3,37.0,2,1,1.0,1,1.0,0,1,0
2,12.0,3,3,1474.0,2,2,4.0,0,2,1.0,1,33.0,0,1,1.0,0,1.0,1,1,1
3,24.0,1,5,6314.0,2,4,4.0,3,0,2.0,2,27.0,0,1,2.0,0,1.0,1,1,1
0,30.0,3,4,2150.0,2,0,4.0,0,1,2.0,2,24.0,0,1,1.0,1,1.0,0,1,0
1,24.0,1,0,1382.0,0,1,4.0,3,2,1.0,3,26.0,1,1,2.0,1,1.0,1,1,1
1,12.0,3,4,1274.0,2,2,3.0,0,2,1.0,3,37.0,1,1,1.0,3,1.0,0,1,0
1,24.0,3,4,3123.0,2,2,4.0,0,2,1.0,1,27.0,1,1,1.0,1,1.0,0,1,0
3,48.0,1,9,2751.0,4,3,4.0,3,2,3.0,0,38.0,1,1,2.0,1,2.0,1,1,1
0,9.0,3,4,276.0,2,0,4.0,2,2,4.0,3,22.0,1,2,1.0,3,1.0,0,1,1
1,18.0,1,6,1880.0,2,1,4.0,2,2,1.0,1,32.0,1,1,2.0,0,1.0,1,1,1
3,18.0,1,6,1149.0,3,0,4.0,3,2,3.0,3,46.0,1,1,2.0,1,1.0,0,1,1
0,24.0,3,9,4113.0,1,2,3.0,0,2,4.0,0,28.0,1,2,1.0,1,1.0,0,1,0
1,18.0,1,4,5302.0,2,3,2.0,3,2,4.0,2,36.0,1,0,3.0,0,1.0,1,1,1
3,12.0,3,4,1386.0,1,0,2.0,0,2,2.0,1,26.0,1,1,1.0,1,1.0,0,1,0
3,36.0,1,9,10477.0,4,3,2.0,3,2,4.0,2,42.0,1,0,2.0,1,1.0,0,1,1
3,6.0,0,4,783.0,4,0,1.0,3,1,2.0,3,26.0,2,1,1.0,3,2.0,0,1,1
1,30.0,3,6,2522.0,2,3,1.0,3,1,3.0,1,39.0,1,1,1.0,1,2.0,0,1,1
1,21.0,3,6,3357.0,3,2,4.0,0,2,2.0,0,29.0,0,1,1.0,1,1.0,0,1,1
3,30.0,3,6,2333.0,1,3,4.0,3,2,2.0,0,30.0,0,1,1.0,0,1.0,0,1,1
1,36.0,1,3,5371.0,2,0,3.0,3,1,2.0,1,28.0,1,1,2.0,1,1.0,0,1,1
1,12.0,1,9,1409.0,2,3,4.0,3,2,3.0,3,54.0,1,1,1.0,1,1.0,0,1,1
3,6.0,3,7,660.0,1,1,2.0,2,2,4.0,3,23.0,1,2,1.0,3,1.0,0,1,1
0,45.0,1,9,4576.0,0,4,3.0,3,2,4.0,0,27.0,1,1,1.0,1,1.0,0,1,1
1,24.0,3,4,915.0,4,3,4.0,0,2,2.0,0,29.0,0,1,1.0,1,1.0,0,1,0
3,24.0,3,3,2835.0,1,3,3.0,3,2,4.0,1,53.0,1,1,1.0,1,1.0,0,1,1
1,12.0,3,3,1858.0,2,2,4.0,0,2,1.0,0,22.0,1,2,1.0,1,1.0,0,1,1
1,48.0,1,9,6143.0,2,3,4.0,0,2,4.0,2,58.0,2,0,2.0,3,1.0,0,1,0
0,11.0,3,3,1577.0,3,2,4.0,0,2,1.0,3,20.0,1,1,1.0,1,1.0,0,1,1
0,9.0,3,2,1199.0,2,1,4.0,0,2,4.0,1,67.0,1,1,2.0,0,1.0,1,1,1
0,12.0,3,6,1534.0,2,2,1.0,2,2,1.0,3,23.0,1,2,1.0,1,1.0,0,1,0
3,18.0,2,0,2169.0,2,0,4.0,2,2,2.0,0,28.0,1,1,1.0,1,1.0,1,1,0
2,6.0,1,4,1299.0,2,0,1.0,3,2,1.0,3,74.0,1,1,3.0,2,2.0,0,0,1
3,15.0,3,3,2708.0,2,2,2.0,3,2,3.0,1,27.0,0,1,2.0,3,1.0,0,1,1
1,48.0,3,9,4788.0,2,1,4.0,3,2,3.0,1,26.0,1,1,1.0,1,2.0,0,1,1
1,12.0,3,3,1289.0,2,0,4.0,3,1,1.0,1,21.0,1,1,1.0,3,1.0,0,1,1
0,24.0,2,6,1553.0,0,1,3.0,0,2,2.0,1,23.0,1,2,2.0,1,1.0,1,1,1
3,18.0,1,6,1800.0,2,0,4.0,3,2,2.0,0,24.0,1,1,2.0,1,1.0,0,1,1
1,24.0,2,6,1659.0,2,2,4.0,0,2,2.0,0,29.0,1,2,1.0,3,1.0,1,1,0
3,30.0,1,6,3077.0,4,3,3.0,3,2,2.0,0,40.0,1,1,2.0,1,2.0,1,1,1
3,12.0,3,0,1076.0,2,0,2.0,2,2,2.0,3,26.0,1,1,1.0,1,1.0,1,0,1
3,10.0,3,4,1597.0,1,0,3.0,3,2,2.0,2,40.0,1,2,1.0,3,2.0,0,0,1
1,24.0,3,3,3234.0,2,2,4.0,0,2,4.0,3,23.0,1,2,1.0,3,1.0,1,1,0
3,9.0,3,6,2753.0,0,3,3.0,3,0,4.0,0,35.0,1,1,1.0,1,1.0,1,1,1
0,6.0,3,4,14555.0,4,4,1.0,3,2,2.0,1,23.0,1,1,1.0,2,1.0,1,1,0
3,18.0,1,9,3229.0,4,4,2.0,3,2,4.0,2,38.0,1,1,1.0,0,1.0,1,1,1
1,36.0,3,4,3249.0,2,1,2.0,3,2,4.0,2,39.0,0,0,1.0,0,2.0,1,1,1
3,10.0,3,6,1924.0,2,0,1.0,3,2,4.0,1,38.0,1,1,1.0,1,1.0,1,0,1
0,27.0,3,0,2528.0,2,2,4.0,0,2,1.0,1,32.0,1,1,1.0,1,2.0,1,1,1
0,12.0,3,6,1092.0,2,0,4.0,0,1,4.0,3,49.0,1,1,2.0,1,1.0,1,1,1
0,18.0,3,9,2779.0,2,0,1.0,2,2,3.0,0,21.0,1,2,1.0,1,1.0,1,1,1
3,21.0,4,4,5003.0,4,0,1.0,0,2,4.0,1,29.0,0,1,2.0,1,1.0,1,1,0
3,12.0,1,4,1255.0,2,3,4.0,3,2,4.0,3,61.0,1,1,2.0,3,1.0,0,1,1
3,24.0,3,4,1525.0,3,1,4.0,0,2,3.0,0,34.0,1,1,1.0,1,2.0,1,1,1
1,12.0,3,4,900.0,4,0,4.0,2,2,2.0,0,23.0,1,1,1.0,1,1.0,0,1,0
3,30.0,1,6,5771.0,2,1,4.0,0,2,2.0,0,25.0,1,1,2.0,1,1.0,0,1,1
3,10.0,1,4,1231.0,2,3,3.0,3,2,4.0,3,32.0,1,1,2.0,3,2.0,0,0,1
0,15.0,3,6,802.0,2,3,4.0,3,2,3.0,0,37.0,1,1,1.0,1,2.0,0,1,0
3,9.0,3,3,2301.0,0,2,2.0,0,2,4.0,1,22.0,1,2,1.0,1,1.0,0,1,1
1,6.0,3,4,1203.0,0,3,3.0,3,2,2.0,1,43.0,1,1,1.0,1,1.0,1,1,1
3,18.0,1,6,1582.0,3,3,4.0,3,2,4.0,0,46.0,1,1,2.0,1,1.0,0,1,1
0,18.0,1,3,6361.0,2,3,2.0,3,2,1.0,2,41.0,1,1,1.0,1,1.0,1,1,1
3,24.0,1,0,4139.0,0,0,3.0,3,2,3.0,1,27.0,1,1,2.0,3,1.0,1,1,1
0,12.0,3,4,1223.0,2,3,1.0,1,2,1.0,3,46.0,1,2,2.0,1,1.0,0,1,0
3,15.0,3,6,3568.0,2,3,4.0,0,2,2.0,0,54.0,0,2,1.0,0,1.0,1,1,1
3,15.0,3,4,3556.0,4,0,3.0,3,2,2.0,2,29.0,1,1,1.0,1,1.0,0,1,1
1,36.0,3,3,3446.0,2,3,4.0,3,2,2.0,0,42.0,1,1,1.0,1,2.0,0,1,0
0,30.0,4,0,4280.0,0,0,4.0,0,2,4.0,0,26.0,1,2,2.0,3,1.0,0,1,0
3,9.0,3,6,2697.0,2,0,1.0,3,2,2.0,3,32.0,1,1,1.0,1,2.0,0,1,1
1,15.0,3,4,1403.0,2,0,2.0,0,2,4.0,0,28.0,1,2,1.0,1,1.0,0,1,1
3,15.0,3,6,1386.0,4,0,4.0,2,2,2.0,3,40.0,1,2,1.0,1,1.0,1,1,1
3,24.0,0,0,1559.0,2,1,4.0,3,2,4.0,0,50.0,0,1,1.0,1,1.0,1,1,1
2,30.0,1,6,3017.0,2,3,4.0,3,2,4.0,1,47.0,1,1,1.0,1,1.0,0,1,1
0,24.0,3,3,3069.0,0,3,4.0,3,2,4.0,2,30.0,1,0,1.0,1,1.0,0,1,1
3,15.0,1,6,1316.0,1,0,2.0,2,2,2.0,1,47.0,1,1,2.0,3,1.0,0,1,1
3,24.0,3,6,3621.0,0,3,2.0,3,2,4.0,0,31.0,1,1,2.0,1,1.0,0,1,0
