,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,"2,37,14,3","2,38,14,3","2,37,16,3","2,38,16,3","2,24,14,3","2,27,14,3","2,30,14,3","2,31,14,3","2,33,14,3","2,37,9,3","2,38,9,3","2,30,13,3","2,32,14,3","2,37,11,3","2,38,11,3",39
71,96.0,46.0,88.0,160.0,64.0,9.0,151.0,44.0,19.0,148.0,173.0,339.0,182.0,70.0,15.0,11.0,192.0,199.0,5.2574953720277815,5.293304824724492,0.49425295741085207,0.5631498272323399,5.075173815233827,5.017279836814924,4.997212273764115,5.153291594497778,5.204006687076795,1.0,1.0,1.0,5.82600010738045,0.0666666666666682,0.1999999999999993,3.0
72,90.0,34.0,66.0,158.0,59.0,7.0,140.0,47.0,18.0,124.0,165.0,298.0,117.0,61.0,1.0,3.0,201.0,207.0,5.303304908059076,5.332718793265369,0.8111831467094628,0.8486838193055231,5.062595033026967,4.941642422609304,4.820281565605037,5.10594547390058,4.762173934797756,1.0,1.0,1.0,5.697093486505405,0.6666666666666679,0.7333333333333325,2.0
73,97.0,45.0,76.0,175.0,60.0,9.0,157.0,42.0,20.0,149.0,180.0,370.0,169.0,63.0,16.0,12.0,198.0,206.0,5.288267030694535,5.327876168789581,0.702306354937934,0.8117554175723616,5.164785973923514,5.056245805348308,5.003946305945459,5.19295685089021,5.1298987149230735,1.0,1.0,1.0,5.91350300563827,0.4666666666666668,0.6666666666666661,2.0
74,95.0,57.0,104.0,228.0,74.0,10.0,212.0,31.0,24.0,175.0,224.0,670.0,223.0,74.0,0.0,4.0,186.0,193.0,5.225746673713201,5.262690188904886,0.2988048777522463,0.3635239406614532,5.42934562895444,5.356586274672012,5.164785973923514,5.4116460518550396,5.407171771460119,1.0,1.0,1.0,6.507277712385012,-0.33333333333333215,-0.1999999999999993,1.0
75,93.0,36.0,64.0,165.0,69.0,8.0,136.0,49.0,18.0,136.0,161.0,279.0,127.0,67.0,2.0,29.0,193.0,204.0,5.262690188904886,5.318119993844216,0.5280425162004112,0.738967262188275,5.10594547390058,4.9126548857360515,4.9126548857360515,5.081404364984463,4.844187086458591,1.0,1.0,1.0,5.631211781821365,0.13333333333333464,0.5333333333333332,3.0
76,84.0,47.0,75.0,153.0,64.0,6.0,154.0,43.0,19.0,145.0,175.0,354.0,184.0,75.0,0.0,3.0,185.0,192.0,5.220355825078324,5.2574953720277815,0.2674280555859505,0.33143303340752106,5.030437921392435,5.036952602413629,4.976733742420574,5.164785973923514,5.214935757608986,1.0,1.0,1.0,5.869296913133774,-0.3999999999999986,-0.2666666666666657,0.0
77,83.0,37.0,54.0,118.0,55.0,4.0,129.0,52.0,18.0,127.0,146.0,245.0,140.0,81.0,4.0,13.0,180.0,184.0,5.19295685089021,5.214935757608986,0.11556819977872612,0.08653191655192116,4.770684624465664,4.859812404361672,4.844187086458591,4.983606621708336,4.941642422609304,1.0,1.0,1.0,5.5012582105447265,-0.7333333333333325,-0.8000000000000007,2.0
78,93.0,41.0,82.0,159.0,63.0,9.0,144.0,46.0,19.0,143.0,160.0,309.0,127.0,63.0,6.0,10.0,199.0,207.0,5.293304824724492,5.332718793265369,0.7382350974456238,0.8486838193055231,5.0689042022202315,4.969813299576001,4.962844630259907,5.075173815233827,4.844187086458591,1.0,1.0,1.0,5.733341276897745,0.5333333333333332,0.7333333333333325,3.0
79,104.0,49.0,105.0,209.0,61.0,11.0,207.0,32.0,24.0,157.0,217.0,637.0,168.0,64.0,0.0,19.0,193.0,207.0,5.262690188904886,5.332718793265369,0.5280425162004112,0.8486838193055231,5.342334251964811,5.332718793265369,5.056245805348308,5.37989735354046,5.123963979403259,1.0,1.0,1.0,6.456769655572163,0.13333333333333464,0.7333333333333325,2.0
80,108.0,54.0,109.0,189.0,57.0,11.0,220.0,31.0,25.0,174.0,229.0,709.0,214.0,70.0,12.0,23.0,189.0,201.0,5.241747015059643,5.303304908059076,0.3949778726094515,0.6324306692184896,5.241747015059643,5.393627546352361,5.159055299214529,5.433722003554239,5.365976015021851,1.0,1.0,1.0,6.5638555265321274,-0.13333333333333286,0.3333333333333339,2.0
81,113.0,48.0,98.0,208.0,62.0,9.0,203.0,33.0,23.0,151.0,216.0,613.0,183.0,64.0,17.0,29.0,193.0,204.0,5.262690188904886,5.318119993844216,0.5280425162004112,0.738967262188275,5.337538079701318,5.313205979041787,5.017279836814924,5.375278407684164,5.2094861528414205,1.0,1.0,1.0,6.418364935936212,0.13333333333333464,0.5333333333333332,2.0
82,109.0,49.0,103.0,186.0,57.0,11.0,206.0,32.0,23.0,156.0,212.0,630.0,186.0,65.0,12.0,21.0,192.0,201.0,5.2574953720277815,5.303304908059076,0.49425295741085207,0.6324306692184896,5.225746673713201,5.327876168789581,5.049856007249537,5.356586274672012,5.225746673713201,1.0,1.0,1.0,6.4457198193855785,0.0666666666666682,0.3333333333333339,1.0
83,99.0,55.0,101.0,206.0,62.0,13.0,222.0,30.0,25.0,180.0,225.0,722.0,213.0,71.0,2.0,3.0,186.0,196.0,5.225746673713201,5.278114659230517,0.2988048777522463,0.46180925411135054,5.327876168789581,5.402677381872279,5.19295685089021,5.41610040220442,5.361292165709425,1.0,1.0,1.0,6.582025138892826,-0.33333333333333215,0.0,1.0
84,85.0,33.0,40.0,115.0,57.0,3.0,112.0,61.0,17.0,119.0,130.0,184.0,127.0,86.0,12.0,21.0,181.0,183.0,5.198497031265825,5.2094861528414205,0.14527634922371768,0.05737156449270975,4.74493212836325,4.718498871295094,4.77912349311153,4.867534450455582,4.844187086458591,1.0,1.0,1.0,5.214935757608986,-0.6666666666666661,-0.8666666666666671,2.0
85,108.0,51.0,103.0,197.0,60.0,11.0,211.0,31.0,24.0,160.0,222.0,661.0,187.0,67.0,7.0,3.0,190.0,200.0,5.247024072160486,5.298317366548036,0.4277224593014066,0.5976170475637883,5.2832037287379885,5.351858133476067,5.075173815233827,5.402677381872279,5.231108616854587,1.0,1.0,1.0,6.493753839851686,-0.06666666666666643,0.2666666666666675,1.0
86,91.0,37.0,76.0,138.0,55.0,8.0,132.0,51.0,18.0,135.0,157.0,256.0,124.0,69.0,0.0,12.0,191.0,192.0,5.25227342804663,5.2574953720277815,0.4608135463398624,0.33143303340752106,4.927253685157204,4.882801922586371,4.90527477843843,5.056245805348308,4.820281565605037,1.0,1.0,1.0,5.545177444479562,0.0,-0.2666666666666657,3.0
87,101.0,54.0,106.0,188.0,57.0,7.0,236.0,28.0,26.0,164.0,256.0,833.0,253.0,81.0,6.0,14.0,185.0,185.0,5.220355825078324,5.220355825078324,0.2674280555859505,0.11601095782852555,5.236441962829949,5.46383180502561,5.099866427824198,5.545177444479562,5.53338948872752,1.0,1.0,1.0,6.725033642166842,-0.3999999999999986,-0.7333333333333325,0.0
88,114.0,57.0,102.0,181.0,52.0,6.0,257.0,26.0,28.0,169.0,287.0,968.0,261.0,85.0,2.0,21.0,182.0,184.0,5.204006687076795,5.214935757608986,0.17531458584090176,0.08653191655192116,5.198497031265825,5.549076084895219,5.1298987149230735,5.6594822157596205,5.564520407322693,1.0,1.0,1.0,6.875232087276577,-0.5999999999999996,-0.8000000000000007,0.0
89,89.0,41.0,84.0,141.0,58.0,9.0,149.0,45.0,19.0,145.0,172.0,330.0,162.0,72.0,4.0,18.0,188.0,200.0,5.236441962829949,5.298317366548036,0.3625779625779628,0.5976170475637883,4.948759890378168,5.003946305945459,4.976733742420574,5.147494476813453,5.087596335232384,1.0,1.0,1.0,5.799092654460526,-0.1999999999999993,0.2666666666666675,3.0
90,87.0,39.0,74.0,165.0,66.0,6.0,145.0,45.0,19.0,134.0,173.0,318.0,139.0,70.0,3.0,21.0,195.0,200.0,5.272999558563747,5.298317366548036,0.5966793716793719,0.5976170475637883,5.10594547390058,4.976733742420574,4.897839799950911,5.153291594497778,4.9344739331306915,1.0,1.0,1.0,5.762051382780177,0.2666666666666675,0.2666666666666675,0.0
91,86.0,48.0,75.0,136.0,58.0,10.0,161.0,43.0,20.0,163.0,170.0,371.0,185.0,75.0,3.0,1.0,183.0,192.0,5.2094861528414205,5.2574953720277815,0.20568473331631232,0.33143303340752106,4.9126548857360515,5.081404364984463,5.093750200806762,5.135798437050261,5.220355825078324,1.0,1.0,1.0,5.916202062607435,-0.5333333333333332,-0.2666666666666657,3.0
92,92.0,37.0,75.0,191.0,71.0,6.0,161.0,40.0,20.0,128.0,180.0,393.0,135.0,69.0,1.0,14.0,195.0,202.0,5.272999558563747,5.308267697401204,0.5966793716793719,0.6675924242030604,5.25227342804663,5.081404364984463,4.852030263919617,5.19295685089021,4.90527477843843,1.0,1.0,1.0,5.973809611869261,0.2666666666666675,0.40000000000000036,0.0
93,92.0,43.0,70.0,124.0,52.0,6.0,139.0,49.0,18.0,144.0,164.0,282.0,172.0,79.0,4.0,16.0,183.0,185.0,5.2094861528414205,5.220355825078324,0.20568473331631232,0.11601095782852555,4.820281565605037,4.9344739331306915,4.969813299576001,5.099866427824198,5.147494476813453,1.0,1.0,1.0,5.641907070938114,-0.5333333333333332,-0.7333333333333325,3.0
94,100.0,49.0,96.0,206.0,63.0,9.0,186.0,35.0,22.0,156.0,202.0,519.0,176.0,62.0,3.0,5.0,197.0,205.0,5.2832037287379885,5.323009979138408,0.6667387022650184,0.775183809202151,5.327876168789581,5.225746673713201,5.049856007249537,5.308267697401204,5.170483995038151,1.0,1.0,1.0,6.251903883165888,0.40000000000000036,0.5999999999999996,1.0
95,107.0,52.0,101.0,218.0,64.0,11.0,202.0,33.0,23.0,164.0,219.0,610.0,192.0,65.0,17.0,2.0,197.0,206.0,5.2832037287379885,5.327876168789581,0.6667387022650184,0.8117554175723616,5.384495062789089,5.308267697401204,5.099866427824198,5.389071729816501,5.2574953720277815,1.0,1.0,1.0,6.413458957167356,0.40000000000000036,0.6666666666666661,1.0
96,115.0,53.0,100.0,205.0,64.0,11.0,220.0,30.0,25.0,166.0,229.0,710.0,214.0,71.0,21.0,11.0,189.0,199.0,5.241747015059643,5.293304824724492,0.3949778726094515,0.5631498272323399,5.323009979138408,5.393627546352361,5.111987788356543,5.433722003554239,5.365976015021851,1.0,1.0,1.0,6.5652649700353605,-0.13333333333333286,0.1999999999999993,2.0
97,89.0,35.0,52.0,121.0,57.0,4.0,122.0,55.0,17.0,125.0,139.0,220.0,128.0,82.0,5.0,13.0,181.0,184.0,5.198497031265825,5.214935757608986,0.14527634922371768,0.08653191655192116,4.795790545596741,4.804021044733257,4.828313737302301,4.9344739331306915,4.852030263919617,1.0,1.0,1.0,5.393627546352361,-0.6666666666666661,-0.8000000000000007,2.0
98,89.0,47.0,81.0,156.0,57.0,8.0,161.0,41.0,20.0,149.0,187.0,388.0,197.0,72.0,9.0,15.0,187.0,193.0,5.231108616854587,5.262690188904886,0.33052090552090574,0.3635239406614532,5.049856007249537,5.081404364984463,5.003946305945459,5.231108616854587,5.2832037287379885,1.0,1.0,1.0,5.961005339623274,-0.2666666666666657,-0.1999999999999993,1.0
99,81.0,43.0,68.0,148.0,64.0,7.0,150.0,45.0,19.0,144.0,175.0,330.0,171.0,80.0,1.0,2.0,182.0,185.0,5.204006687076795,5.220355825078324,0.17531458584090176,0.11601095782852555,4.997212273764115,5.0106352940962555,4.969813299576001,5.164785973923514,5.141663556502659,1.0,1.0,1.0,5.799092654460526,-0.5999999999999996,-0.7333333333333325,0.0
100,88.0,35.0,60.0,143.0,59.0,7.0,128.0,52.0,18.0,129.0,147.0,246.0,109.0,62.0,1.0,6.0,202.0,209.0,5.308267697401204,5.342334251964811,0.84820610083768,0.9236179308871624,4.962844630259907,4.852030263919617,4.859812404361672,4.990432586778736,4.6913478822291435,1.0,1.0,1.0,5.5053315359323625,0.7333333333333343,0.8666666666666671,3.0
101,98.0,35.0,70.0,182.0,68.0,5.0,155.0,41.0,19.0,124.0,184.0,371.0,117.0,71.0,3.0,22.0,202.0,205.0,5.308267697401204,5.323009979138408,0.84820610083768,0.775183809202151,5.204006687076795,5.043425116919247,4.820281565605037,5.214935757608986,4.762173934797756,1.0,1.0,1.0,5.916202062607435,0.7333333333333343,0.5999999999999996,0.0
102,89.0,40.0,79.0,154.0,64.0,9.0,144.0,46.0,19.0,139.0,168.0,311.0,149.0,71.0,8.0,7.0,188.0,197.0,5.236441962829949,5.2832037287379885,0.3625779625779628,0.49524766251273733,5.036952602413629,4.969813299576001,4.9344739331306915,5.123963979403259,5.003946305945459,1.0,1.0,1.0,5.739792912179234,-0.1999999999999993,0.06666666666666643,3.0
103,95.0,49.0,82.0,139.0,56.0,11.0,159.0,43.0,20.0,162.0,173.0,365.0,185.0,75.0,7.0,10.0,182.0,191.0,5.204006687076795,5.25227342804663,0.17531458584090176,0.29967467142391135,4.9344739331306915,5.0689042022202315,5.087596335232384,5.153291594497778,5.220355825078324,1.0,1.0,1.0,5.8998973535824915,-0.5999999999999996,-0.3333333333333339,3.0
104,94.0,35.0,66.0,147.0,62.0,9.0,131.0,50.0,18.0,127.0,159.0,258.0,115.0,66.0,8.0,7.0,196.0,201.0,5.278114659230517,5.303304908059076,0.6315303157408423,0.6324306692184896,4.990432586778736,4.875197323201151,4.844187086458591,5.0689042022202315,4.74493212836325,1.0,1.0,1.0,5.552959584921617,0.3333333333333339,0.3333333333333339,3.0
105,102.0,54.0,106.0,221.0,68.0,11.0,207.0,32.0,24.0,164.0,228.0,638.0,238.0,71.0,0.0,26.0,189.0,200.0,5.241747015059643,5.298317366548036,0.3949778726094515,0.5976170475637883,5.3981627015177525,5.332718793265369,5.099866427824198,5.42934562895444,5.472270673671474,1.0,1.0,1.0,6.45833828334479,-0.13333333333333286,0.2666666666666675,2.0
106,87.0,42.0,64.0,150.0,64.0,10.0,133.0,50.0,18.0,142.0,157.0,264.0,159.0,67.0,7.0,1.0,193.0,201.0,5.262690188904886,5.303304908059076,0.5280425162004112,0.6324306692184896,5.0106352940962555,4.890349128221754,4.955827057601261,5.056245805348308,5.0689042022202315,1.0,1.0,1.0,5.575949103146316,0.13333333333333464,0.3333333333333339,3.0
107,108.0,49.0,103.0,200.0,62.0,10.0,206.0,32.0,23.0,155.0,227.0,635.0,215.0,72.0,6.0,16.0,189.0,198.0,5.241747015059643,5.288267030694535,0.3949778726094515,0.5290272762175283,5.298317366548036,5.327876168789581,5.043425116919247,5.424950017481402,5.3706380281276624,1.0,1.0,1.0,6.453624998892692,-0.13333333333333286,0.13333333333333286,2.0
108,85.0,45.0,71.0,150.0,63.0,8.0,143.0,46.0,19.0,147.0,171.0,307.0,179.0,72.0,2.0,3.0,187.0,196.0,5.231108616854587,5.278114659230517,0.33052090552090574,0.46180925411135054,5.0106352940962555,4.962844630259907,4.990432586778736,5.141663556502659,5.187385805840755,1.0,1.0,1.0,5.726847747587197,-0.2666666666666657,0.0,3.0
109,85.0,42.0,64.0,121.0,55.0,7.0,149.0,46.0,19.0,146.0,167.0,323.0,172.0,85.0,1.0,6.0,179.0,182.0,5.187385805840755,5.204006687076795,0.08618831381989289,0.028528169644274737,4.795790545596741,5.003946305945459,4.983606621708336,5.1179938124167546,5.147494476813453,1.0,1.0,1.0,5.777652323222656,-0.7999999999999989,-0.9333333333333336,0.0
110,88.0,46.0,74.0,171.0,68.0,6.0,152.0,43.0,19.0,148.0,180.0,349.0,192.0,71.0,5.0,11.0,189.0,195.0,5.241747015059643,5.272999558563747,0.3949778726094515,0.42871031900675205,5.141663556502659,5.0238805208462765,4.997212273764115,5.19295685089021,5.2574953720277815,1.0,1.0,1.0,5.855071922202427,-0.13333333333333286,-0.06666666666666643,0.0
111,99.0,48.0,79.0,199.0,68.0,6.0,185.0,35.0,22.0,153.0,202.0,524.0,171.0,74.0,5.0,8.0,195.0,195.0,5.272999558563747,5.272999558563747,0.5966793716793719,0.42871031900675205,5.293304824724492,5.220355825078324,5.030437921392435,5.308267697401204,5.141663556502659,1.0,1.0,1.0,6.261491684321042,0.2666666666666675,-0.06666666666666643,0.0
112,100.0,46.0,85.0,164.0,64.0,11.0,163.0,42.0,20.0,163.0,176.0,387.0,170.0,71.0,18.0,0.0,189.0,196.0,5.241747015059643,5.278114659230517,0.3949778726094515,0.46180925411135054,5.099866427824198,5.093750200806762,5.093750200806762,5.170483995038151,5.135798437050261,1.0,1.0,1.0,5.958424693029782,-0.13333333333333286,0.0,3.0
113,105.0,50.0,93.0,173.0,54.0,4.0,222.0,30.0,25.0,159.0,254.0,735.0,206.0,83.0,4.0,12.0,186.0,184.0,5.225746673713201,5.214935757608986,0.2988048777522463,0.08653191655192116,5.153291594497778,5.402677381872279,5.0689042022202315,5.537334267018537,5.327876168789581,1.0,1.0,1.0,6.5998704992128365,-0.33333333333333215,-0.8000000000000007,0.0
114,90.0,48.0,81.0,144.0,60.0,9.0,150.0,44.0,19.0,156.0,173.0,333.0,200.0,75.0,2.0,0.0,185.0,195.0,5.220355825078324,5.272999558563747,0.2674280555859505,0.42871031900675205,4.969813299576001,5.0106352940962555,5.049856007249537,5.153291594497778,5.298317366548036,1.0,1.0,1.0,5.808142489980444,-0.3999999999999986,-0.06666666666666643,3.0
115,106.0,54.0,103.0,161.0,47.0,4.0,247.0,27.0,27.0,166.0,266.0,892.0,242.0,85.0,4.0,11.0,181.0,183.0,5.198497031265825,5.2094861528414205,0.14527634922371768,0.05737156449270975,5.081404364984463,5.5093883366279774,5.111987788356543,5.583496308781699,5.488937726156686,1.0,1.0,1.0,6.793466132580009,-0.6666666666666661,-0.8666666666666671,0.0
116,110.0,58.0,106.0,180.0,51.0,6.0,261.0,26.0,28.0,171.0,278.0,998.0,257.0,83.0,9.0,13.0,181.0,182.0,5.198497031265825,5.204006687076795,0.14527634922371768,0.028528169644274737,5.19295685089021,5.564520407322693,5.141663556502659,5.627621113690637,5.549076084895219,1.0,1.0,1.0,6.905753276311464,-0.6666666666666661,-0.9333333333333336,0.0
117,91.0,42.0,80.0,162.0,66.0,8.0,148.0,44.0,19.0,145.0,171.0,331.0,147.0,70.0,3.0,5.0,189.0,199.0,5.241747015059643,5.293304824724492,0.3949778726094515,0.5631498272323399,5.087596335232384,4.997212273764115,4.976733742420574,5.141663556502659,4.990432586778736,1.0,1.0,1.0,5.802118375377063,-0.13333333333333286,0.1999999999999993,3.0
118,91.0,46.0,101.0,199.0,65.0,9.0,196.0,34.0,23.0,146.0,219.0,574.0,199.0,73.0,5.0,8.0,186.0,194.0,5.225746673713201,5.267858159063328,0.2988048777522463,0.3959491251923246,5.293304824724492,5.278114659230517,4.983606621708336,5.389071729816501,5.293304824724492,1.0,1.0,1.0,6.352629396319566,-0.33333333333333215,-0.13333333333333286,1.0
119,87.0,41.0,73.0,158.0,64.0,7.0,151.0,44.0,19.0,138.0,175.0,341.0,152.0,73.0,3.0,8.0,190.0,194.0,5.247024072160486,5.267858159063328,0.4277224593014066,0.3959491251923246,5.062595033026967,5.017279836814924,4.927253685157204,5.164785973923514,5.0238805208462765,1.0,1.0,1.0,5.831882477283517,-0.06666666666666643,-0.13333333333333286,0.0
120,105.0,51.0,108.0,201.0,62.0,11.0,220.0,30.0,25.0,163.0,232.0,711.0,202.0,72.0,12.0,16.0,189.0,200.0,5.241747015059643,5.298317366548036,0.3949778726094515,0.5976170475637883,5.303304908059076,5.393627546352361,5.093750200806762,5.44673737166631,5.308267697401204,1.0,1.0,1.0,6.566672429803241,-0.13333333333333286,0.2666666666666675,2.0
121,84.0,45.0,68.0,148.0,64.0,6.0,146.0,46.0,19.0,142.0,168.0,317.0,180.0,75.0,5.0,1.0,183.0,187.0,5.2094861528414205,5.231108616854587,0.20568473331631232,0.17593203606037777,4.997212273764115,4.983606621708336,4.955827057601261,5.123963979403259,5.19295685089021,1.0,1.0,1.0,5.75890177387728,-0.5333333333333332,-0.5999999999999996,0.0
122,81.0,42.0,63.0,125.0,55.0,8.0,149.0,46.0,19.0,145.0,166.0,320.0,172.0,86.0,7.0,7.0,179.0,182.0,5.187385805840755,5.204006687076795,0.08618831381989289,0.028528169644274737,4.828313737302301,5.003946305945459,4.976733742420574,5.111987788356543,5.147494476813453,1.0,1.0,1.0,5.768320995793772,-0.7999999999999989,-0.9333333333333336,0.0
123,89.0,38.0,74.0,138.0,59.0,7.0,136.0,49.0,18.0,133.0,167.0,278.0,128.0,72.0,7.0,7.0,189.0,193.0,5.241747015059643,5.262690188904886,0.3949778726094515,0.3635239406614532,4.927253685157204,4.9126548857360515,4.890349128221754,5.1179938124167546,4.852030263919617,1.0,1.0,1.0,5.627621113690637,-0.13333333333333286,-0.1999999999999993,3.0
124,93.0,47.0,85.0,161.0,65.0,12.0,155.0,43.0,19.0,157.0,179.0,354.0,178.0,76.0,2.0,9.0,184.0,196.0,5.214935757608986,5.278114659230517,0.23638861533598376,0.46180925411135054,5.081404364984463,5.043425116919247,5.056245805348308,5.187385805840755,5.181783550292085,1.0,1.0,1.0,5.869296913133774,-0.4666666666666668,0.0,3.0
125,94.0,38.0,84.0,158.0,55.0,9.0,169.0,39.0,20.0,130.0,196.0,430.0,155.0,69.0,9.0,15.0,190.0,195.0,5.247024072160486,5.272999558563747,0.4277224593014066,0.42871031900675205,5.062595033026967,5.1298987149230735,4.867534450455582,5.278114659230517,5.043425116919247,1.0,1.0,1.0,6.063785208687608,-0.06666666666666643,-0.06666666666666643,1.0
126,91.0,41.0,64.0,148.0,61.0,8.0,129.0,51.0,18.0,142.0,161.0,249.0,153.0,68.0,6.0,12.0,194.0,201.0,5.267858159063328,5.303304908059076,0.5621840463945726,0.6324306692184896,4.997212273764115,4.859812404361672,4.955827057601261,5.081404364984463,5.030437921392435,1.0,1.0,1.0,5.517452896464707,0.20000000000000107,0.3333333333333339,3.0
127,81.0,45.0,68.0,137.0,60.0,7.0,152.0,45.0,19.0,151.0,167.0,333.0,179.0,81.0,3.0,13.0,179.0,183.0,5.187385805840755,5.2094861528414205,0.08618831381989289,0.05737156449270975,4.919980925828125,5.0238805208462765,5.017279836814924,5.1179938124167546,5.187385805840755,1.0,1.0,1.0,5.808142489980444,-0.7999999999999989,-0.8666666666666671,0.0
128,102.0,51.0,104.0,217.0,67.0,10.0,204.0,32.0,23.0,162.0,220.0,621.0,195.0,68.0,3.0,19.0,188.0,197.0,5.236441962829949,5.2832037287379885,0.3625779625779628,0.49524766251273733,5.37989735354046,5.318119993844216,5.087596335232384,5.393627546352361,5.272999558563747,1.0,1.0,1.0,6.431331081933479,-0.1999999999999993,0.06666666666666643,2.0
129,103.0,51.0,105.0,174.0,56.0,11.0,210.0,32.0,24.0,163.0,222.0,650.0,222.0,73.0,8.0,9.0,187.0,196.0,5.231108616854587,5.278114659230517,0.33052090552090574,0.46180925411135054,5.159055299214529,5.3471075307174685,5.093750200806762,5.402677381872279,5.402677381872279,1.0,1.0,1.0,6.476972362889683,-0.2666666666666657,0.0,2.0
130,109.0,55.0,102.0,169.0,51.0,6.0,241.0,27.0,26.0,165.0,265.0,870.0,247.0,84.0,10.0,11.0,184.0,183.0,5.214935757608986,5.2094861528414205,0.23638861533598376,0.05737156449270975,5.1298987149230735,5.484796933490655,5.10594547390058,5.579729825986222,5.5093883366279774,1.0,1.0,1.0,6.768493211648629,-0.4666666666666668,-0.8666666666666671,0.0
131,94.0,46.0,79.0,181.0,62.0,8.0,167.0,40.0,20.0,148.0,190.0,418.0,193.0,67.0,12.0,15.0,191.0,198.0,5.25227342804663,5.288267030694535,0.4608135463398624,0.5290272762175283,5.198497031265825,5.1179938124167546,4.997212273764115,5.247024072160486,5.262690188904886,1.0,1.0,1.0,6.035481432524756,0.0,0.13333333333333286,1.0
132,86.0,36.0,66.0,128.0,57.0,8.0,131.0,52.0,18.0,127.0,148.0,252.0,139.0,76.0,5.0,27.0,183.0,187.0,5.2094861528414205,5.231108616854587,0.20568473331631232,0.17593203606037777,4.852030263919617,4.875197323201151,4.844187086458591,4.997212273764115,4.9344739331306915,1.0,1.0,1.0,5.529429087511423,-0.5333333333333332,-0.5999999999999996,1.0
133,82.0,45.0,66.0,252.0,126.0,52.0,148.0,45.0,19.0,144.0,237.0,326.0,185.0,119.0,1.0,1.0,181.0,185.0,5.198497031265825,5.220355825078324,0.14527634922371768,0.11601095782852555,5.529429087511423,4.997212273764115,4.969813299576001,5.468060141135131,5.220355825078324,1.0,1.0,1.0,5.786897381366708,-0.6666666666666661,-0.7333333333333325,0.0
134,90.0,46.0,75.0,133.0,55.0,11.0,160.0,43.0,20.0,161.0,173.0,369.0,171.0,77.0,0.0,16.0,182.0,192.0,5.204006687076795,5.2574953720277815,0.17531458584090176,0.33143303340752106,4.890349128221754,5.075173815233827,5.081404364984463,5.153291594497778,5.141663556502659,1.0,1.0,1.0,5.910796644040527,-0.5999999999999996,-0.2666666666666657,3.0
135,94.0,50.0,84.0,138.0,57.0,10.0,156.0,44.0,20.0,170.0,171.0,351.0,187.0,77.0,5.0,6.0,182.0,191.0,5.204006687076795,5.25227342804663,0.17531458584090176,0.29967467142391135,4.927253685157204,5.049856007249537,5.135798437050261,5.141663556502659,5.231108616854587,1.0,1.0,1.0,5.860786223465865,-0.5999999999999996,-0.3333333333333339,3.0
136,101.0,51.0,112.0,201.0,59.0,11.0,214.0,32.0,24.0,162.0,223.0,667.0,194.0,65.0,0.0,36.0,190.0,206.0,5.247024072160486,5.327876168789581,0.4277224593014066,0.8117554175723616,5.303304908059076,5.365976015021851,5.087596335232384,5.407171771460119,5.267858159063328,1.0,1.0,1.0,6.502790045915623,-0.06666666666666643,0.6666666666666661,2.0
137,86.0,34.0,62.0,140.0,61.0,7.0,122.0,54.0,17.0,127.0,141.0,223.0,112.0,64.0,2.0,14.0,200.0,208.0,5.298317366548036,5.337538079701318,0.7745267534741223,0.8859707464082514,4.941642422609304,4.804021044733257,4.844187086458591,4.948759890378168,4.718498871295094,1.0,1.0,1.0,5.407171771460119,0.6000000000000014,0.8000000000000007,3.0
138,86.0,44.0,77.0,155.0,60.0,7.0,152.0,44.0,19.0,141.0,174.0,345.0,161.0,72.0,9.0,0.0,187.0,192.0,5.231108616854587,5.2574953720277815,0.33052090552090574,0.33143303340752106,5.043425116919247,5.0238805208462765,4.948759890378168,5.159055299214529,5.081404364984463,1.0,1.0,1.0,5.843544417031359,-0.2666666666666657,-0.2666666666666657,1.0
139,86.0,47.0,75.0,165.0,68.0,6.0,154.0,43.0,19.0,146.0,176.0,356.0,190.0,74.0,7.0,3.0,188.0,194.0,5.236441962829949,5.267858159063328,0.3625779625779628,0.3959491251923246,5.10594547390058,5.036952602413629,4.983606621708336,5.170483995038151,5.247024072160486,1.0,1.0,1.0,5.87493073085203,-0.1999999999999993,-0.13333333333333286,0.0
140,98.0,48.0,101.0,203.0,65.0,9.0,197.0,33.0,23.0,152.0,216.0,584.0,174.0,68.0,2.0,5.0,189.0,197.0,5.241747015059643,5.2832037287379885,0.3949778726094515,0.49524766251273733,5.313205979041787,5.2832037287379885,5.0238805208462765,5.375278407684164,5.159055299214529,1.0,1.0,1.0,6.369900982828227,-0.13333333333333286,0.06666666666666643,2.0
141,96.0,39.0,58.0,117.0,51.0,6.0,133.0,52.0,18.0,139.0,154.0,255.0,150.0,86.0,6.0,0.0,181.0,182.0,5.198497031265825,5.204006687076795,0.14527634922371768,0.028528169644274737,4.762173934797756,4.890349128221754,4.9344739331306915,5.036952602413629,5.0106352940962555,1.0,1.0,1.0,5.541263545158426,-0.6666666666666661,-0.9333333333333336,3.0
142,87.0,44.0,98.0,211.0,70.0,10.0,189.0,35.0,22.0,141.0,214.0,535.0,178.0,71.0,2.0,21.0,187.0,194.0,5.231108616854587,5.267858159063328,0.33052090552090574,0.3959491251923246,5.351858133476067,5.241747015059643,4.948759890378168,5.365976015021851,5.181783550292085,1.0,1.0,1.0,6.282266746896006,-0.2666666666666657,-0.13333333333333286,1.0
