,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,"2,21,15,3","2,22,15,3","2,23,15,3","2,24,15,3","2,41,15,3","2,30,19,26,3","2,2,21,15,3,15,3","2,2,22,15,3,15,3","2,2,23,15,3,15,3","2,2,24,15,3,15,3","2,2,41,15,3,15,3","2,2,2,21,15,3,15,3,15,3","2,2,2,22,15,3,15,3,15,3","2,2,2,23,15,3,15,3,15,3","2,2,2,24,15,3,15,3,15,3","2,2,2,41,15,3,15,3,15,3",42
230,18.0,1.0,1.0,1.0,41.0,174.17,0.19,5.25,33.17,914.37,0.06,50.8,10.0,0.0,4.0,0.0,7.0,12.0,23.0,18.0,1.0,0.05555555555555555,1.0,1.0,1.0,1.0,0.00033136934408582605,18.0,1.0,1.0,1.0,1.0,0.05555555555555555,1.0,1.0,1.0,1.0,0.0
231,23.0,3.0,1.0,3.0,52.0,252.62,0.12,8.53,29.61,2155.12,0.08,119.73,18.0,0.0,0.0,0.0,13.0,16.0,31.0,21.0,5.0,0.043478260869565216,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0011328077087392082,23.0,3.0,1.0,3.0,5.0,0.043478260869565216,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
232,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.997506681574486e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
233,24.0,2.0,1.0,2.0,65.0,322.02,0.14,6.9,46.64,2223.49,0.11,123.53,19.0,0.0,1.0,0.0,10.0,21.0,36.0,29.0,3.0,0.041666666666666664,0.5,1.0,0.5,0.3333333333333333,0.0014898242323312014,24.0,2.0,1.0,2.0,3.0,0.041666666666666664,0.5,1.0,0.5,0.3333333333333333,0.0
234,82.0,7.0,1.0,6.0,218.0,1303.05,0.05,21.63,60.25,28182.18,0.43,1565.68,62.0,10.0,8.0,0.0,20.0,43.0,125.0,93.0,13.0,0.012195121951219513,0.14285714285714285,1.0,0.16666666666666666,0.07692307692307693,0.07641043509367902,82.0,7.0,1.0,6.0,13.0,0.012195121951219513,0.14285714285714285,1.0,0.16666666666666666,0.07692307692307693,0.0
235,63.0,5.0,1.0,5.0,103.0,489.75,0.09,10.59,46.25,5185.62,0.16,288.09,48.0,3.0,10.0,0.0,10.0,17.0,67.0,36.0,9.0,0.015873015873015872,0.2,1.0,0.2,0.1111111111111111,0.00528435689106516,63.0,5.0,1.0,5.0,9.0,0.015873015873015872,0.2,1.0,0.2,0.1111111111111111,0.0
236,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0
237,132.0,14.0,8.0,13.0,331.0,2028.79,0.03,28.71,70.65,58255.33,0.68,3236.41,110.0,11.0,9.0,0.0,21.0,49.0,197.0,134.0,26.0,0.007575757575757576,0.07142857142857142,0.125,0.07692307692307693,0.038461538461538464,0.2459176895883532,132.0,14.0,8.0,13.0,26.0,0.007575757575757576,0.07142857142857142,0.125,0.07692307692307693,0.038461538461538464,1.0
238,16.0,1.0,1.0,1.0,22.0,88.0,0.33,3.0,29.33,264.0,0.03,14.67,10.0,0.0,0.0,0.0,6.0,10.0,12.0,10.0,1.0,0.0625,1.0,1.0,1.0,1.0,4.833966169410256e-05,16.0,1.0,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,0.0
239,14.0,2.0,1.0,2.0,32.0,128.0,0.07,14.3,8.95,1830.4,0.04,101.69,11.0,0.0,1.0,0.0,11.0,5.0,19.0,13.0,3.0,0.07142857142857142,0.5,1.0,0.5,0.3333333333333333,0.00048749816399385853,14.0,2.0,1.0,2.0,3.0,0.07142857142857142,0.5,1.0,0.5,0.3333333333333333,0.0
240,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
241,47.0,6.0,1.0,6.0,149.0,745.0,0.06,16.2,45.99,12069.0,0.25,670.5,41.0,2.0,1.0,0.0,12.0,20.0,95.0,54.0,11.0,0.02127659574468085,0.16666666666666666,1.0,0.16666666666666666,0.09090909090909091,0.018708741212752334,47.0,6.0,1.0,6.0,11.0,0.02127659574468085,0.16666666666666666,1.0,0.16666666666666666,0.09090909090909091,1.0
242,5.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5,4.0,1.0,0.0,0.06,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,4.161472253280179e-09,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.0
243,5.0,1.0,1.0,1.0,9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2.0,0.0,0.0,1.0,6.0,2.0,7.0,2.0,1.0,0.2,1.0,1.0,1.0,1.0,4.550569908961876e-06,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.0
244,150.0,17.0,8.0,15.0,317.0,1894.8,0.03,35.08,54.02,66460.03,0.63,3692.22,92.0,13.0,34.0,9.0,23.0,40.0,195.0,122.0,33.0,0.006666666666666667,0.058823529411764705,0.125,0.06666666666666667,0.030303030303030304,0.26202390617323723,150.0,17.0,8.0,15.0,33.0,0.006666666666666667,0.058823529411764705,0.125,0.06666666666666667,0.030303030303030304,0.0
245,15.0,8.0,4.0,3.0,76.0,383.37,0.06,17.0,22.55,6517.36,0.13,362.08,12.0,0.0,1.0,0.0,17.0,16.0,44.0,32.0,15.0,0.06666666666666667,0.125,0.25,0.3333333333333333,0.06666666666666667,0.005198844687457055,15.0,8.0,4.0,3.0,15.0,0.06666666666666667,0.125,0.25,0.3333333333333333,0.06666666666666667,1.0
246,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,4.2057940135137396e-07,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0
247,13.0,1.0,1.0,1.0,27.0,108.0,0.2,5.0,21.6,540.0,0.04,30.0,7.0,0.0,1.0,0.0,8.0,8.0,17.0,10.0,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.00012134853090565001,13.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.0
248,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.997506681574486e-07,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0
249,61.0,7.0,6.0,7.0,144.0,766.36,0.06,18.0,42.58,13794.44,0.26,766.36,50.0,2.0,5.0,1.0,18.0,22.0,100.0,44.0,13.0,0.01639344262295082,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.07692307692307693,0.02199651660782886,61.0,7.0,6.0,7.0,13.0,0.01639344262295082,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.07692307692307693,0.0
250,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
251,3.0,3.0,1.0,2.0,16.0,57.36,0.17,6.0,9.56,344.16,0.02,19.12,1.0,0.0,0.0,0.0,9.0,3.0,12.0,4.0,5.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.2,4.1075848496957844e-05,3.0,3.0,1.0,2.0,5.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.2,0.0
252,2.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,0.5,1.0,1.0,1.0,1.0,2.996260022361729e-06,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
253,31.0,4.0,1.0,4.0,90.0,450.0,0.06,16.32,27.57,7345.59,0.15,408.09,24.0,3.0,2.0,0.0,15.0,17.0,53.0,37.0,7.0,0.03225806451612903,0.25,1.0,0.25,0.14285714285714285,0.006877905518018779,31.0,4.0,1.0,4.0,7.0,0.03225806451612903,0.25,1.0,0.25,0.14285714285714285,0.0
254,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
255,12.0,3.0,1.0,3.0,38.0,158.46,0.09,11.0,14.41,1743.03,0.05,96.83,9.0,0.0,0.0,1.0,11.0,7.0,24.0,14.0,5.0,0.08333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0005747004288749372,12.0,3.0,1.0,3.0,5.0,0.08333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
256,34.0,9.0,7.0,6.0,83.0,399.01,0.06,16.73,23.85,6675.75,0.13,370.88,24.0,0.0,6.0,0.0,15.0,13.0,54.0,29.0,17.0,0.029411764705882353,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.058823529411764705,0.0055424381095115875,34.0,9.0,7.0,6.0,17.0,0.029411764705882353,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.058823529411764705,0.0
257,18.0,3.0,1.0,2.0,26.0,101.58,0.14,7.0,14.51,711.05,0.03,39.5,10.0,1.0,2.0,3.0,10.0,5.0,19.0,7.0,4.0,0.05555555555555555,0.3333333333333333,1.0,0.5,0.25,0.0001502883640128425,18.0,3.0,1.0,2.0,4.0,0.05555555555555555,0.3333333333333333,1.0,0.5,0.25,0.0
258,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
259,10.0,1.0,1.0,1.0,17.0,58.81,0.34,2.92,20.16,171.53,0.02,9.53,5.0,0.0,2.0,0.0,5.0,6.0,10.0,7.0,1.0,0.1,1.0,1.0,1.0,1.0,2.0989798753469408e-05,10.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.0
260,16.0,3.0,3.0,2.0,43.0,188.87,0.1,10.0,18.89,1888.7,0.06,104.93,12.0,0.0,2.0,0.0,12.0,9.0,28.0,15.0,5.0,0.0625,0.3333333333333333,0.3333333333333333,0.5,0.2,0.0007422376297088809,16.0,3.0,3.0,2.0,5.0,0.0625,0.3333333333333333,0.3333333333333333,0.5,0.2,0.0
261,47.0,7.0,1.0,6.0,105.0,525.0,0.08,12.05,43.58,6323.86,0.18,351.33,43.0,0.0,2.0,0.0,10.0,22.0,52.0,53.0,13.0,0.02127659574468085,0.14285714285714285,1.0,0.16666666666666666,0.07692307692307693,0.006908099079952453,47.0,7.0,1.0,6.0,13.0,0.02127659574468085,0.14285714285714285,1.0,0.16666666666666666,0.07692307692307693,1.0
262,8.0,1.0,1.0,1.0,20.0,76.15,0.21,4.67,16.32,355.35,0.03,19.74,6.0,0.0,0.0,0.0,8.0,6.0,13.0,7.0,1.0,0.125,1.0,1.0,1.0,1.0,5.630451671510848e-05,8.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0
263,7.0,1.0,1.0,1.0,16.0,53.15,0.27,3.75,14.17,199.32,0.02,11.07,4.0,1.0,0.0,0.0,6.0,4.0,11.0,5.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,2.2043023061095126e-05,7.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.0
264,21.0,3.0,1.0,3.0,55.0,241.58,0.09,11.55,20.92,2790.22,0.08,155.01,12.0,3.0,4.0,0.0,11.0,10.0,34.0,21.0,5.0,0.047619047619047616,0.3333333333333333,1.0,0.3333333333333333,0.2,0.001402543797523023,21.0,3.0,1.0,3.0,5.0,0.047619047619047616,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
265,83.0,7.0,1.0,6.0,224.0,1312.19,0.06,16.55,79.31,21710.74,0.44,1206.15,61.0,5.0,12.0,3.0,14.0,44.0,120.0,104.0,13.0,0.012048192771084338,0.14285714285714285,1.0,0.16666666666666666,0.07692307692307693,0.05927729234396644,83.0,7.0,1.0,6.0,13.0,0.012048192771084338,0.14285714285714285,1.0,0.16666666666666666,0.07692307692307693,0.0
266,112.0,6.0,1.0,6.0,229.0,1305.4,0.06,16.5,79.12,21539.11,0.44,1196.62,77.0,18.0,15.0,0.0,13.0,39.0,130.0,99.0,11.0,0.008928571428571428,0.16666666666666666,1.0,0.16666666666666666,0.09090909090909091,0.05850437850976571,112.0,6.0,1.0,6.0,11.0,0.008928571428571428,0.16666666666666666,1.0,0.16666666666666666,0.09090909090909091,0.0
267,21.0,5.0,4.0,2.0,81.0,418.76,0.05,21.0,19.94,8794.04,0.14,488.56,13.0,0.0,6.0,0.0,21.0,15.0,51.0,30.0,9.0,0.047619047619047616,0.2,0.25,0.5,0.1111111111111111,0.007662502610247939,21.0,5.0,4.0,2.0,9.0,0.047619047619047616,0.2,0.25,0.5,0.1111111111111111,1.0
268,2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.6946608857317017e-08,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
269,5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,3.0,0.0,0.0,0.0,9.0,7.0,10.0,7.0,3.0,0.2,0.5,1.0,1.0,0.3333333333333333,4.329595732312698e-05,5.0,2.0,1.0,1.0,3.0,0.2,0.5,1.0,1.0,0.3333333333333333,0.0
270,7.0,2.0,1.0,2.0,13.0,44.97,0.29,3.5,12.85,157.4,0.01,8.74,5.0,0.0,0.0,0.0,7.0,4.0,9.0,4.0,3.0,0.14285714285714285,0.5,1.0,0.5,0.3333333333333333,1.472802874900176e-05,7.0,2.0,1.0,2.0,3.0,0.14285714285714285,0.5,1.0,0.5,0.3333333333333333,0.0
271,5.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.2,1.0,1.0,1.0,1.0,1.3316711210496573e-07,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.0
272,17.0,2.0,1.0,2.0,53.0,236.35,0.13,7.92,29.85,1871.1,0.08,103.95,14.0,0.0,0.0,0.0,10.0,12.0,34.0,19.0,3.0,0.058823529411764705,0.5,1.0,0.5,0.3333333333333333,0.0009201732693855748,17.0,2.0,1.0,2.0,3.0,0.058823529411764705,0.5,1.0,0.5,0.3333333333333333,0.0
273,14.0,2.0,1.0,2.0,31.0,121.11,0.13,7.5,16.14,908.35,0.04,50.46,11.0,0.0,1.0,0.0,9.0,6.0,21.0,10.0,3.0,0.07142857142857142,0.5,1.0,0.5,0.3333333333333333,0.00022890233996932625,14.0,2.0,1.0,2.0,3.0,0.07142857142857142,0.5,1.0,0.5,0.3333333333333333,0.0
274,2.0,1.0,1.0,1.0,7.0,18.09,0.5,2.0,9.05,36.19,0.01,2.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.3622102932539665e-06,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
275,41.0,5.0,3.0,5.0,132.0,682.43,0.08,12.15,56.16,8293.01,0.23,460.72,37.0,1.0,1.0,0.0,13.0,23.0,89.0,43.0,8.0,0.024390243902439025,0.2,0.3333333333333333,0.2,0.125,0.011775715567978096,41.0,5.0,3.0,5.0,8.0,0.024390243902439025,0.2,0.3333333333333333,0.2,0.125,0.0
276,20.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.05,0.5,1.0,0.5,0.3333333333333333,0.0,20.0,2.0,1.0,2.0,3.0,0.05,0.5,1.0,0.5,0.3333333333333333,0.0
277,26.0,3.0,1.0,3.0,67.0,298.78,0.12,8.65,34.53,2585.61,0.1,143.65,21.0,0.0,3.0,0.0,9.0,13.0,42.0,25.0,5.0,0.038461538461538464,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0016074280749141542,26.0,3.0,1.0,3.0,5.0,0.038461538461538464,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
278,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,5.609335841113671e-07,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0
279,39.0,9.0,7.0,7.0,137.0,708.28,0.05,21.6,32.79,15298.84,0.24,849.94,32.0,0.0,1.0,0.0,16.0,20.0,83.0,54.0,17.0,0.02564102564102564,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.058823529411764705,0.022546570348993447,39.0,9.0,7.0,7.0,17.0,0.02564102564102564,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.058823529411764705,0.0
280,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.997506681574486e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
281,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
282,6.0,2.0,1.0,1.0,14.0,50.19,0.24,4.2,11.95,210.8,0.02,11.71,4.0,0.0,0.0,0.0,7.0,5.0,8.0,6.0,3.0,0.16666666666666666,0.5,1.0,1.0,0.3333333333333333,2.2014296418130733e-05,6.0,2.0,1.0,1.0,3.0,0.16666666666666666,0.5,1.0,1.0,0.3333333333333333,0.0
283,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0
284,6.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,4.0,0.0,0.0,0.0,6.0,3.0,7.0,3.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,6.272732778898078e-06,6.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0
285,2.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,0.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,5.227277315748398e-06,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
286,33.0,3.0,1.0,3.0,91.0,437.47,0.07,15.17,28.84,6634.95,0.15,368.61,29.0,0.0,2.0,0.0,13.0,15.0,56.0,35.0,5.0,0.030303030303030304,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0060395271541047605,33.0,3.0,1.0,3.0,5.0,0.030303030303030304,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
287,22.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13.0,0.0,0.0,0.0,8.0,20.0,41.0,28.0,1.0,0.045454545454545456,1.0,1.0,1.0,1.0,0.001282089733463493,22.0,1.0,1.0,1.0,1.0,0.045454545454545456,1.0,1.0,1.0,1.0,0.0
288,52.0,6.0,1.0,6.0,132.0,682.43,0.08,12.25,55.71,8359.77,0.23,464.43,42.0,4.0,4.0,0.0,12.0,24.0,83.0,49.0,11.0,0.019230769230769232,0.16666666666666666,1.0,0.16666666666666666,0.09090909090909091,0.01187051188093542,52.0,6.0,1.0,6.0,11.0,0.019230769230769232,0.16666666666666666,1.0,0.16666666666666666,0.09090909090909091,0.0
289,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.997506681574486e-07,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0
290,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,3.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0.2,1.0,1.0,1.0,1.0,1.6068380701171756e-06,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.0
291,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.997506681574486e-07,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0
292,30.0,3.0,1.0,3.0,81.0,361.21,0.09,11.67,30.96,4214.16,0.12,234.12,23.0,1.0,1.0,0.0,10.0,12.0,53.0,28.0,5.0,0.03333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,0.00316728973545506,30.0,3.0,1.0,3.0,5.0,0.03333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
293,92.0,8.0,3.0,8.0,212.0,1184.01,0.07,15.17,78.07,17957.52,0.39,997.64,75.0,5.0,2.0,0.0,12.0,36.0,121.0,91.0,15.0,0.010869565217391304,0.125,0.3333333333333333,0.125,0.06666666666666667,0.04424036860949862,92.0,8.0,3.0,8.0,15.0,0.010869565217391304,0.125,0.3333333333333333,0.125,0.06666666666666667,1.0
294,6.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,4.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,5.0809135509074435e-06,6.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0
295,27.0,3.0,1.0,3.0,77.0,394.95,0.14,7.1,55.59,2805.82,0.13,155.88,22.0,0.0,3.0,0.0,11.0,24.0,46.0,31.0,5.0,0.037037037037037035,0.3333333333333333,1.0,0.3333333333333333,0.2,0.002305785651793529,27.0,3.0,1.0,3.0,5.0,0.037037037037037035,0.3333333333333333,1.0,0.3333333333333333,0.2,1.0
296,2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.2057940135137396e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
297,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
298,27.0,1.0,1.0,1.0,37.0,154.29,0.22,4.5,34.29,694.29,0.05,38.57,9.0,5.0,4.0,0.0,6.0,12.0,19.0,18.0,1.0,0.037037037037037035,1.0,1.0,1.0,1.0,0.00022289262388895776,27.0,1.0,1.0,1.0,1.0,0.037037037037037035,1.0,1.0,1.0,1.0,1.0
299,9.0,1.0,1.0,1.0,27.0,102.8,0.17,6.0,17.13,616.79,0.03,34.27,6.0,0.0,0.0,0.0,8.0,6.0,18.0,9.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.00013193117981457502,9.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.0
300,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0
301,1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.997506681574486e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
302,2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.6946608857317017e-08,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
303,8.0,1.0,1.0,1.0,11.0,36.54,0.4,2.5,14.62,91.35,0.01,5.08,3.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,1.0,0.125,1.0,1.0,1.0,1.0,6.945349458459626e-06,8.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,0.0
304,18.0,1.0,1.0,1.0,54.0,250.77,0.16,6.19,40.53,1551.63,0.08,86.2,11.0,1.0,2.0,0.0,9.0,16.0,32.0,22.0,1.0,0.05555555555555555,1.0,1.0,1.0,1.0,0.0008096191191436981,18.0,1.0,1.0,1.0,1.0,0.05555555555555555,1.0,1.0,1.0,1.0,0.0
305,2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.997506681574486e-07,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0
306,40.0,5.0,1.0,5.0,125.0,674.04,0.05,19.88,33.91,13396.54,0.22,744.25,28.0,0.0,10.0,0.0,18.0,24.0,72.0,53.0,9.0,0.025,0.2,1.0,0.2,0.1111111111111111,0.01878863902807586,40.0,5.0,1.0,5.0,9.0,0.025,0.2,1.0,0.2,0.1111111111111111,1.0
307,39.0,3.0,1.0,3.0,71.0,341.32,0.07,13.43,25.41,4585.09,0.11,254.73,26.0,4.0,5.0,0.0,13.0,15.0,40.0,31.0,5.0,0.02564102564102564,0.3333333333333333,1.0,0.3333333333333333,0.2,0.003256316496721814,39.0,3.0,1.0,3.0,5.0,0.02564102564102564,0.3333333333333333,1.0,0.3333333333333333,0.2,0.0
