lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,target
7.0,6.0,1850.0,185.0,106.0,0.8,0.8,20420.0,34074.0,2.0,410.0,979160.0,91.0
36.0,53.0,1730.0,158.0,151.0,1.2,4.01,31690.0,26367.0,1.2,323.0,1093624.0,90.0
42.0,57.0,2754.0,224.0,136.0,1.0,1.2,57544.0,63620.0,2.6,192.0,1525907.0,84.0
47.0,66.0,2379.0,174.0,103.0,0.2,0.2,316190.0,53327.0,1.5,163.0,1114024.0,89.0
15.0,1.0,6172.0,635.0,495.0,12.97,17.76,273452.0,68783.0,1.3,480.0,1093009.0,56.0
2.0,0.0,936.0,137.0,136.0,0.8,0.4,17347.0,62003.0,1.3,713.0,1060565.0,96.0
33.0,5.0,3679.0,349.0,285.0,3.99,2.99,483452.0,152847.0,2.0,594.0,983668.0,74.0
69.0,90.0,3175.0,109.0,128.0,1.0,1.6,66150.0,121835.0,3.8,735.0,1519203.0,80.0
3.0,1.0,1329.0,131.0,74.0,1.0,1.0,115563.0,85464.0,1.0,232.0,1054184.0,90.0
1.0,0.0,865.0,150.0,115.0,0.2,0.2,20990.0,87927.0,1.0,659.0,1064699.0,93.0
8.0,1.0,1652.0,298.0,221.0,5.6,1.8,275926.0,146174.0,2.4,5155.0,1836584.0,84.0
13.0,11.0,4427.0,270.0,183.0,1.6,3.2,172031.0,118129.0,1.3,154.0,998984.0,84.0
5.0,3.0,4902.0,288.0,219.0,1.6,2.2,331091.0,175956.0,3.2,1641.0,1413941.0,83.0
3.0,1.0,521.0,85.0,50.0,2.2,2.2,241528.0,164561.0,2.8,3313.0,1822792.0,84.0
8.0,1.0,4069.0,282.0,257.0,2.99,2.59,152071.0,227909.0,1.0,151.0,996252.0,82.0
15.0,14.0,526.0,81.0,48.0,0.4,0.6,115860.0,129640.0,3.6,909.0,1748992.0,96.0
2.0,0.0,467.0,44.0,21.0,2.2,2.0,95990.0,64953.0,1.0,7532.0,1865549.0,89.0
8.0,1.0,1215.0,62.0,104.0,7.0,10.8,98480.0,179820.0,2.0,6469.0,1852026.0,85.0
3.0,1.0,1969.0,101.0,91.0,0.8,1.2,245698.0,56669.0,2.4,1855.0,1547837.0,94.0
1.0,0.0,2496.0,137.0,135.0,1.4,1.8,95179.0,182817.0,2.2,937.0,1020712.0,85.0
9.0,5.0,4233.0,288.0,216.0,1.8,2.4,217085.0,132699.0,1.0,1425.0,1018525.0,79.0
3.0,0.0,1923.0,176.0,77.0,1.2,1.4,115148.0,36799.0,1.0,176.0,1126896.0,91.0
13.0,1.0,4137.0,197.0,96.0,10.2,33.6,209720.0,39281.0,1.0,226.0,1032648.0,62.0
22.0,27.0,2478.0,303.0,247.0,4.2,1.2,124481.0,20933.0,1.8,1520.0,1747144.0,86.0
1.0,0.0,284.0,42.0,13.0,0.8,1.0,229389.0,9929.0,1.2,7281.0,1877285.0,96.0
0.0,0.0,1297.0,103.0,45.0,0.2,0.2,346042.0,11105.0,4.0,1286.0,1712987.0,95.0
0.0,0.0,755.0,106.0,74.0,0.2,0.2,74771.0,37926.0,1.2,2104.0,1764972.0,89.0
59.0,65.0,4327.0,296.0,227.0,3.99,7.58,163390.0,88519.0,1.3,171.0,1060752.0,77.0
2.0,0.0,2037.0,159.0,120.0,0.4,0.4,133558.0,48781.0,3.8,432.0,1064513.0,93.0
29.0,41.0,1607.0,95.0,66.0,0.2,0.2,7241.0,24019.0,1.7,935.0,998152.0,92.0
40.0,44.0,1491.0,111.0,84.0,2.2,6.4,166590.0,41098.0,5.6,552.0,1622781.0,89.0
1.0,1.0,1063.0,103.0,69.0,0.2,0.2,28393.0,153133.0,1.4,8360.0,1864864.0,95.0
4.0,3.0,2365.0,409.0,202.0,1.2,2.59,158972.0,63925.0,1.0,157.0,1099780.0,85.0
1.0,0.0,1279.0,76.0,60.0,0.4,0.4,5187.0,21909.0,2.0,760.0,1039144.0,95.0
1.0,1.0,236.0,32.0,20.0,0.2,0.2,19029.0,4338.0,1.4,7404.0,1865584.0,97.0
66.0,7.0,4211.0,248.0,156.0,2.2,3.0,440557.0,88892.0,3.8,531.0,1515758.0,84.0
3.0,2.0,4698.0,215.0,167.0,0.4,0.4,43638.0,36529.0,2.4,498.0,1447382.0,91.0
1.0,1.0,681.0,78.0,50.0,0.6,0.6,93016.0,21209.0,1.0,2212.0,1073000.0,95.0
12.0,1.0,4309.0,764.0,686.0,5.19,2.2,478330.0,364735.0,3.0,181.0,1003125.0,77.0
14.0,8.0,3941.0,337.0,187.0,5.8,14.6,241200.0,167242.0,1.0,248.0,1103957.0,70.0
3.0,0.0,2457.0,226.0,203.0,3.39,2.59,87333.0,56444.0,1.0,192.0,1122643.0,86.0
16.0,14.0,2131.0,116.0,84.0,0.8,1.2,26886.0,41641.0,3.0,793.0,990656.0,90.0
35.0,6.0,1493.0,127.0,142.0,0.6,0.8,239978.0,122822.0,2.0,1062.0,1065931.0,88.0
1.0,0.0,5520.0,414.0,259.0,0.2,0.2,84595.0,46486.0,1.2,178.0,1066061.0,90.0
23.0,33.0,162.0,8.0,17.0,0.2,0.2,7001.0,18992.0,1.2,7579.0,1878621.0,98.0
62.0,59.0,1596.0,120.0,102.0,0.4,0.4,12770.0,81899.0,1.8,429.0,976446.0,91.0
3.0,2.0,325.0,28.0,34.0,0.2,0.2,93859.0,27823.0,1.0,7728.0,1871744.0,96.0
8.0,0.0,3154.0,148.0,89.0,6.81,20.44,128585.0,37322.0,3.4,465.0,1083872.0,72.0
8.0,1.0,2004.0,174.0,114.0,6.4,21.0,179671.0,17740.0,1.5,157.0,1103323.0,76.0
26.0,16.0,3638.0,534.0,238.0,1.6,3.6,1071680.0,590668.0,1805.0,71.0,29.0,0.0
24.0,28.0,807.0,148.0,59.0,3.8,3.8,337841.0,209579.0,2.8,3809.0,1811477.0,83.0
23.0,7.0,3369.0,551.0,347.0,3.79,2.2,86636.0,45185.0,2.2,2732.0,973673.0,80.0
6.0,1.0,2471.0,159.0,139.0,0.2,0.2,97192.0,223499.0,2.0,206.0,1540662.0,93.0
4.0,1.0,3931.0,274.0,200.0,2.4,0.8,131422.0,116356.0,1.8,205.0,1009333.0,84.0
19.0,13.0,6576.0,978.0,227.0,5.8,17.2,2214365.0,56365.0,2.2,522.0,1097509.0,71.0
0.0,0.0,498.0,22.0,28.0,0.6,0.6,10200.0,11243.0,1.0,7680.0,1871328.0,96.0
2.0,0.0,419.0,34.0,57.0,1.8,1.8,51740.0,52923.0,1.6,248.0,1801502.0,87.0
15.0,12.0,1613.0,154.0,112.0,0.4,1.8,23200.0,23589.0,1.6,149.0,972920.0,92.0
12.0,4.0,4168.0,313.0,205.0,1.4,1.0,235149.0,53022.0,1.0,257.0,1052590.0,84.0
0.0,0.0,1092.0,30.0,31.0,0.2,0.2,15426.0,11363.0,2.0,172.0,1760056.0,96.0
1.0,0.0,3516.0,251.0,138.0,0.2,0.2,219873.0,204131.0,3.6,4032.0,1344037.0,92.0
1.0,0.0,1458.0,120.0,92.0,0.4,0.4,26906.0,28056.0,1.0,188.0,1081674.0,92.0
2.0,0.0,574.0,95.0,46.0,1.59,1.59,50802.0,21976.0,2.2,896.0,1784027.0,86.0
2.0,1.0,1125.0,124.0,78.0,0.8,2.4,225895.0,24254.0,2.0,2190.0,1007462.0,91.0
10.0,1.0,3819.0,367.0,252.0,3.39,2.59,142268.0,83109.0,2.2,664.0,1525033.0,85.0
190.0,208.0,5275.0,401.0,263.0,2.2,4.8,753429.0,40588.0,1.5,594.0,1010032.0,80.0
1.0,0.0,2371.0,167.0,117.0,0.2,0.2,6600.0,32354.0,2.5,149.0,1055497.0,92.0
7.0,3.0,2391.0,147.0,114.0,4.21,5.81,68390.0,36413.0,2.0,131.0,1093693.0,84.0
2.0,1.0,338.0,34.0,19.0,1.4,7.4,99771.0,34115.0,1.8,4292.0,1821627.0,96.0
36.0,57.0,453.0,42.0,34.0,0.6,0.6,27437.0,19314.0,2.8,1019.0,1717410.0,95.0
1.0,0.0,1763.0,507.0,375.0,0.4,0.4,56452.0,59961.0,3.0,139.0,1720707.0,88.0
2.0,0.0,429.0,79.0,46.0,0.4,0.6,175471.0,10085.0,2.2,6279.0,1710480.0,97.0
6.0,0.0,3819.0,311.0,176.0,1.8,1.6,15499.0,64796.0,2.2,525.0,1076906.0,87.0
36.0,2.0,5332.0,576.0,393.0,10.58,16.17,232136.0,41525.0,4.4,130.0,1091202.0,58.0
16.0,13.0,1163.0,85.0,103.0,0.6,0.4,206377.0,154758.0,2.6,475.0,1513082.0,91.0
43.0,61.0,511.0,20.0,31.0,0.8,0.6,3519.0,13553.0,1.2,631.0,1067931.0,94.0
16.0,15.0,1629.0,114.0,57.0,0.4,0.2,281427.0,21018.0,1.0,141.0,1072750.0,92.0
1.0,0.0,3759.0,473.0,222.0,0.8,2.6,225559.0,19037.0,2.0,137.0,1102133.0,82.0
39.0,22.0,5077.0,118.0,131.0,4.0,10.2,52311.0,59359.0,3.2,249.0,1643522.0,74.0
14.0,10.0,1338.0,123.0,128.0,0.6,0.4,122682.0,43380.0,167.0,88.0,12.0,0.0
6.0,0.0,1973.0,323.0,267.0,5.6,1.6,382504.0,212283.0,3.2,3657.0,1819877.0,85.0
3.0,1.0,595.0,75.0,39.0,2.4,2.4,226201.0,34972.0,1.8,11125.0,1868394.0,86.0
5.0,0.0,3971.0,326.0,209.0,1.8,0.8,416863.0,78149.0,6.4,311.0,1316141.0,88.0
7.0,5.0,2322.0,259.0,169.0,0.4,0.8,620416.0,636285.0,1963.0,88.0,11.0,1.0
9.0,1.0,3244.0,413.0,338.0,6.0,1.6,163931.0,14484.0,2.4,292.0,1709072.0,81.0
7.0,0.0,1596.0,148.0,71.0,1.4,1.4,25499.0,12712.0,2.4,5735.0,1730274.0,91.0
7.0,3.0,3528.0,270.0,180.0,0.4,2.8,28796.0,14453.0,5.8,756.0,1299115.0,89.0
5.0,0.0,2406.0,331.0,97.0,0.6,2.0,968395.0,62250.0,1.4,240.0,1016227.0,90.0
14.0,14.0,1499.0,125.0,75.0,0.8,0.8,156488.0,21855.0,1.0,1443.0,1083232.0,90.0
1.0,0.0,4506.0,264.0,230.0,0.8,1.2,268267.0,539532.0,2.2,330.0,1004853.0,82.0
22.0,20.0,2017.0,393.0,151.0,0.4,0.4,583985.0,551003.0,702.0,90.0,10.0,0.0
15.0,11.0,1243.0,154.0,50.0,4.0,4.0,947897.0,21624.0,2.0,3132.0,1845621.0,88.0
12.0,4.0,2439.0,162.0,130.0,1.6,3.21,34099.0,76305.0,1.0,1177.0,1114536.0,87.0
2.0,1.0,162.0,12.0,15.0,0.2,0.2,7609.0,14038.0,1.0,6356.0,1848880.0,99.0
1.0,0.0,209.0,30.0,27.0,0.2,0.2,13961.0,14007.0,1.2,7420.0,1869323.0,97.0
29.0,15.0,4571.0,564.0,440.0,7.0,3.6,228363.0,43176.0,3.2,766.0,1446157.0,76.0
4.0,2.0,3122.0,188.0,191.0,1.0,1.2,125528.0,444558.0,2.4,360.0,1378723.0,83.0
5.0,2.0,2468.0,99.0,97.0,0.4,0.4,152648.0,32618.0,3.2,3414.0,1551606.0,95.0
4.0,3.0,4859.0,172.0,174.0,0.2,0.2,164186.0,176914.0,5.4,866.0,1320174.0,94.0
2.0,1.0,210.0,13.0,23.0,0.4,0.4,12083.0,13571.0,1.0,6128.0,1864090.0,97.0
5.0,1.0,1938.0,395.0,191.0,3.2,2.8,1251157.0,110467.0,3.8,167.0,980648.0,82.0
0.0,0.0,4367.0,171.0,145.0,0.4,0.6,18863.0,16529.0,2.2,479.0,1380597.0,91.0
15.0,14.0,1484.0,106.0,79.0,0.8,2.0,24168.0,29798.0,1.0,175.0,1017035.0,91.0
27.0,32.0,2899.0,249.0,194.0,3.19,2.4,72150.0,117011.0,2.0,361.0,1059804.0,82.0
3.0,0.0,1624.0,113.0,108.0,0.6,0.8,9744.0,23072.0,2.0,1172.0,971102.0,96.0
15.0,2.0,2389.0,264.0,198.0,1.8,0.6,101604.0,86282.0,1.5,239.0,1077859.0,90.0
9.0,1.0,3357.0,149.0,145.0,1.0,1.2,122904.0,40944.0,5.2,3092.0,1538472.0,89.0
70.0,83.0,2171.0,247.0,138.0,1.4,9.58,299118.0,152053.0,9.0,347.0,1318009.0,79.0
15.0,11.0,5885.0,231.0,159.0,0.8,3.2,224023.0,51705.0,1.6,150.0,1006387.0,81.0
79.0,42.0,5462.0,343.0,292.0,7.98,18.36,216677.0,161066.0,2.5,258.0,1097418.0,67.0
4.0,2.0,389.0,38.0,15.0,2.0,2.0,80836.0,17496.0,1.2,11542.0,1879136.0,90.0
4.0,0.0,2443.0,243.0,81.0,2.0,2.0,168264.0,22420.0,1.0,150.0,1066862.0,84.0
3.0,1.0,418.0,44.0,17.0,2.2,2.2,91498.0,21389.0,1.6,8942.0,1873310.0,88.0
0.0,0.0,2734.0,175.0,146.0,0.4,1.8,175914.0,72506.0,2.4,4893.0,1405738.0,92.0
13.0,0.0,2093.0,98.0,74.0,0.4,1.8,39697.0,6783.0,3.4,5549.0,1410350.0,91.0
26.0,37.0,7046.0,205.0,255.0,0.4,0.4,103972.0,180082.0,2.0,327.0,1013922.0,84.0
0.0,0.0,313.0,9.0,14.0,0.2,0.2,485.0,11607.0,1.0,371.0,1730882.0,96.0
14.0,17.0,442.0,20.0,13.0,4.01,2.61,53077.0,7000.0,1.0,9034.0,1877243.0,95.0
4.0,0.0,2006.0,192.0,91.0,3.8,8.8,224844.0,38733.0,1.0,472.0,1031155.0,87.0
28.0,11.0,2509.0,250.0,194.0,0.6,0.4,289605.0,47012.0,550.0,82.0,18.0,0.0
1.0,0.0,2307.0,121.0,75.0,1.0,2.4,74054.0,20034.0,1.6,136.0,998451.0,91.0
3.0,2.0,2879.0,229.0,150.0,0.4,0.6,20915.0,78528.0,1.6,471.0,996451.0,93.0
1.0,1.0,158.0,14.0,13.0,0.2,0.2,7637.0,5958.0,1.0,7222.0,1847120.0,98.0
8.0,5.0,1111.0,156.0,128.0,0.4,0.6,215802.0,17088.0,2.5,244.0,974036.0,91.0
15.0,13.0,935.0,133.0,51.0,0.4,0.4,123350.0,56128.0,1.2,7297.0,1869177.0,96.0
7.0,0.0,1512.0,276.0,116.0,4.2,2.6,1313197.0,44146.0,6.0,338.0,1700651.0,84.0
0.0,0.0,823.0,64.0,125.0,0.4,0.4,95754.0,20225.0,3.2,1298.0,1713150.0,94.0
1.0,1.0,212.0,21.0,26.0,0.2,0.2,70143.0,40111.0,1.0,6223.0,1857336.0,95.0
2.0,1.0,253.0,22.0,24.0,0.8,0.8,34552.0,22677.0,1.2,7091.0,1846198.0,96.0
9.0,6.0,5988.0,392.0,257.0,2.4,9.0,422705.0,176642.0,3.2,1665.0,1413926.0,76.0
220.0,3.0,2368.0,183.0,66.0,2.79,4.59,478318.0,47522.0,3.8,1403.0,1539388.0,81.0
6.0,1.0,504.0,80.0,34.0,2.2,3.6,53037.0,22287.0,1.2,7970.0,1877981.0,95.0
10.0,1.0,5406.0,252.0,156.0,5.0,18.4,145463.0,50994.0,1.0,183.0,1022437.0,74.0
14.0,11.0,3197.0,564.0,347.0,2.0,1.2,74713.0,52640.0,1.5,204.0,1098558.0,80.0
1.0,0.0,506.0,41.0,25.0,0.4,1.4,1401.0,4161.0,2.0,1350.0,1713304.0,96.0
125.0,135.0,5182.0,436.0,302.0,0.2,0.2,454076.0,182538.0,5.2,1357.0,1331511.0,86.0
6.0,2.0,6241.0,1164.0,1042.0,4.2,1.6,870898.0,763147.0,2.2,626.0,1115016.0,67.0
0.0,0.0,1327.0,62.0,68.0,0.2,0.2,69648.0,264439.0,1.2,6924.0,1879024.0,94.0
77.0,90.0,4219.0,652.0,595.0,1.39,1.39,96821.0,46895.0,134.0,85.0,15.0,0.0
10.0,1.0,4529.0,310.0,281.0,5.6,1.8,215089.0,106509.0,3.8,213.0,1512869.0,75.0
4.0,1.0,3186.0,149.0,148.0,1.0,2.6,55029.0,92541.0,3.0,694.0,1645491.0,92.0
30.0,44.0,1875.0,91.0,85.0,1.4,1.0,65420.0,53279.0,1.5,344.0,1059890.0,89.0
58.0,73.0,4483.0,795.0,436.0,1.4,2.8,124437.0,16244.0,3.8,373.0,1536698.0,77.0
9.0,1.0,3007.0,418.0,378.0,7.4,2.0,458899.0,227474.0,2.2,6462.0,1845981.0,76.0
1.0,0.0,2521.0,196.0,162.0,0.4,1.8,185731.0,50125.0,1.0,159.0,1014073.0,89.0
71.0,82.0,2446.0,267.0,175.0,2.61,4.81,351530.0,41723.0,1.3,752.0,1012120.0,81.0
1.0,0.0,746.0,115.0,86.0,0.2,0.2,7705.0,17882.0,1.0,381.0,1739376.0,96.0
1.0,0.0,1676.0,80.0,76.0,0.2,0.2,98641.0,55135.0,2.0,3517.0,1771766.0,88.0
18.0,8.0,4272.0,141.0,134.0,2.4,8.4,86263.0,110091.0,3.0,1582.0,1638861.0,82.0
8.0,1.0,2071.0,125.0,86.0,6.4,18.6,71609.0,38177.0,1.0,137.0,1076886.0,81.0
3.0,0.0,1514.0,58.0,51.0,1.0,1.0,43703.0,26727.0,1.0,208.0,1001206.0,94.0
4.0,0.0,2148.0,108.0,77.0,2.6,8.0,130916.0,26669.0,2.4,267.0,1751203.0,91.0
6.0,1.0,3940.0,359.0,160.0,3.19,4.79,313111.0,62013.0,1.4,129.0,1105768.0,77.0
15.0,11.0,3371.0,223.0,174.0,3.0,4.6,48615.0,22997.0,3.2,231.0,987485.0,85.0
60.0,31.0,6355.0,358.0,264.0,6.0,13.8,251366.0,242337.0,3.8,3155.0,1653723.0,62.0
1.0,0.0,198.0,16.0,24.0,0.4,0.4,452.0,12704.0,1.0,5925.0,1863982.0,98.0
14.0,3.0,1883.0,81.0,83.0,7.4,19.6,22186.0,20651.0,1.0,277.0,1104808.0,77.0
11.0,6.0,2292.0,218.0,158.0,1.2,3.0,131627.0,159328.0,1.0,562.0,1113438.0,84.0
20.0,22.0,2066.0,297.0,247.0,6.59,3.19,174105.0,10290.0,1.6,385.0,1753290.0,81.0
11.0,4.0,4406.0,177.0,151.0,5.2,5.2,146325.0,6300.0,3.4,233.0,1447301.0,85.0
13.0,2.0,4011.0,235.0,173.0,6.99,20.56,51314.0,87285.0,2.7,206.0,1089043.0,72.0
0.0,0.0,201.0,14.0,15.0,0.2,0.2,705.0,4909.0,1.0,7549.0,1870232.0,98.0
2.0,0.0,523.0,96.0,81.0,0.2,0.2,33225.0,7501.0,2.2,1285.0,1705038.0,93.0
6.0,1.0,1038.0,43.0,45.0,1.0,1.8,39702.0,38793.0,2.4,629.0,1513416.0,95.0
1.0,1.0,332.0,78.0,42.0,0.2,0.2,327206.0,209122.0,2.8,4094.0,1824344.0,92.0
98.0,92.0,2289.0,455.0,304.0,2.0,1.0,1079576.0,56489.0,1.0,193.0,974730.0,84.0
8.0,0.0,3659.0,287.0,227.0,3.6,1.0,140955.0,58917.0,2.4,244.0,1626637.0,84.0
1.0,1.0,384.0,151.0,56.0,0.2,0.2,278545.0,232878.0,2.4,5806.0,1829590.0,95.0
0.0,0.0,3896.0,199.0,156.0,0.6,2.79,130609.0,63759.0,2.7,146.0,983954.0,88.0
6.0,0.0,5415.0,412.0,328.0,3.2,2.0,290997.0,97991.0,1.3,164.0,1089971.0,76.0
3.0,1.0,650.0,83.0,43.0,2.2,2.2,317214.0,129335.0,1.6,5350.0,1840486.0,88.0
33.0,46.0,2709.0,158.0,99.0,1.2,2.8,182741.0,77871.0,2.0,359.0,987986.0,87.0
3.0,1.0,318.0,31.0,25.0,0.4,0.4,117159.0,4530.0,2.0,4676.0,1847632.0,97.0
14.0,3.0,1522.0,144.0,117.0,2.2,4.19,196094.0,70633.0,2.2,335.0,1063077.0,88.0
6.0,1.0,2533.0,105.0,128.0,1.4,1.2,56544.0,236441.0,2.0,534.0,1524600.0,93.0
1.0,1.0,217.0,19.0,29.0,0.2,0.2,12371.0,15195.0,1.0,7255.0,1875328.0,98.0
1.0,0.0,3894.0,274.0,146.0,0.2,0.2,260849.0,109891.0,3.0,148.0,1029790.0,84.0
2.0,1.0,208.0,13.0,31.0,0.2,0.2,6997.0,11887.0,1.0,6379.0,1856778.0,97.0
5.0,4.0,1750.0,85.0,73.0,0.6,3.59,7772.0,49825.0,2.5,364.0,1028722.0,93.0
4.0,1.0,1285.0,143.0,92.0,0.4,0.8,15502.0,36431.0,2.8,1582.0,1537486.0,93.0
13.0,4.0,1109.0,134.0,104.0,0.4,0.4,573439.0,103146.0,1.0,766.0,1078288.0,92.0
3.0,0.0,2443.0,366.0,128.0,1.8,0.6,255296.0,213845.0,3.4,666.0,1742014.0,90.0
23.0,18.0,2182.0,379.0,133.0,0.6,0.4,594823.0,503069.0,910.0,82.0,17.0,0.0
12.0,3.0,2857.0,159.0,132.0,1.6,3.0,126476.0,116554.0,2.2,2989.0,1547434.0,89.0
18.0,25.0,495.0,69.0,47.0,2.0,2.0,75783.0,34467.0,1.0,635.0,1814986.0,84.0
21.0,18.0,886.0,218.0,119.0,0.6,0.6,83461.0,25311.0,1.0,572.0,983730.0,92.0
3.0,0.0,4123.0,229.0,116.0,0.8,0.8,278629.0,221211.0,3.6,3536.0,1329499.0,89.0
10.0,0.0,3378.0,341.0,278.0,8.22,18.44,265448.0,124892.0,1.0,341.0,1079413.0,70.0
90.0,80.0,1995.0,230.0,119.0,1.0,0.8,37023.0,30467.0,2.0,128.0,1059710.0,87.0
3.0,1.0,2363.0,154.0,102.0,1.0,1.2,103610.0,33127.0,1.0,586.0,1033074.0,90.0
30.0,42.0,1403.0,103.0,78.0,0.8,3.39,30929.0,36075.0,1.7,305.0,1102510.0,92.0
41.0,59.0,2408.0,434.0,188.0,0.6,0.6,544624.0,738665.0,3.2,565.0,1042760.0,88.0
33.0,44.0,905.0,96.0,83.0,0.2,0.2,19351.0,18112.0,1.5,308.0,1015077.0,93.0
3.0,0.0,982.0,153.0,24.0,0.2,0.2,144680.0,5430.0,2.4,4038.0,1716050.0,95.0
17.0,3.0,4065.0,443.0,301.0,4.19,2.59,203488.0,80888.0,5.8,470.0,1522307.0,77.0
1.0,0.0,436.0,45.0,31.0,0.4,0.4,34266.0,8778.0,2.0,835.0,1722474.0,96.0
3.0,0.0,1131.0,74.0,44.0,1.2,1.8,77364.0,8905.0,3.4,133.0,1703250.0,94.0
9.0,0.0,3023.0,325.0,136.0,2.0,2.2,1136874.0,75778.0,1.7,404.0,1073918.0,88.0
8.0,0.0,2928.0,495.0,380.0,6.8,1.8,468904.0,99160.0,5.2,1534.0,1755962.0,79.0
3.0,0.0,3089.0,254.0,282.0,0.8,0.6,708020.0,413212.0,2.4,473.0,1644789.0,84.0
1.0,0.0,810.0,55.0,68.0,0.2,0.2,3885.0,15299.0,2.0,378.0,1016666.0,96.0
30.0,13.0,3962.0,617.0,514.0,4.2,1.2,326797.0,265654.0,1.2,191.0,1082230.0,79.0
1.0,0.0,5063.0,225.0,210.0,0.2,0.2,23730.0,223135.0,2.6,451.0,1387595.0,89.0
3.0,0.0,1195.0,181.0,60.0,2.4,2.4,42713.0,37842.0,2.6,271.0,1754974.0,92.0
6.0,1.0,2544.0,269.0,119.0,1.0,1.0,30350.0,34213.0,2.8,369.0,1536586.0,91.0
36.0,49.0,1394.0,117.0,94.0,0.6,2.0,39790.0,23048.0,1.0,159.0,1098501.0,92.0
22.0,30.0,239.0,24.0,32.0,0.2,0.2,16918.0,31674.0,1.6,2179.0,1776491.0,90.0
10.0,4.0,3734.0,212.0,168.0,1.2,1.0,197813.0,112160.0,2.0,1446.0,1110237.0,87.0
28.0,40.0,2417.0,121.0,150.0,0.6,0.6,6596.0,18532.0,2.0,273.0,1715830.0,93.0
2.0,1.0,534.0,110.0,50.0,1.0,0.4,450000.0,9302.0,1.6,6789.0,1840803.0,96.0
7.0,6.0,1144.0,176.0,107.0,0.8,2.2,139134.0,20153.0,1.6,124.0,944686.0,84.0
1.0,0.0,845.0,63.0,56.0,0.6,0.8,13187.0,19673.0,1.0,671.0,1033102.0,94.0
0.0,0.0,964.0,94.0,50.0,0.2,0.2,307373.0,17623.0,2.0,666.0,1757760.0,85.0
4.0,0.0,2505.0,108.0,116.0,0.4,0.6,100645.0,67034.0,1.4,596.0,1058706.0,92.0
11.0,8.0,1153.0,74.0,49.0,0.2,0.2,94959.0,31350.0,330.0,95.0,5.0,0.0
1.0,0.0,1293.0,59.0,49.0,0.6,1.0,3767.0,14409.0,2.4,1268.0,968080.0,93.0
8.0,0.0,4790.0,433.0,374.0,6.6,5.4,193903.0,103264.0,4.6,189.0,1397792.0,73.0
12.0,5.0,5935.0,356.0,199.0,1.4,0.8,173332.0,74812.0,5.2,315.0,1296418.0,78.0
3.0,1.0,670.0,94.0,44.0,1.8,1.8,457127.0,136277.0,1.6,5286.0,1835205.0,89.0
4.0,0.0,1917.0,195.0,155.0,1.6,0.6,89080.0,73434.0,1.0,1156.0,1013640.0,90.0
9.0,7.0,1755.0,190.0,169.0,0.8,0.4,16544.0,26314.0,1.8,447.0,1131064.0,91.0
0.0,0.0,458.0,51.0,48.0,0.4,0.4,57722.0,8820.0,2.0,1834.0,1761584.0,91.0
54.0,62.0,1101.0,104.0,81.0,1.8,1.6,241932.0,82941.0,2.8,262.0,1536664.0,90.0
1.0,1.0,1408.0,188.0,131.0,0.6,0.4,321935.0,27929.0,3.6,480.0,1051839.0,92.0
19.0,5.0,2394.0,234.0,115.0,2.2,6.0,621159.0,132139.0,3.2,278.0,1536549.0,85.0
7.0,1.0,3909.0,172.0,113.0,3.79,4.39,140762.0,30751.0,1.5,242.0,1014125.0,84.0
19.0,14.0,3392.0,577.0,572.0,2.0,2.6,483123.0,507757.0,1.0,546.0,1059475.0,79.0
0.0,0.0,2367.0,97.0,139.0,0.2,0.2,31548.0,37969.0,2.0,838.0,1720995.0,95.0
3.0,1.0,2042.0,74.0,63.0,0.4,0.4,2667.0,15224.0,1.0,1240.0,1745904.0,94.0
0.0,0.0,147.0,9.0,15.0,0.2,0.2,440.0,10300.0,1.0,8423.0,1867360.0,98.0
19.0,2.0,4392.0,320.0,157.0,10.18,28.34,820347.0,41889.0,1.8,173.0,1096425.0,64.0
95.0,120.0,3749.0,281.0,194.0,1.4,1.2,90976.0,15722.0,6.4,1428.0,1307952.0,86.0
44.0,56.0,2303.0,246.0,153.0,2.2,4.4,1225925.0,1104543.0,1.7,174.0,1015101.0,84.0
2.0,1.0,248.0,16.0,22.0,0.4,0.4,7334.0,9807.0,1.0,7550.0,1870232.0,97.0
2.0,1.0,234.0,36.0,15.0,0.2,0.2,214764.0,14692.0,1.2,7280.0,1877278.0,97.0
170.0,188.0,1557.0,80.0,99.0,0.2,0.2,24826.0,41252.0,2.0,374.0,1116261.0,93.0
0.0,0.0,1385.0,56.0,52.0,0.2,0.2,12446.0,20066.0,1.0,149.0,1750992.0,97.0
20.0,29.0,2386.0,164.0,155.0,0.2,0.2,77339.0,62093.0,2.2,1411.0,1724984.0,93.0
1.0,0.0,2804.0,352.0,410.0,0.4,2.0,37461.0,53614.0,2.6,1969.0,1705293.0,87.0
21.0,18.0,1395.0,358.0,140.0,0.2,0.2,498541.0,524929.0,560.0,95.0,5.0,0.0
31.0,24.0,1710.0,130.0,108.0,1.0,1.2,232573.0,221977.0,4.2,262.0,1536589.0,90.0
6.0,1.0,1193.0,96.0,236.0,1.2,1.2,153211.0,277202.0,4.0,689.0,1540053.0,92.0
21.0,3.0,4275.0,370.0,163.0,2.59,2.2,869526.0,17545.0,4.4,956.0,1462379.0,83.0
2.0,0.0,1199.0,76.0,98.0,1.8,1.2,114783.0,111454.0,2.3,253.0,1059168.0,93.0
